pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_RIBOSOME,1.38369562066601e-32,2.71204341650537e-30,1.48156758833633,-0.842554261200089,-3.42617746182894,74,RPS8|RPS12|RPS27A|RPL21|RPL10|RPS29|RPL35|RPL12|RPL36A|RPS10|RPS15A|RPL22L1|RPS9|RPL36|RPS13|RPL26|RPL11|RPL37|RPS27|RPS24|RPL27A|RPL34|FAU|RPS21|RPL41|RPL30|RPL36AL|RPS3A|RPL35A|RPL22|RPL9|RPL24|RPS18|RPS19|RPL19|RPS7|RPL39|RPL29|RPL23A|RPS28|RPL27|RPL10A|RPL37A|RPS3|RPLP2|RPL6|RPS26|RPS23|RPL32|RPLP1|RPL38|RPL7|RPL13|RPS16|RPS4X|RPL17|RPL23|RPL7A|RPS2|UBA52|RPL8|RPL26L1|RPL18A|RPS15|RPS5|RPL18|RPL3|RPS25|RPL14
KEGG_HUNTINGTONS_DISEASE,6.59700477641384e-17,5.98042626230547e-15,1.05746357275086,-0.731737359842962,-2.91676662650429,67,POLR2J2|NDUFB7|NDUFA3|ATP5F1E|COX7A2|COX7A1|NDUFS6|NDUFB1|NDUFB2|COX5B|ATP5PD|UQCRQ|POLR2L|NDUFA1|COX8A|COX6B1|NDUFS5|UQCR11|POLR2J|NDUFA7|COX6C|UQCR10|ATP5MC1|POLR2I|NDUFB8|NDUFB3|ATP5MC2|NDUFC1|ATP5PF|COX6A1|COX7C|BAX|NDUFB10|COX7B|COX4I1|NDUFA6|UQCRB|UQCRFS1|NDUFC2|NDUFA4|NDUFA5|NDUFA8|POLR2K
KEGG_OXIDATIVE_PHOSPHORYLATION,9.15371366679409e-17,5.98042626230547e-15,1.05746357275086,-0.746781742935535,-2.93760088074268,62,ATP5ME|NDUFB7|NDUFA3|ATP5F1E|COX7A2|COX7A1|NDUFS6|NDUFB1|NDUFB2|COX5B|ATP5PD|UQCRQ|NDUFA1|COX8A|COX6B1|NDUFS5|UQCR11|NDUFA7|COX6C|UQCR10|COX17|NDUFA11|ATP5MC1|ATP5MF|NDUFB8|NDUFB3|ATP5MC2|NDUFC1|ATP5PF|COX6A1|COX7C|NDUFB10|COX7B|COX4I1|NDUFA6|UQCRB|UQCRFS1|NDUFC2|NDUFA4|NDUFA5|ATP6V1F|NDUFA8|COX5A|CYC1|UQCRH|ATP6V1B1
HALLMARK_OXIDATIVE_PHOSPHORYLATION,2.79705742912514e-16,1.37055814027132e-14,1.03769615548758,-0.686284267164763,-2.83525325885793,80,ATP5ME|NDUFB7|NDUFA3|ATP5F1E|COX7A2|NDUFS6|NDUFB1|NDUFB2|COX5B|ATP5PD|SURF1|UQCRQ|NDUFA1|TIMM8B|COX8A|COX6B1|UQCR11|NDUFA7|COX6C|UQCR10|COX17|ATP5MC1|ATP5MF|NDUFB8|NDUFB3|ATP5MC2|NDUFC1|ATP5PF|COX6A1|COX7C|BAX|COX7B|COX4I1|NDUFA6|UQCRB|UQCRFS1|NDUFC2|TIMM13|NDUFA4|TIMM10|MRPS12|NDUFA5|ATP6V1F|NDUFA8|MRPL34|GPX4|COX5A|CYC1|UQCRH|SLC25A5|IDH3B|ATP5MC3|ATP6V1E1
KEGG_PARKINSONS_DISEASE,4.34388498552271e-15,1.7028029143249e-13,0.996986217533181,-0.745487247630248,-2.83285376098505,53,NDUFB7|NDUFA3|ATP5F1E|COX7A2|COX7A1|NDUFS6|NDUFB1|NDUFB2|COX5B|ATP5PD|UQCRQ|NDUFA1|COX8A|COX6B1|NDUFS5|UQCR11|NDUFA7|COX6C|UQCR10|ATP5MC1|NDUFB8|NDUFB3|ATP5MC2|NDUFC1|ATP5PF|COX6A1|COX7C|NDUFB10|COX7B|COX4I1|NDUFA6|UQCRB|UQCRFS1|NDUFC2|NDUFA4|NDUFA5|NDUFA8|COX5A|CYC1|UQCRH|SLC25A5|ATP5MC3
KEGG_ALZHEIMERS_DISEASE,2.46940382090547e-14,8.0667191482912e-13,0.97599468306432,-0.707484390435483,-2.77212524645649,61,NDUFB7|NDUFA3|ATP5F1E|COX7A2|COX7A1|NDUFS6|NDUFB1|NDUFB2|COX5B|ATP5PD|UQCRQ|NDUFA1|COX8A|COX6B1|NDUFS5|UQCR11|NDUFA7|COX6C|UQCR10|ATP5MC1|NDUFB8|NDUFB3|ATP5MC2|NDUFC1|ATP5PF|COX6A1|COX7C|NDUFB10|COX7B|COX4I1|NDUFA6|UQCRB|UQCRFS1|NDUFC2|NDUFA4|NDUFA5|NDUFA8|COX5A|GAPDH|CYC1|UQCRH
HALLMARK_MYC_TARGETS_V1,3.50461252549851e-09,9.81291507139582e-08,0.774939030136436,-0.663140226964716,-2.47111029284117,48,RPS10|LSM7|LSM2|EEF1B2|RPL34|RPL22|SNRPD1|RPS3|RPL6|RPS2|NME1|NHP2|RPS5|RPL18|PHB1|PSMD7|RPL14|VBP1|RANBP1|MRPL9|COX5A|CYC1|NOP16|APEX1|NPM1|SET|H2AZ1|AIMP2|POLE3|ERH|CCT7|PSMD8
HALLMARK_INTERFERON_GAMMA_RESPONSE,1.25151733264022e-08,3.06621746496854e-07,0.747739663149885,0.602623339652934,2.34839709352756,71,IFI44L|BATF2|TNFAIP3|HLA-DQA1|CD74|EPSTI1|MX2|OAS3|VAMP5|PSMB9|SP110|IRF8|IFI44|NLRC5|IL10RA|CASP1|IRF7|HELZ2|IFITM3|CMKLR1|IFI30|CSF2RB|SAMD9L|DDX60|IL15|NMI|FCGR1A|SECTM1|CD86|TNFSF10|PTPN6|C1R|IL4R|CASP4|PARP14|NFKBIA|IFI27|BST2|IFITM2|APOL6|XAF1|OAS2|PIM1|TXNIP|PLSCR1|TRIM14|MVP|SOCS3|IFIH1
HALLMARK_INTERFERON_ALPHA_RESPONSE,1.03266738353274e-06,2.24892007969353e-05,0.643551836150722,0.658116020422796,2.27639347155325,39,IFI44L|BATF2|CD74|EPSTI1|OAS1|PSMB9|SP110|GBP2|IFI44|PARP9|GMPR|CASP1|IRF7|HELZ2|IFITM3|IFI30|SAMD9L|DDX60|IL15|NMI|CSF1|IL4R|TENT5A|PARP14|IFI27|BST2|IFITM2|ELF1|TXNIP|PLSCR1|TRIM14|IFIH1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,4.9576230786883e-06,9.71694123422906e-05,0.610526878385931,0.534323427497231,2.06905352471948,69,TNFSF13|TNFRSF11B|CSF3R|CCR1|LTBR|TNFRSF10D|TNFRSF10A|TNFSF8|HGF|PLEKHO2|IL10RA|CXCR4|TNFRSF10C|IL1R1|CSF2RB|CSF1R|IL15|NGFR|CSF1|TNFRSF12A|TNFRSF1B|IL1R2|IL21R|TNFSF10|IL13RA1|IL4R|IL17RB|FLT1|TGFBR2|BMP7|ACVRL1|TPO|TNFSF9|OSMR|EDA2R|LIFR|CCL3|EGFR|CSF2RA|EDA|CXCL5|IL18R1|IL1B|IL26|PDGFRA
KEGG_CARDIAC_MUSCLE_CONTRACTION,5.65656252222505e-06,0.000100789659486919,0.610526878385931,-0.667918051286755,-2.24227385138757,30,COX7A2|COX7A1|COX5B|UQCRQ|COX8A|COX6B1|UQCR11|COX6C|UQCR10|COX6A1|COX7C|COX7B|COX4I1|UQCRB|UQCRFS1|COX5A|CYC1|UQCRH
HALLMARK_INFLAMMATORY_RESPONSE,1.02483203767941e-05,0.000167389232820971,0.593325476396405,0.537925485207422,2.04894477281022,63,CLEC5A|CSF3R|SLC1A2|CD14|PIK3R5|CYBB|TLR1|C3AR1|ADORA2B|HAS2|NOD2|GPR132|IL10RA|IRF7|CMKLR1|STAB1|IL1R1|RGS1|IL15|NMI|EBI3|TLR3|ADGRE1|CSF1|TNFRSF1B|LPAR1|TNFSF10|IL4R|TLR2|NFKBIA|BST2|LYN|SLC4A4|TNFSF9|AXL|SLC7A2
KEGG_LEISHMANIA_INFECTION,1.72670808694892e-05,0.000260334450032298,0.575610261071129,0.715946663712539,2.19042468856525,23,HLA-DOA|HLA-DRA|HLA-DPA1|HLA-DQA1|ITGAM|ITGB2|NCF4|CYBA|FCGR3A|FCGR1A|C3|FCGR2A|PTPN6|HLA-DRB5|TLR2|NFKBIA|NCF1
