Item ID	Item value	Change in Kuiper test statistic when item removed
DGKG	0.92343694899055	3.1328320801993215E-4
GMFB	0.188270351895758	3.1328320801993215E-4
CBLB	-0.43483645653907	3.1328320801993215E-4
CLU	0.194965310076198	3.1328320801993215E-4
CTSS	-23.6308945727317	-0.0028138788982481344
DOCK10	3.19994254456519	3.1328320801993215E-4
CTSO	-1.18379933723461	3.1328320801993215E-4
PCLO	-0.346211076840281	3.1328320801993215E-4
PIM1	-0.341399463700046	3.1328320801993215E-4
TIMP2	-0.373610624377319	3.1328320801993215E-4
ME1	-0.39609798770846	3.1328320801993215E-4
CD36	1.19177917595964	3.1328320801993215E-4
JAK2	0.0809812077651032	3.1328320801993215E-4
CTSD	0.135152738711159	3.1328320801993215E-4
CTSB	0.520490437954655	3.1328320801993215E-4
DUSP5	0.771541249204808	3.1328320801993215E-4
PRKCD	-0.0864084464067792	3.1328320801993215E-4
ANXA5	21.891928067489	3.1328320801993215E-4
HPCAL4	-0.515833116125562	3.1328320801993215E-4
RBSN	-0.539400853318185	3.1328320801993215E-4
DUSP6	0.670144806211804	3.1328320801993215E-4
F5	-1.89159889114408	3.1328320801993215E-4
ZEB1	-0.278325309143775	3.1328320801993215E-4
PIK3CA	-0.899469417902416	3.1328320801993215E-4
MMP15	0.0426563993007029	3.1328320801993215E-4
IRF2	1.01824516296885	3.1328320801993215E-4
SERPING1	0.263364630876323	3.1328320801993215E-4
CDH13	0.377382768891872	3.1328320801993215E-4
LCP2	-1.41499262394606	3.1328320801993215E-4
CEBPB	-0.164130537606588	3.1328320801993215E-4
NOTCH4	1.60314486066672	3.1328320801993215E-4
PDGFB	0.958859580704931	3.1328320801993215E-4
C2	2.07784038830135	3.1328320801993215E-4
GNAI2	1.07834013011209	3.1328320801993215E-4
DPP4	0.344157660733241	3.1328320801993215E-4
PPP2CB	0.0844239605597806	3.1328320801993215E-4
VCPIP1	0.599197115595277	3.1328320801993215E-4
SPOCK2	1.17336239918483	3.1328320801993215E-4
S100A13	-0.725765869126441	3.1328320801993215E-4
CD59	0.420678793240432	3.1328320801993215E-4
STX4	2.1954151630063	3.1328320801993215E-4
HSPA5	0.297440120825764	3.1328320801993215E-4
ERAP2	-1.12998591392982	3.1328320801993215E-4
KCNIP3	0.334721234617321	3.1328320801993215E-4
FN1	-1.1051620551042	3.1328320801993215E-4
ATOX1	0.0526332120874225	3.1328320801993215E-4
PDP1	0.359147982302177	3.1328320801993215E-4
EHD1	0.328688542009301	3.1328320801993215E-4
GNB2	1.04361404433379	3.1328320801993215E-4
GNB4	-3.68358032911704	3.1328320801993215E-4
CALM3	0.253262909527649	3.1328320801993215E-4
CALM1	0.25553813472996	3.1328320801993215E-4
KLKB1	-0.535562836118083	3.1328320801993215E-4
LGMN	-0.478611798364095	3.1328320801993215E-4
CDK5R1	0.070242747484948	3.1328320801993215E-4
MSRB1	0.662822317811905	3.1328320801993215E-4
HSPA1A	-0.714993204160228	3.1328320801993215E-4
