Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_TGF_BETA_SIGNALING	1	NA	NA	NA	NA	NA	NA
HALLMARK_ANGIOGENESIS	1	NA	NA	NA	NA	NA	NA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2	NA	NA	NA	NA	NA	NA
HALLMARK_BILE_ACID_METABOLISM	2	NA	NA	NA	NA	NA	NA
HALLMARK_NOTCH_SIGNALING	2	NA	NA	NA	NA	NA	NA
HALLMARK_HEDGEHOG_SIGNALING	3	NA	NA	NA	NA	NA	NA
HALLMARK_PANCREAS_BETA_CELLS	3	NA	NA	NA	NA	NA	NA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	3	NA	NA	NA	NA	NA	NA
HALLMARK_PROTEIN_SECRETION	3	NA	NA	NA	NA	NA	NA
HALLMARK_PEROXISOME	4	NA	NA	NA	NA	NA	NA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	4	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_SURFACE	5	0.1	0.27	0.7	0.7559999999999999	0.20277143311848464	20.471427463421737
HALLMARK_IL6_JAK_STAT3_SIGNALING	6	0.1	0.27	0.1	0.1285714285714286	0.8055341113876411	13.070463652140656
HALLMARK_APICAL_JUNCTION	6	0.8	0.9000000000000001	0.1	0.1285714285714286	0.7682450996577032	11.199175467844348
HALLMARK_COAGULATION	6	0.4	0.6000000000000001	0.009	0.02025	0.6561680407476453	10.47758339891615
HALLMARK_MYC_TARGETS_V2	6	0.4	0.6000000000000001	0.0225	0.040499999999999994	0.8112222422679263	10.858288447542222
HALLMARK_KRAS_SIGNALING_DN	7	1.0	1.0	0.4	0.45000000000000007	0.4527321442253394	11.533000953136025
HALLMARK_MITOTIC_SPINDLE	7	0.5	0.684	0.8	0.8	0.1830832269921299	13.845684492392751
HALLMARK_INFLAMMATORY_RESPONSE	7	0.4	0.6000000000000001	0.8	0.8	0.34721697501974397	14.357757903698934
HALLMARK_SPERMATOGENESIS	8	0.5	0.684	0.1	0.1285714285714286	0.49916544211571573	13.418733134434857
HALLMARK_E2F_TARGETS	9	0.6	0.7363636363636363	0.0037	0.01053	0.7097639131746315	11.888144254800407
HALLMARK_COMPLEMENT	10	1.0	1.0	0.0035	0.01053	0.7089552080397599	11.717782958182243
HALLMARK_INTERFERON_ALPHA_RESPONSE	10	1.0	1.0	0.0088	0.02025	0.5669145122840544	10.97346709940095
HALLMARK_ADIPOGENESIS	10	0.0482	0.18591428571428573	2.0E-4	0.00135	0.7265183388655525	12.38349762063287
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	11	0.2	0.37799999999999995	0.0	0.0	0.8892090766434417	12.109970952593866
HALLMARK_ALLOGRAFT_REJECTION	11	0.7	0.8217391304347825	0.1264	0.15512727272727275	0.4383010454880583	13.332435560701558
HALLMARK_HEME_METABOLISM	12	0.1187	0.2913545454545455	4.0E-4	0.00216	0.6404885871706957	11.817303207030577
HALLMARK_ESTROGEN_RESPONSE_EARLY	12	0.3778	0.6000000000000001	0.0313	0.04971176470588235	0.5321547873180303	11.11767589250249
