GENE_SYMBOLS,refseq_ids
ATP5IF1,NM_016311
GBP1,NM_002053
RPL5,NM_000969
RPS27,NM_001030
OST4,NM_001134693
RPS27A,NM_001135592
TMSB10,NM_021103
KCNJ13,NM_001172416
RPL15,NM_001253379
RPSA,NM_001304288
RPL14,NM_001034996
RPL22L1,NM_001099645
RPL9,NM_000661
RPS3A,NM_001006
HINT1,NM_005340
NDUFA2,NM_001185012
RPS14,NM_001025070
PRELID1,NM_001271828
RPS18,NM_022551
RPL10A,NM_007104
ELOVL4,NM_022726
RPS12,NM_001016
ARL4A,NM_001037164
SNHG15,NR_003697
CHCHD2,NM_001320327
MROH6,NM_001100878
RPL8,NM_000973
RPL7A,NM_000972
SELENOH,NM_001321335
TRMT112,NM_001286082
FAU,NM_001997
RPS3,NM_001005
NDUFC2,NM_001204054
RPL41,NM_001035267
RPL21,NM_000982
RPS2,NM_002952
ELOB,NM_007108
RPS15A,NM_001019
RPL13,NM_000977
RPL26,NM_000987
RPL23A,NM_000984
RPL19,NM_000981
RPL27,NM_000988
NME1,NM_000269
GALK1,NM_000154
RPS15,NM_001018
NDUFA7,NM_005001
RPS28,NM_001031
RPL18A,NM_000980
POLR2I,NM_006233
COX7A1,NM_001864
RPS16,NM_001020
RPS19,NM_001022
RPL18,NM_000979
RPS5,NM_001009
SCAND1,NM_001385710
DDT,NM_001084392
PDXP,NM_020315
RPL3,NM_000967
RPS4X,NM_001007
