GENE_SYMBOLS,refseq_ids
DIPK1C,NM_001044369
RASL10A,NM_001007279
FGFR3,NM_000142
RPS27A,NM_001135592
MMD2,NM_001100600
RPL9,NM_000661
RPL41,NM_001035267
RPL26,NM_000987
SLC7A10,NM_019849
RPL10A,NM_007104
TMSB4X,NM_021109
RPL7A,NM_000972
RPS3A,NM_001006
GINS3,NM_001126129
RPL27A,NM_000990
AIFM3,NM_001018060
LFNG,NM_001040167
RPS18,NM_022551
FAU,NM_001997
SEMA4A,NM_001193300
RPS12,NM_001016
NT5E,NM_001204813
TMSB10,NM_021103
RPS15A,NM_001019
RPL17,NM_000985
IRS2,NM_003749
TRIB1,NM_001282985
NXPH3,NM_007225
NEDD4,NM_001284338
RPL37A,NM_000998
OTUD7B,NM_020205
PALLD,NM_001166108
HES5,NM_001010926
SHANK2,NM_001379226
C2CD2,NM_015500
PTCHD1,NM_173495
SNHG19,NR_132114
RGS4,NM_001102445
ASIC1,NM_001095
NEAT1,NR_002802
COX7A1,NM_001864
RNF19A,NM_001280539
HHATL,NM_020707
RPS10,NM_001014
RPL23A,NM_000984
NEK5,NM_001365552
RPL34,NM_000995
KLF6,NM_001008490
NT5C,NM_001252377
WNT7B,NM_001410806
ARHGAP29,NM_001328664
RBP1,NM_001130992
MOB3B,NM_024761
PYGM,NM_001164716
ATP6V1G2,NM_001204078
BEX5,NM_001012978
SNHG8,NR_003584
ARSF,NM_001201538
PLEKHA5,NM_001143821
RPS27,NM_001030
S100A6,NM_014624
PPM1E,NM_014906
TLCD1,NM_001160407
SNHG15,NR_003697
SMAD1,NM_001003688
RAB11A,NM_001206836
TMCC2,NM_001242925
RPS26,NM_001029
DDT,NM_001084392
SPAG1,NM_001374321
POLR2I,NM_006233
KCND3,NM_001378969
PLA2G5,NM_000929
TMEM256,NM_152766
PLCE1,NM_001165979
CEBPD,NM_005195
SYNM,NM_015286
ACAP1,NM_014716
MSMO1,NM_001017369
ITIH4,NM_001166449
DSC2,NM_001406506
HES4,NM_001142467
BANP,NM_001173539
CD9,NM_001330312
C6orf118,NM_144980
ARHGAP39,NM_001308207
LCNL1,NM_207510
DHCR7,NM_001163817
CDH23,NM_001171930
