GENE_SYMBOLS,refseq_ids
C1orf61,NA
ATL2,NM_001135673
MMD2,NM_001100600
ST6GAL2,NM_001142351
GABRA2,NM_000807
TRIB1,NM_001282985
OAT,NM_000274
PAMR1,NM_001001991
DIPK1C,NM_001044369
SHANK2,NM_001379226
BRINP2,NM_021165
TTLL4,NM_014640
ACSL6,NM_001009185
KNDC1,NM_001347864
FGFR3,NM_000142
NDRG4,NM_001130487
FRMD4A,NM_001318336
PAQR6,NM_001272104
NKAIN3,NM_001039769
GRAMD4,NM_001366660
EPM2A,NM_001018041
HKDC1,NM_025130
SLC6A1,NM_001348250
PARD3,NM_001184785
C2orf72,NM_001144994
PIK3C2A,NM_001321378
CIRBP,NM_001280
HES4,NM_001142467
HES5,NM_001010926
ATP2B4,NM_001001396
ATP6V0E2,NM_001100592
EPHB1,NM_004441
DBP,NM_001352
CUBN,NM_001081
ARHGAP23,NM_001199417
GLI3,NM_000168
ORMDL1,NM_001128150
SLCO1C1,NM_001145944
FAM167A,NM_053279
SLC9A7,NM_001257291
NEDD4,NM_001284338
IFT27,NM_001177701
CCDC192,NM_001317938
SNAP25,NM_001322902
IRS2,NM_003749
STRIP2,NM_001134336
COPS8,NM_006710
NEAT1,NR_002802
AGBL3,NM_001345850
SEMA4A,NM_001193300
YWHAH,NM_003405
OAF,NM_178507
PIPOX,NM_016518
CALM3,NM_001329921
KIFC3,NM_001130099
NOTCH1,NM_017617
CEND1,NM_016564
GRM3,NM_000840
ARSF,NM_001201538
LRRC7,NM_001330635
BDH1,NM_004051
SLC4A8,NM_001039960
HAAO,NM_012205
SLC1A2,NM_001195728
LFNG,NM_001040167
CHST7,NM_019886
EMID1,NM_001267895
TNFRSF11B,NM_002546
LRRTM4,NM_001134745
GNPTAB,NM_024312
PTCHD1,NM_173495
PLA2G5,NM_000929
GLS2,NM_001280796
KLF6,NM_001008490
BMP7,NM_001719
SERINC3,NM_006811
SLC30A10,NM_001004433
HHATL,NM_020707
AHNAK,NM_001346445
FAM107A,NM_001076778
RABGGTB,NM_004582
NKAIN3-IT1,NA
CEP152,NM_001194998
SLC25A5,NM_001152
NT5E,NM_001204813
PARP9,NM_001146102
GINS3,NM_001126129
SNHG6,NR_002599
COL27A1,NM_032161
NRGN,NM_001126181
TENT5A,NM_017633
RGS17,NM_012419
ENC1,NM_001256574
PAK1,NM_001128620
PYURF,NM_032906
COPS7A,NM_001164093
YWHAG,NM_012479
NDUFS3,NM_004551
