"Ensembl","Gene_Symbols"
"ENSG00000244405","ETV5"
"ENSG00000132326","PER2"
"ENSG00000188766","SPRED3"
"ENSG00000171314","PGAM1"
"ENSG00000124785","NRN1"
"ENSG00000131238","PPT1"
"ENSG00000100335","MIEF1"
"ENSG00000102401","ARMCX3"
"ENSG00000161981","SNRNP25"
"ENSG00000085063","CD59"
"ENSG00000171130","ATP6V0E2"
"ENSG00000115310","RTN4"
"ENSG00000144567","RETREG2"
"ENSG00000172115","CYCS"
"ENSG00000130540","SULT4A1"
"ENSG00000142686","C1orf216"
"ENSG00000111652","COPS7A"
"ENSG00000128609","NDUFA5"
"ENSG00000178980","SELENOW"
"ENSG00000128590","DNAJB9"
"ENSG00000168028","RPSA"
"ENSG00000115226","FNDC4"
"ENSG00000165943","MOAP1"
"ENSG00000197746","PSAP"
"ENSG00000182013","PNMA8A"
"ENSG00000198369","SPRED2"
"ENSG00000168481","LGI3"
"ENSG00000163479","SSR2"
"ENSG00000182220","ATP6AP2"
"ENSG00000174748","RPL15"
"ENSG00000204681","GABBR1"
"ENSG00000243279","PRAF2"
"ENSG00000233927","RPS28"
"ENSG00000104164","BLOC1S6"
"ENSG00000135916","ITM2C"
"ENSG00000134375","TIMM17A"
"ENSG00000102144","PGK1"
"ENSG00000211450","SELENOH"
"ENSG00000175602","CCDC85B"
"ENSG00000118816","CCNI"
"ENSG00000147669","POLR2K"
"ENSG00000168824","NSG1"
"ENSG00000139318","DUSP6"
"ENSG00000071575","TRIB2"
"ENSG00000158792","SPATA2L"
"ENSG00000179918","SEPHS2"
"ENSG00000197780","TAF13"
"ENSG00000158828","PINK1"
"ENSG00000148229","POLE3"
"ENSG00000182512","GLRX5"
"ENSG00000133872","SARAF"
"ENSG00000154582","ELOC"
"ENSG00000244274","DBNDD2"
"ENSG00000120053","GOT1"
"ENSG00000213585","VDAC1"
"ENSG00000095139","ARCN1"
"ENSG00000177576","C18orf32"
"ENSG00000184602","SNN"
"ENSG00000104904","OAZ1"
"ENSG00000177954","RPS27"
"ENSG00000187051","RPS19BP1"
"ENSG00000198925","ATG9A"
"ENSG00000174695","TMEM167A"
"ENSG00000243701","DUBR"
"ENSG00000181163","NPM1"
"ENSG00000182916","TCEAL7"
"ENSG00000108946","PRKAR1A"
"ENSG00000204386","NEU1"
"ENSG00000136003","ISCU"
"ENSG00000127870","RNF6"
"ENSG00000114383","TUSC2"
"ENSG00000152291","TGOLN2"
"ENSG00000104886","PLEKHJ1"
"ENSG00000103502","CDIPT"
"ENSG00000105640","RPL18A"
"ENSG00000086598","TMED2"
"ENSG00000124702","KLHDC3"
"ENSG00000172428","COPS9"
"ENSG00000139112","GABARAPL1"
"ENSG00000070087","PFN2"
"ENSG00000151474","FRMD4A"
"ENSG00000229117","RPL41"
"ENSG00000148303","RPL7A"
"ENSG00000156976","EIF4A2"
"ENSG00000119335","SET"
"ENSG00000130748","TMEM160"
"ENSG00000117152","RGS4"
"ENSG00000147676","MAL2"
"ENSG00000178913","TAF7"
"ENSG00000155959","VBP1"
"ENSG00000105058","FAM32A"
"ENSG00000196597","ZNF782"
"ENSG00000136521","NDUFB5"
"ENSG00000176871","WSB2"
"ENSG00000071553","ATP6AP1"
"ENSG00000185818","NAT8L"
"ENSG00000176903","PNMA1"
"ENSG00000187713","TMEM203"
"ENSG00000111786","SRSF9"
"ENSG00000137818","RPLP1"
"ENSG00000143774","GUK1"
"ENSG00000128245","YWHAH"
"ENSG00000187678","SPRY4"
"ENSG00000162244","RPL29"
"ENSG00000103035","PSMD7"
"ENSG00000166908","PIP4K2C"
"ENSG00000180304","OAZ2"
"ENSG00000176658","MYO1D"
"ENSG00000114784","EIF1B"
"ENSG00000134107","BHLHE40"
"ENSG00000116133","DHCR24"
"ENSG00000175061","SNHG29"
"ENSG00000244187","TMEM141"
"ENSG00000232112","TMA7"
"ENSG00000110200","ANAPC15"
"ENSG00000131779","PEX11B"
"ENSG00000177733","HNRNPA0"
"ENSG00000100216","TOMM22"
"ENSG00000213190","MLLT11"
"ENSG00000132341","RAN"
"ENSG00000102409","BEX4"
"ENSG00000175768","TOMM5"
"ENSG00000180044","C3orf80"
"ENSG00000120875","DUSP4"
"ENSG00000153944","MSI2"
"ENSG00000183172","SMDT1"
"ENSG00000130764","LRRC47"
"ENSG00000158109","TPRG1L"
"ENSG00000100316","RPL3"
"ENSG00000100897","DCAF11"
"ENSG00000134248","LAMTOR5"
"ENSG00000184887","BTBD6"
"ENSG00000164032","H2AFZ"
"ENSG00000100417","PMM1"
"ENSG00000167770","OTUB1"
"ENSG00000154328","NEIL2"
"ENSG00000116005","PCYOX1"
"ENSG00000089818","NECAP1"
"ENSG00000125510","OPRL1"
"ENSG00000180398","MCFD2"
"ENSG00000213672","NCKIPSD"
"ENSG00000204899","MZT1"
"ENSG00000154096","THY1"
"ENSG00000114503","NCBP2"
"ENSG00000147481","SNTG1"
"ENSG00000179010","MRFAP1"
"ENSG00000181915","ADO"
"ENSG00000164587","RPS14"
"ENSG00000127837","AAMP"
"ENSG00000091527","CDV3"
"ENSG00000277586","NEFL"
"ENSG00000171617","ENC1"
"ENSG00000005022","SLC25A5"
"ENSG00000159720","ATP6V0D1"
"ENSG00000173812","EIF1"
"ENSG00000129473","BCL2L2"
"ENSG00000204308","RNF5"
"ENSG00000102178","UBL4A"
"ENSG00000136950","ARPC5L"
"ENSG00000254999","BRK1"
"ENSG00000179820","MYADM"
"ENSG00000177600","RPLP2"
"ENSG00000173726","TOMM20"
"ENSG00000130193","THEM6"
"ENSG00000198910","L1CAM"
"ENSG00000111667","USP5"
"ENSG00000174446","SNAPC5"
"ENSG00000147416","ATP6V1B2"
"ENSG00000182253","SYNM"
"ENSG00000054803","CBLN4"
"ENSG00000104979","C19orf53"
"ENSG00000006468","ETV1"
"ENSG00000183283","DAZAP2"
"ENSG00000129625","REEP5"
"ENSG00000165527","ARF6"
"ENSG00000140988","RPS2"
"ENSG00000149806","FAU"
"ENSG00000165782","PIP4P1"
"ENSG00000100664","EIF5"
"ENSG00000178719","GRINA"
"ENSG00000115661","STK16"
"ENSG00000198918","RPL39"
"ENSG00000161203","AP2M1"
"ENSG00000187730","GABRD"
"ENSG00000188636","RTL6"
"ENSG00000162735","PEX19"
"ENSG00000100554","ATP6V1D"
"ENSG00000109917","ZPR1"
"ENSG00000128626","MRPS12"
"ENSG00000131475","VPS25"
"ENSG00000165591","FAAH2"
"ENSG00000219200","RNASEK"
"ENSG00000115268","RPS15"
"ENSG00000112473","SLC39A7"
"ENSG00000177383","MAGEF1"
"ENSG00000127774","EMC6"
"ENSG00000114902","SPCS1"
"ENSG00000106244","PDAP1"
"ENSG00000163444","TMEM183A"
"ENSG00000196937","FAM3C"
"ENSG00000066032","CTNNA2"
"ENSG00000103254","ANTKMT"
"ENSG00000089199","CHGB"
"ENSG00000197457","STMN3"
"ENSG00000165023","DIRAS2"
"ENSG00000213246","SUPT4H1"
"ENSG00000240204","SMKR1"
"ENSG00000180964","TCEAL8"
"ENSG00000108861","DUSP3"
"ENSG00000105193","RPS16"
"ENSG00000099800","TIMM13"
"ENSG00000230989","HSBP1"
"ENSG00000198755","RPL10A"
"ENSG00000116459","ATP5PB"
"ENSG00000123358","NR4A1"
"ENSG00000156482","RPL30"
"ENSG00000125691","RPL23"
"ENSG00000237190","CDKN2AIPNL"
"ENSG00000160932","LY6E"
"ENSG00000113387","SUB1"
"ENSG00000089248","ERP29"
"ENSG00000145337","PYURF"
"ENSG00000147724","FAM135B"
"ENSG00000062582","MRPS24"
"ENSG00000134419","RPS15A"
"ENSG00000063177","RPL18"
"ENSG00000120805","ARL1"
"ENSG00000198034","RPS4X"
"ENSG00000144713","RPL32"
"ENSG00000171587","DSCAM"
"ENSG00000241360","PDXP"
"ENSG00000167996","FTH1"
"ENSG00000169490","TM2D2"
"ENSG00000173660","UQCRH"
"ENSG00000174109","C16orf91"
"ENSG00000184009","ACTG1"
"ENSG00000197296","FITM2"
"ENSG00000103266","STUB1"
"ENSG00000260032","NORAD"
"ENSG00000034510","TMSB10"
"ENSG00000112541","PDE10A"
"ENSG00000176973","FAM89B"
"ENSG00000147403","RPL10"
"ENSG00000092330","TINF2"
"ENSG00000132824","SERINC3"
"ENSG00000110651","CD81"
"ENSG00000136068","FLNB"
"ENSG00000118181","RPS25"
"ENSG00000143575","HAX1"
"ENSG00000169372","CRADD"
"ENSG00000174521","TTC9B"
"ENSG00000228300","FAM174C"
"ENSG00000182674","KCNB2"
"ENSG00000213760","ATP6V1G2"
"ENSG00000131100","ATP6V1E1"
"ENSG00000239789","MRPS17"
"ENSG00000127184","COX7C"
"ENSG00000108106","UBE2S"
"ENSG00000172977","KAT5"
"ENSG00000254772","EEF1G"
"ENSG00000176595","KBTBD11"
"ENSG00000186468","RPS23"
"ENSG00000174684","B4GAT1"
"ENSG00000101084","RAB5IF"
"ENSG00000163399","ATP1A1"
"ENSG00000111906","HDDC2"
"ENSG00000179115","FARSA"
"ENSG00000132963","POMP"
