Item ID	Item value	Change in Kuiper test statistic when item removed
IFITM3	15.0202688070962	-0.003968253968254065
CIITA	15.7260530929108	-0.003968253968254065
CDKN1A	15.5451206019137	-0.003968253968254065
IFITM2	15.9561258227147	-0.003968253968254065
C1S	15.6279343078663	-0.003968253968254065
C1R	16.2748848612898	-0.003968253968254065
NLRC5	16.9110667639456	0.02008354991703787
NOD1	16.2861441228086	-0.003968253968254065
IFI35	14.5412784061212	-0.003968253968254065
SAMHD1	20.8697059271041	0.024603174603174516
ICAM1	16.5126168190631	-0.003968253968254065
SOCS3	15.7507196233649	-0.003968253968254065
APOL6	15.8775011874334	-0.003968253968254065
NAMPT	15.3716568590848	-0.003968253968254065
PIM1	16.2117084563132	-0.003968253968254065
CCL2	15.8231719025909	-0.003968253968254065
CD38	6.62343449177372	0.024603174603174516
IFNAR2	17.4892725442025	0.024603174603174516
STAT1	14.5408324099502	-0.003968253968254065
P2RY14	13.3112798419923	-0.003968253968254065
HLA-B	12.4890403306234	0.015458203016020189
TAP1	14.5638998239998	-0.003968253968254065
ARID5B	16.6195211035474	-0.003968253968254065
SOD2	15.2162363496918	-0.003968253968254065
PML	16.5132506542276	-0.003968253968254065
PSMB9	15.9969585959108	-0.003968253968254065
BST2	13.1420852786232	-0.003968253968254065
PLSCR1	15.9222992845087	-0.003968253968254065
IRF7	16.6222000807886	-0.003968253968254065
SERPING1	15.3187834095559	-0.003968253968254065
TXNIP	19.1225133148758	0.024603174603174516
FAS	15.7404225627227	-0.003968253968254065
VAMP5	12.1151701920024	0.024603174603174516
IRF9	12.8358032887668	-0.002012392992965961
HLA-DRB1	15.1103961805157	-0.003968253968254065
MYD88	13.0527562185412	-0.003968253968254065
