GENE_SYMBOLS,refseq_ids
PANK4,NM_018216
NMNAT1,NM_001297778
MROH7,NM_001039464
WDR77,NM_001317062
KRTCAP2,NM_173852
ACKR1,NM_001122951
IGFBP5,NM_000599
TMEM115,NM_007024
ABI3BP,NM_001349329
CLGN,NM_001130675
RAB24,NM_001031677
MEA1,NM_001318942
CENPQ,NM_018132
CRYBG1,NM_001371242
DNAJB9,NM_012328
HTR5A,NM_024012
ANKRD20A4,NA
PCBD1,NM_000281
ENTPD7,NM_001349962
SCART1,NM_001033584
IFITM3,NM_021034
KBTBD4,NM_001318716
C11orf95,NA
NRIP2,NM_031474
RBMS2,NM_001414459
CFAP54,NM_001306084
KBTBD6,NM_152903
ARF6,NM_001663
ST8SIA2,NM_001330416
NR2F2,NM_001145155
ERI2,NM_001142725
DCUN1D3,NM_173475
LRRC29,NA
PHF23,NM_001284517
SNHG16,NR_038108
CCDC178,NM_001105528
ZXDB,NM_007157
ARMCX6,NM_001009584
NLGN4Y,NM_001164238
TTTY10,NM_139210
