GENE_SYMBOLS,refseq_ids
CORT,NM_001302
CRH,NM_000756
BTF3,NM_001037637
TCEAL8,NM_001006684
RPS27A,NM_001135592
SMIM26,NM_001348957
DNPH1,NM_006443
PCP4L1,NM_001102566
RPS27,NM_001030
RPS15A,NM_001019
EMC6,NM_001014764
NDUFB11,NM_001135998
WDR77,NM_001317062
TOMM5,NM_001001790
RPL36AL,NM_001001
ABRACL,NM_021243
SNHG8,NR_003584
TCEAL7,NM_001348258
TCIM,NM_020130
RPL26,NM_000987
NCBP2AS2,NM_001355243
FGF1,NM_000800
COPS7A,NM_001164093
SNAPC5,NM_001329613
TMEM208,NM_001318217
CHGB,NM_001819
SLC32A1,NM_080552
RPS19BP1,NM_194326
MRPS24,NM_032014
FNDC4,NM_022823
CBLN4,NM_080617
RPS26,NM_001029
ST8SIA2,NM_001330416
HLA-B,NM_005514
DDIT3,NM_001195053
HIST3H2A,NA
RAB24,NM_001031677
MCHR1,NM_005297
DUSP4,NM_001394
ACP2,NM_001131064
DDT,NM_001084392
IFITM3,NM_021034
RPL10A,NM_007104
PHKG1,NM_001258459
HES4,NM_001142467
TIMM10,NM_012456
SST,NM_001048
TRPC3,NM_001130698
TMEM115,NM_007024
SCRG1,NM_001329597
HELLPAR,NA
CAMK2N2,NM_033259
VIP,NM_003381
ZXDB,NM_007157
CCDC178,NM_001105528
VGF,NM_003378
ABI3BP,NM_001349329
PGAM1,NM_001317079
ANGPTL1,NM_001376763
NR2F2,NM_001145155
OXLD1,NM_001039842
SLC10A4,NM_152679
CCN3,NM_002514
RGS16,NM_002928
KBTBD4,NM_001318716
NRIP2,NM_031474
PANK4,NM_018216
IGFBP5,NM_000599
DNAJB9,NM_012328
SNHG15,NR_003697
