GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
ANKRD55,NM_001039935
SPRED2,NM_001128210
SPRY4,NM_001127496
CBLN4,NM_080617
PNMA8A,NM_001103149
DUSP4,NM_001394
RND3,NM_001254738
TCIM,NM_020130
CAMK2N2,NM_033259
VGF,NM_003378
PER2,NM_003894
CRH,NM_000756
SLC32A1,NM_080552
TIMP2,NM_003255
WDR77,NM_001317062
ST8SIA2,NM_001330416
SYNC,NM_001161708
HELLPAR,NA
TRIB2,NM_021643
CCDC184,NM_001013635
KMO,NM_001410944
LBH,NM_030915
SPDYE1,NM_001378423
METAP1D,NM_001322278
LAMP5,NM_001199897
ADAMTS5,NM_007038
XBP1,NM_001079539
IGSF10,NM_001178145
SPDYE5,NM_001099435
PDE5A,NM_001083
CCN3,NM_002514
HCRTR2,NM_001384272
BCL2L14,NM_001370268
GPR27,NM_018971
ZPBP,NM_001159878
SALL2,NM_001291446
PNOC,NM_001284244
SLC10A4,NM_152679
PCDH18,NM_001300828
SYCE1L,NM_001129979
HLA-A,NM_001242758
FILIP1L,NM_001042459
SST,NM_001048
ARF6,NM_001663
C12orf40,NM_001031748
KBTBD4,NM_001318716
TH2LCRR,NR_132124
ANKUB1,NM_001144960
GON7,NM_032490
PRKD3,NM_005813
CORT,NM_001302
SPDYE3,NM_001004351
HEIH,NR_045680
IGFBP5,NM_000599
DOCK6,NM_001367830
DNAJB9,NM_012328
P2RY14,NM_001081455
APOLD1,NM_001130415
SPDYE21P,NA
SLC3A1,NM_000341
PKD2L2,NM_001258448
TRAF3IP2,NM_001164281
RELN,NM_005045
SDHAF1,NM_001042631
MKRN2OS,NM_001195279
C1orf56,NM_017860
C1QTNF7,NM_001135170
NMBR,NM_001324307
IFITM3,NM_021034
RNF5,NM_006913
DDIT3,NM_001195053
MAK,NM_001242385
ANGPTL1,NM_001376763
CXCL14,NM_004887
TIMP3,NM_000362
NFE2L3,NM_004289
CCDC192,NM_001317938
HLA-F,NM_001098478
ACSM6,NM_207321
COL5A2,NM_000393
CA1,NM_001128829
ANGPT2,NM_001118887
RARRES1,NM_002888
TMEM115,NM_007024
CALB2,NM_001740
SLC16A6,NM_001174166
NDUFB11,NM_001135998
TAC3,NM_001006667
SHOC1,NM_001080551
FREM3,NM_001168235
STARD4,NM_001308056
IQUB,NM_001282855
SNX31,NM_001363720
GADD45A,NM_001199741
MYCBP,NM_012333
ACMSD,NM_001307983
NEK5,NM_001365552
RAB24,NM_001031677
ZXDB,NM_007157
PRSS51,XM_047422509
SCNN1G,NM_001039
TUSC1,NM_001004125
ARL4D,NM_001661
LYG2,NM_175735
DUOX1,NM_017434
STAG3,NM_001282716
DOCK5,NM_001322810
NFIL3,NM_001289999
SLC26A5,NM_001167962
C6orf226,NM_001008739
NR2F2,NM_001145155
RTL9,NM_001385449
TMPRSS11A,NM_001114387
TMEM255A,NM_001104544
POLQ,NM_006596
IL7,NM_000880
PANK4,NM_018216
TRPC7,NM_001167576
TARID,NR_109982
SFRP4,NM_003014
ADCY10,NM_001167749
FN1,NM_001306129
TCF7,NM_001134851
USHBP1,NM_001297703
ARF5,NM_001662
ADGRG2,NM_001079858
RPL22L1,NM_001099645
SQLE,NM_003129
ABCB1,NM_000927
LACTB2,NM_016027
EMC6,NM_001014764
LIPI,NM_001302998
SYCP3,NM_001177948
FMO5,NM_001144829
C9orf153,NM_001010907
KCNA4,NM_002233
FAM43A,NM_153690
MSMO1,NM_001017369
TMPRSS11D,NM_004262
NRIP2,NM_031474
CCDC178,NM_001105528
MCHR1,NM_005297
HIPK4,NM_144685
MYH11,NM_001040113
C8orf88,NM_001190972
SPDYE2,NM_001031618
NDNF,NM_024574
ITGBL1,NM_001271754
MCMDC2,NM_001136160
ARL9,NM_001363794
INSIG1,NM_001346590
HIST3H2A,NA
COL6A6,NM_001102608
NUP210L,NM_001159484
TBL1Y,NM_033284
PRKY,NM_002760
NLGN4Y,NM_001164238
RPS4Y1,NM_001008
ABI3BP,NM_001349329
KDM5D,NM_001146705
RHD,NM_001127691
PCDH11Y,NM_001278619
USP9Y,NM_004654
UTY,NM_001258249
PRKCH,NM_006255
TTTY14,NM_031932
ZFY,NM_001145275
TTTY10,NM_139210
TSIX,NR_003255
