Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1	NA	NA	NA	NA	NA	NA
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	1	NA	NA	NA	NA	NA	NA
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	1	NA	NA	NA	NA	NA	NA
KEGG_FOLATE_BIOSYNTHESIS	2	NA	NA	NA	NA	NA	NA
KEGG_ASTHMA	2	NA	NA	NA	NA	NA	NA
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	2	NA	NA	NA	NA	NA	NA
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	2	NA	NA	NA	NA	NA	NA
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	2	NA	NA	NA	NA	NA	NA
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	3	NA	NA	NA	NA	NA	NA
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	3	NA	NA	NA	NA	NA	NA
KEGG_SULFUR_METABOLISM	3	NA	NA	NA	NA	NA	NA
KEGG_RENIN_ANGIOTENSIN_SYSTEM	3	NA	NA	NA	NA	NA	NA
KEGG_ONE_CARBON_POOL_BY_FOLATE	3	NA	NA	NA	NA	NA	NA
KEGG_LIMONENE_AND_PINENE_DEGRADATION	4	NA	NA	NA	NA	NA	NA
KEGG_REGULATION_OF_AUTOPHAGY	4	NA	NA	NA	NA	NA	NA
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	4	NA	NA	NA	NA	NA	NA
KEGG_ALLOGRAFT_REJECTION	4	NA	NA	NA	NA	NA	NA
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	4	NA	NA	NA	NA	NA	NA
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	4	NA	NA	NA	NA	NA	NA
KEGG_GRAFT_VERSUS_HOST_DISEASE	5	0.1111	0.24111063829787235	0.1	0.14	0.711490357064661	13.433470423667186
KEGG_CIRCADIAN_RHYTHM_MAMMAL	5	0.4519	0.6492084507042254	0.1	0.14	0.5178146354308636	9.673813093673381
KEGG_OTHER_GLYCAN_DEGRADATION	5	0.8475	0.9032666666666667	0.6	0.6078947368421053	0.19900644264391684	8.147858574299297
KEGG_NON_HOMOLOGOUS_END_JOINING	5	0.2831	0.4707692307692308	0.1	0.14	0.6831751557057836	10.466361279932968
KEGG_HISTIDINE_METABOLISM	5	0.2977	0.4707692307692308	0.1	0.14	0.23440467525281936	13.433067795706982
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	5	0.9826	0.9923287128712871	0.2	0.24838709677419354	0.20252756558449314	11.106970905656201
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	5	0.8732	0.9032666666666667	0.1	0.14	0.5109873646833992	10.300170541155394
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	5	0.8682	0.9032666666666667	0.1	0.14	0.5847006164553744	12.599516788699878
KEGG_LINOLEIC_ACID_METABOLISM	5	0.0892	0.2115906976744186	0.1	0.14	0.48239939011672367	14.828523877701121
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	6	0.9	0.918	0.8	0.8	0.19720814245861187	14.888398171110426
KEGG_BUTANOATE_METABOLISM	6	0.6	0.7611903614457831	0.0364	0.05963404255319149	0.6868793632595737	10.591134504678479
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	6	0.1	0.2217391304347826	0.0014	0.008983333333333333	0.9326388234855374	11.74978399250354
