Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_IL6_JAK_STAT3_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_SURFACE	0	NA	NA	NA	NA	NA	NA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0	NA	NA	NA	NA	NA	NA
HALLMARK_HEDGEHOG_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V2	0	NA	NA	NA	NA	NA	NA
HALLMARK_TGF_BETA_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_ANGIOGENESIS	0	NA	NA	NA	NA	NA	NA
HALLMARK_SPERMATOGENESIS	0	NA	NA	NA	NA	NA	NA
HALLMARK_MITOTIC_SPINDLE	0	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_JUNCTION	0	NA	NA	NA	NA	NA	NA
HALLMARK_PANCREAS_BETA_CELLS	0	NA	NA	NA	NA	NA	NA
HALLMARK_NOTCH_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_FATTY_ACID_METABOLISM	0	NA	NA	NA	NA	NA	NA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_PROTEIN_SECRETION	0	NA	NA	NA	NA	NA	NA
HALLMARK_ESTROGEN_RESPONSE_EARLY	1	NA	NA	NA	NA	NA	NA
HALLMARK_BILE_ACID_METABOLISM	1	NA	NA	NA	NA	NA	NA
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1	NA	NA	NA	NA	NA	NA
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1	NA	NA	NA	NA	NA	NA
HALLMARK_COMPLEMENT	1	NA	NA	NA	NA	NA	NA
HALLMARK_INTERFERON_ALPHA_RESPONSE	1	NA	NA	NA	NA	NA	NA
HALLMARK_PEROXISOME	1	NA	NA	NA	NA	NA	NA
HALLMARK_UV_RESPONSE_UP	1	NA	NA	NA	NA	NA	NA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1	NA	NA	NA	NA	NA	NA
HALLMARK_G2M_CHECKPOINT	1	NA	NA	NA	NA	NA	NA
HALLMARK_KRAS_SIGNALING_DN	2	NA	NA	NA	NA	NA	NA
HALLMARK_E2F_TARGETS	2	NA	NA	NA	NA	NA	NA
HALLMARK_HEME_METABOLISM	2	NA	NA	NA	NA	NA	NA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2	NA	NA	NA	NA	NA	NA
HALLMARK_IL2_STAT5_SIGNALING	2	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V1	2	NA	NA	NA	NA	NA	NA
HALLMARK_ANDROGEN_RESPONSE	2	NA	NA	NA	NA	NA	NA
HALLMARK_ESTROGEN_RESPONSE_LATE	2	NA	NA	NA	NA	NA	NA
HALLMARK_ADIPOGENESIS	2	NA	NA	NA	NA	NA	NA
HALLMARK_KRAS_SIGNALING_UP	3	NA	NA	NA	NA	NA	NA
HALLMARK_DNA_REPAIR	3	NA	NA	NA	NA	NA	NA
HALLMARK_INTERFERON_GAMMA_RESPONSE	3	NA	NA	NA	NA	NA	NA
HALLMARK_MTORC1_SIGNALING	3	NA	NA	NA	NA	NA	NA
HALLMARK_COAGULATION	3	NA	NA	NA	NA	NA	NA
HALLMARK_XENOBIOTIC_METABOLISM	4	NA	NA	NA	NA	NA	NA
HALLMARK_P53_PATHWAY	4	NA	NA	NA	NA	NA	NA
HALLMARK_MYOGENESIS	4	NA	NA	NA	NA	NA	NA
HALLMARK_ALLOGRAFT_REJECTION	4	NA	NA	NA	NA	NA	NA
HALLMARK_APOPTOSIS	5	0.0663	0.17679999999999998	0.0	0.0	0.909268813029616	21.05227032066221
HALLMARK_GLYCOLYSIS	5	0.5367	0.8587199999999999	5.0E-4	5.0E-4	0.6124368318236787	2.139608757014706
HALLMARK_INFLAMMATORY_RESPONSE	5	0.9291	0.9291	0.0	0.0	0.38149933571713873	1.160898538712735
HALLMARK_UV_RESPONSE_DN	5	0.8082	0.9236571428571428	0.0	0.0	0.4823829170308865	0.4546698277239701
HALLMARK_HYPOXIA	5	0.7964	0.9236571428571428	0.0	0.0	0.8067050000372642	22.850963079322003
HALLMARK_TNFA_SIGNALING_VIA_NFKB	6	0.0211	0.0844	0.0	0.0	0.9231442670406546	21.145190106962865
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	7	0.4	0.8	0.0	0.0	0.6047626315403992	21.552564465614093
