Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_TGF_BETA_SIGNALING	7	0.7	0.775	0.3	0.3	0.10121219639323684	11.787005001419697
HALLMARK_NOTCH_SIGNALING	7	0.6	0.6888888888888889	0.1	0.11538461538461539	0.47256498908632233	12.734624925377933
HALLMARK_ANGIOGENESIS	8	0.0056	0.0217	0.1	0.11538461538461539	0.3051089031429413	8.070895721230999
HALLMARK_WNT_BETA_CATENIN_SIGNALING	8	0.3564	0.5022	0.0202	0.0303	0.6433943150689847	11.049590741668995
HALLMARK_IL6_JAK_STAT3_SIGNALING	9	0.2	0.3255	0.0223	0.030409090909090913	0.40641694222455627	13.254687482223414
HALLMARK_APICAL_SURFACE	9	0.4	0.5166666666666667	0.2667	0.28575	0.1537256943931235	8.66324776055246
HALLMARK_HEDGEHOG_SIGNALING	9	0.4	0.5166666666666667	0.025	0.03125	0.5102043243640006	9.81270959414761
HALLMARK_PANCREAS_BETA_CELLS	10	0.5	0.62	0.1	0.11538461538461539	0.3673149984935363	11.673392937055436
HALLMARK_CHOLESTEROL_HOMEOSTASIS	14	0.3	0.4428571428571429	0.0	0.0	0.6935911905297821	11.5209524626538
HALLMARK_ANDROGEN_RESPONSE	15	0.9	0.9	2.0E-4	0.001	0.3514776367208278	11.882629643863618
HALLMARK_PROTEIN_SECRETION	15	0.001	0.010333333333333333	0.0	0.0	0.9906686399340586	11.34918566754424
HALLMARK_INTERFERON_ALPHA_RESPONSE	17	0.1	0.1823529411764706	0.0	0.0	0.5344784985381128	12.266696070740224
HALLMARK_SPERMATOGENESIS	19	0.21	0.3255	0.0127	0.021166666666666667	0.3276763920303805	12.942733340987658
HALLMARK_BILE_ACID_METABOLISM	21	0.0828	0.160425	3.0E-4	0.001125	0.3166826642499362	13.543650269266962
HALLMARK_INFLAMMATORY_RESPONSE	21	0.3726	0.5022	0.0123	0.021166666666666667	0.17828450304519472	11.682897203686036
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	22	0.0574	0.12110666666666667	0.0	0.0	0.798772374829081	11.521952633823748
HALLMARK_PEROXISOME	23	0.7	0.775	0.0	0.0	0.5048183873076384	11.60983843938149
HALLMARK_PI3K_AKT_MTOR_SIGNALING	23	0.7	0.775	0.0	0.0	0.4800244227424701	11.866750109925889
HALLMARK_MYC_TARGETS_V2	25	2.0E-4	0.0031000000000000003	0.0	0.0	0.9049056164820791	10.964657506864086
HALLMARK_COAGULATION	26	0.8	0.8551724137931035	0.0011	0.0033000000000000004	0.27423354698464575	12.728698097084768
HALLMARK_KRAS_SIGNALING_UP	28	0.3	0.4428571428571429	0.0	0.0	0.5051479985534881	10.220089419708135
HALLMARK_MITOTIC_SPINDLE	29	0.2	0.3255	0.0032	0.006857142857142858	0.05823977885566118	1.3355506555508936
HALLMARK_INTERFERON_GAMMA_RESPONSE	30	0.0014	0.010333333333333333	0.0	0.0	0.48088616960899855	12.686900349206711
HALLMARK_ALLOGRAFT_REJECTION	31	0.2	0.3255	0.0	0.0	0.45683015963564105	12.25064258973479
HALLMARK_COMPLEMENT	32	0.4	0.5166666666666667	0.0	0.0	0.4616571242410724	11.698497073325225
HALLMARK_G2M_CHECKPOINT	32	0.9	0.9	0.0	0.0	0.45480655489818217	12.391805103769112
HALLMARK_KRAS_SIGNALING_DN	33	0.0343	0.09666363636363635	0.002	0.005	0.2510030167332101	13.302523327582035
HALLMARK_HEME_METABOLISM	33	0.1643	0.2829611111111111	0.0	0.0	0.5624269385412504	11.352836066120215
HALLMARK_ESTROGEN_RESPONSE_LATE	33	0.8623	0.8910433333333333	0.0	0.0	0.41740025429206484	11.202821694539235
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	35	2.0E-4	0.0031000000000000003	0.0	0.0	0.9799860454067212	11.520673437363435
HALLMARK_UV_RESPONSE_DN	36	0.0	0.0	0.0	0.0	0.39993582120240057	23.490285953383022
HALLMARK_FATTY_ACID_METABOLISM	36	0.0586	0.12110666666666667	0.0	0.0	0.5653073071506481	11.709140588226955
