"Ensembl","Gene_Symbols"
"ENSG00000187773","DIPK1C"
"ENSG00000144057","ST6GAL2"
"ENSG00000136297","MMD2"
"ENSG00000197921","HES5"
"ENSG00000173334","TRIB1"
"ENSG00000156510","HKDC1"
"ENSG00000230561","CCDC192"
"ENSG00000062096","ARSF"
"ENSG00000188290","HES4"
"ENSG00000181938","GINS3"
"ENSG00000185950","IRS2"
"ENSG00000112773","TENT5A"
"ENSG00000196739","COL27A1"
"ENSG00000215277","RNF212B"
"ENSG00000245532","NEAT1"
"ENSG00000091844","RGS17"
"ENSG00000164761","TNFRSF11B"
"ENSG00000067082","KLF6"
"ENSG00000162882","HAAO"
"ENSG00000107736","CDH23"
"ENSG00000131951","LRRC9"
"ENSG00000197168","NEK5"
"ENSG00000065675","PRKCQ"
"ENSG00000114315","HES1"
"ENSG00000176046","NUPR1"
"ENSG00000176920","FUT2"
"ENSG00000064270","ATP2C2"
"ENSG00000113916","BCL6"
"ENSG00000198915","RASGEF1A"
"ENSG00000114113","RBP2"
"ENSG00000052126","PLEKHA5"
"ENSG00000166250","CLMP"
"ENSG00000261701","HPR"
"ENSG00000109846","CRYAB"
"ENSG00000227954","TARID"
"ENSG00000196553","CCDC196"
"ENSG00000154269","ENPP3"
"ENSG00000269964","MEI4"
"ENSG00000112539","C6orf118"
"ENSG00000198743","SLC5A3"
"ENSG00000160183","TMPRSS3"
"ENSG00000183963","SMTN"
"ENSG00000137558","PI15"
"ENSG00000188064","WNT7B"
"ENSG00000138798","EGF"
"ENSG00000105707","HPN"
"ENSG00000120162","MOB3B"
"ENSG00000178878","APOLD1"
"ENSG00000198873","GRK5"
"ENSG00000149948","HMGA2"
"ENSG00000106211","HSPB1"
"ENSG00000120693","SMAD9"
"ENSG00000107796","ACTA2"
"ENSG00000111339","ART4"
"ENSG00000170703","TTLL6"
"ENSG00000019991","HGF"
"ENSG00000138193","PLCE1"
"ENSG00000154127","UBASH3B"
"ENSG00000168874","ATOH8"
"ENSG00000243927","MRPS6"
"ENSG00000054654","SYNE2"
"ENSG00000168994","PXDC1"
"ENSG00000137198","GMPR"
"ENSG00000173124","ACSM6"
"ENSG00000163145","C1QTNF7"
"ENSG00000204389","HSPA1A"
"ENSG00000184489","PTP4A3"
"ENSG00000142089","IFITM3"
"ENSG00000134294","SLC38A2"
"ENSG00000158270","COLEC12"
"ENSG00000137767","SQOR"
"ENSG00000154529","CNTNAP3B"
"ENSG00000146233","CYP39A1"
"ENSG00000163898","LIPH"
"ENSG00000125430","HS3ST3B1"
"ENSG00000159403","C1R"
"ENSG00000133069","TMCC2"
"ENSG00000102362","SYTL4"
"ENSG00000180287","PLD5"
"ENSG00000165164","CFAP47"
"ENSG00000182118","FAM89A"
"ENSG00000169302","STK32A"
"ENSG00000073849","ST6GAL1"
"ENSG00000129824","RPS4Y1"
"ENSG00000164530","PI16"
"ENSG00000117318","ID3"
"ENSG00000185507","IRF7"
"ENSG00000008226","DLEC1"
"ENSG00000183878","UTY"
"ENSG00000204388","HSPA1B"
"ENSG00000067646","ZFY"
"ENSG00000125733","TRIP10"
"ENSG00000165246","NLGN4Y"
"ENSG00000090530","P3H2"
"ENSG00000183196","CHST6"
"ENSG00000139178","C1RL"
"ENSG00000165507","DEPP1"
"ENSG00000146477","SLC22A3"
"ENSG00000148154","UGCG"
"ENSG00000012817","KDM5D"
"ENSG00000114374","USP9Y"
"ENSG00000153179","RASSF3"
"ENSG00000127311","HELB"
"ENSG00000221963","APOL6"
"ENSG00000133321","PLAAT4"
"ENSG00000114204","SERPINI2"
"ENSG00000104419","NDRG1"
"ENSG00000106100","NOD1"
"ENSG00000131831","RAI2"
"ENSG00000078098","FAP"
"ENSG00000115594","IL1R1"
"ENSG00000229236","TTTY10"
"ENSG00000026508","CD44"
"ENSG00000109944","JHY"
"ENSG00000086544","ITPKC"
"ENSG00000244694","PTCHD4"
"ENSG00000188313","PLSCR1"
"ENSG00000137959","IFI44L"
"ENSG00000145623","OSMR"
"ENSG00000176728","TTTY14"
"ENSG00000149658","YTHDF1"
"ENSG00000131386","GALNT15"
"ENSG00000140450","ARRDC4"
"ENSG00000006062","MAP3K14"
"ENSG00000184557","SOCS3"
"ENSG00000177706","FAM20C"
"ENSG00000184500","PROS1"
"ENSG00000165966","PDZRN4"
"ENSG00000221869","CEBPD"
"ENSG00000174776","WDR49"
"ENSG00000133742","CA1"
"ENSG00000169902","TPST1"
"ENSG00000196136","SERPINA3"
"ENSG00000128016","ZFP36"
"ENSG00000047457","CP"
"ENSG00000168743","NPNT"
"ENSG00000134013","LOXL2"
