"Ensembl","Gene_Symbols"
"ENSG00000196581","AJAP1"
"ENSG00000116273","PHF13"
"ENSG00000116661","FBXO2"
"ENSG00000127472","PLA2G5"
"ENSG00000075151","EIF4G3"
"ENSG00000198830","HMGN2"
"ENSG00000117751","PPP1R8"
"ENSG00000049089","COL9A2"
"ENSG00000117010","ZNF684"
"ENSG00000196517","SLC6A9"
"ENSG00000198520","ARMH1"
"ENSG00000162390","ACOT11"
"ENSG00000184313","MROH7"
"ENSG00000243725","TTC4"
"ENSG00000116641","DOCK7"
"ENSG00000162434","JAK1"
"ENSG00000162433","AK4"
"ENSG00000137955","RABGGTB"
"ENSG00000137941","TTLL7"
"ENSG00000174021","GNG5"
"ENSG00000122482","ZNF644"
"ENSG00000067208","EVI5"
"ENSG00000067334","DNTTIP2"
"ENSG00000137962","ARHGAP29"
"ENSG00000117569","PTBP2"
"ENSG00000060718","COL11A1"
"ENSG00000134215","VAV3"
"ENSG00000065135","GNAI3"
"ENSG00000155363","MOV10"
"ENSG00000134250","NOTCH2"
"ENSG00000178104","PDE4DIP"
"ENSG00000136631","VPS45"
"ENSG00000118292","C1orf54"
"ENSG00000143437","ARNT"
"ENSG00000143376","SNX27"
"ENSG00000177954","RPS27"
"ENSG00000163479","SSR2"
"ENSG00000160783","PMF1"
"ENSG00000177807","KCNJ10"
"ENSG00000143315","PIGM"
"ENSG00000188859","FAM78B"
"ENSG00000143157","POGK"
"ENSG00000143164","DCAF6"
"ENSG00000152061","RABGAP1L"
"ENSG00000198860","TSEN15"
"ENSG00000116668","SWT1"
"ENSG00000159176","CSRP1"
"ENSG00000163485","ADORA1"
"ENSG00000143842","SOX13"
"ENSG00000162909","CAPN2"
"ENSG00000162923","WDR26"
"ENSG00000059588","TARBP1"
"ENSG00000203666","EFCAB2"
"ENSG00000143653","SCCPDH"
"ENSG00000143797","MBOAT2"
"ENSG00000115758","ODC1"
"ENSG00000055917","PUM2"
"ENSG00000084676","NCOA1"
"ENSG00000143970","ASXL2"
"ENSG00000157833","GAREM2"
"ENSG00000171094","ALK"
"ENSG00000138032","PPM1B"
"ENSG00000119729","RHOQ"
"ENSG00000138035","PNPT1"
"ENSG00000115464","USP34"
"ENSG00000176204","LRRTM4"
"ENSG00000066032","CTNNA2"
"ENSG00000168899","VAMP5"
"ENSG00000168874","ATOH8"
"ENSG00000068654","POLR1A"
"ENSG00000153561","RMND5A"
"ENSG00000114988","LMAN2L"
"ENSG00000071051","NCK2"
"ENSG00000144119","C1QL2"
