Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	1	NA	NA	NA	NA	NA	NA
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	1	NA	NA	NA	NA	NA	NA
KEGG_ONE_CARBON_POOL_BY_FOLATE	1	NA	NA	NA	NA	NA	NA
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	2	NA	NA	NA	NA	NA	NA
KEGG_RENIN_ANGIOTENSIN_SYSTEM	2	NA	NA	NA	NA	NA	NA
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	2	NA	NA	NA	NA	NA	NA
KEGG_FOLATE_BIOSYNTHESIS	3	NA	NA	NA	NA	NA	NA
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	3	NA	NA	NA	NA	NA	NA
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	3	NA	NA	NA	NA	NA	NA
KEGG_NON_HOMOLOGOUS_END_JOINING	3	NA	NA	NA	NA	NA	NA
KEGG_HISTIDINE_METABOLISM	3	NA	NA	NA	NA	NA	NA
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	3	NA	NA	NA	NA	NA	NA
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	3	NA	NA	NA	NA	NA	NA
KEGG_LIMONENE_AND_PINENE_DEGRADATION	4	NA	NA	NA	NA	NA	NA
KEGG_ASTHMA	4	NA	NA	NA	NA	NA	NA
KEGG_CIRCADIAN_RHYTHM_MAMMAL	4	NA	NA	NA	NA	NA	NA
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	4	NA	NA	NA	NA	NA	NA
KEGG_REGULATION_OF_AUTOPHAGY	4	NA	NA	NA	NA	NA	NA
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	4	NA	NA	NA	NA	NA	NA
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	4	NA	NA	NA	NA	NA	NA
KEGG_OTHER_GLYCAN_DEGRADATION	5	1.0	1.0	0.8	0.8	0.13519585602597872	9.70176898546967
KEGG_SULFUR_METABOLISM	5	0.6	0.7175257731958763	0.1	0.12878787878787878	0.5627472526410912	23.976313574559484
KEGG_BUTANOATE_METABOLISM	5	0.0205	0.09146153846153847	0.0	0.0	0.9969762315339455	11.136211339109584
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	5	0.0162	0.08170434782608695	0.0	0.0	0.9969711334005449	11.542635503184638
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	5	0.5845	0.7062708333333334	0.0196	0.03220192307692307	0.5940774547583191	11.264142428826581
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	5	0.6654	0.771864	0.4609	0.47200602409638553	0.3367098080974366	13.732132029274045
KEGG_PRIMARY_IMMUNODEFICIENCY	5	0.9136	0.9296280701754386	0.5605	0.5671726190476191	0.2666781410592164	14.732093296625383
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	6	0.6	0.7175257731958763	0.4	0.41463414634146345	0.2305473627746994	16.333642104158308
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	6	0.5	0.6447354838709678	0.0074	0.0201875	0.6518037835556448	11.63483298271213
KEGG_PHENYLALANINE_METABOLISM	6	0.1314	0.2720912280701755	0.0071	0.020116666666666668	0.8685332803787633	11.552658118365056
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	6	0.2636	0.4132108108108108	0.0756	0.10040625	0.3366546876846467	22.811544470723497
KEGG_NITROGEN_METABOLISM	6	0.0171	0.08265	0.0596	0.08225806451612903	0.3886831610993702	20.971003177553698
KEGG_ALLOGRAFT_REJECTION	6	0.0946	0.24385777777777778	0.0117	0.02391860465116279	0.6594490541167174	12.527601955382126
KEGG_LINOLEIC_ACID_METABOLISM	6	0.0196	0.090944	0.2295	0.2601	0.5209750049563683	18.568189983239723
KEGG_GRAFT_VERSUS_HOST_DISEASE	7	0.0335	0.12953333333333333	0.1	0.12878787878787878	0.5311565847462534	13.497316436431245
KEGG_TRYPTOPHAN_METABOLISM	7	0.7594	0.8286953271028037	0.1	0.12878787878787878	0.5809571025299628	10.038457831687865
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	7	0.5169	0.6447354838709678	0.4	0.41463414634146345	0.12633432774496692	23.690876486290534
KEGG_STEROID_BIOSYNTHESIS	7	0.1298	0.2720912280701755	0.0121	0.02391860465116279	0.6739516691716722	11.910912206999253
KEGG_RIBOFLAVIN_METABOLISM	7	0.7325	0.8170192307692308	0.1267	0.15385000000000001	0.3809509689814594	10.195773490457226
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	7	0.5323	0.6568808510638299	0.3039	0.3269810126582278	0.19149394673122927	1.8683302299035316
KEGG_BETA_ALANINE_METABOLISM	7	0.5806	0.7062708333333334	0.2959	0.3266428571428571	0.19745750072745907	16.086990330941248
KEGG_AUTOIMMUNE_THYROID_DISEASE	7	0.0259	0.1077142857142857	0.0056	0.01762962962962963	0.6989869661268034	12.832767143615513
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	7	0.1089	0.24974117647058822	0.1439	0.17227464788732394	0.23116127593549105	20.74824308174792
KEGG_ETHER_LIPID_METABOLISM	7	0.3185	0.46767088607594937	0.346	0.3630864197530864	0.25581719258126434	17.721716535975972
KEGG_MISMATCH_REPAIR	8	0.9	0.9238938053097345	0.0105	0.02288461538461539	0.4892516539080626	11.692982169405507
KEGG_CITRATE_CYCLE_TCA_CYCLE	8	0.0162	0.08170434782608695	0.0	0.0	0.7510906854581935	11.122948212147868
KEGG_TYPE_I_DIABETES_MELLITUS	8	0.333	0.48285	0.0119	0.02391860465116279	0.4872017057790112	12.257858507663595
KEGG_GALACTOSE_METABOLISM	8	0.5136	0.6447354838709678	0.009	0.021486111111111112	0.5131822529023913	11.94394852238598
KEGG_SELENOAMINO_ACID_METABOLISM	8	0.4449	0.5932000000000001	0.2282	0.2601	0.12250296214269622	16.784419010798153
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	8	0.1042	0.24974117647058822	0.3083	0.32756875	0.22074713914816216	5.069611713889602
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	8	0.1798	0.3208738461538462	0.001	0.008499999999999999	0.7299938985591473	11.910100006050012
KEGG_FATTY_ACID_METABOLISM	8	0.2511	0.4066444444444445	1.0E-4	0.0028333333333333335	0.7361736678616897	11.790989593423513
KEGG_STARCH_AND_SUCROSE_METABOLISM	8	0.1648	0.30323125	0.0103	0.02288461538461539	0.5060341469758165	21.972403367559778
KEGG_HOMOLOGOUS_RECOMBINATION	9	0.7	0.7883495145631066	0.4	0.41463414634146345	0.0947453412739621	11.697571062231072
KEGG_NOTCH_SIGNALING_PATHWAY	9	0.7	0.7883495145631066	0.3	0.3269230769230769	0.11672569600666723	9.996877008998583
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	9	0.5	0.6447354838709678	0.4	0.41463414634146345	0.1956676094776447	18.911669856627917
KEGG_O_GLYCAN_BIOSYNTHESIS	9	0.0057	0.0551	0.0046	0.01598	0.5767065324603781	0.6376099567636915
KEGG_HEMATOPOIETIC_CELL_LINEAGE	9	0.4057	0.55448	0.1226	0.1510289855072464	0.16161642479899732	12.10389313433372
KEGG_PENTOSE_PHOSPHATE_PATHWAY	9	0.2108	0.35960000000000003	2.0E-4	0.00425	0.7533625968076356	11.466528333397722
KEGG_THYROID_CANCER	9	0.1673	0.30323125	0.0	0.0	0.7736004182636959	11.870397864635661
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	10	0.0328	0.12953333333333333	0.0	0.0	0.8091584339228678	10.62251282904245
KEGG_STEROID_HORMONE_BIOSYNTHESIS	10	0.0093	0.067425	0.1471	0.17365972222222223	0.5006994977133248	14.063638572056407
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	10	0.0379	0.13738750000000002	0.0482	0.06944067796610169	0.27479140410829295	14.374917034449355
KEGG_TYROSINE_METABOLISM	10	0.4063	0.55448	0.0179	0.030599999999999995	0.6605752637606975	11.230600640284708
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	10	0.65	0.7616161616161616	0.2237	0.2601	0.13933577136686712	7.1575603689643525
KEGG_DORSO_VENTRAL_AXIS_FORMATION	10	0.5158	0.6447354838709678	0.1104	0.13799999999999998	0.17204432892750005	11.17540492299695
KEGG_SPHINGOLIPID_METABOLISM	10	0.8968	0.9238938053097345	0.0361	0.05479464285714286	0.3775053394970726	11.476502104155182
KEGG_LYSINE_DEGRADATION	11	0.1	0.2468085106382979	0.03	0.04722222222222222	0.1566704707229764	21.216173272465756
KEGG_HEDGEHOG_SIGNALING_PATHWAY	11	0.8	0.8513761467889909	0.06	0.08225806451612903	0.46552788165938874	10.842525220638235
KEGG_PROPANOATE_METABOLISM	11	0.8	0.8513761467889909	0.044	0.06492241379310344	0.25134389584466155	23.496020509623648
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	11	1.0	1.0	0.06	0.08225806451612903	0.359241502128218	12.153444554563189
KEGG_TASTE_TRANSDUCTION	11	0.04	0.1406060606060606	0.062	0.08365079365079364	0.13891839435138703	2.229434907926634
