NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	STAG1	STAG1 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11354]	4	3.444357395172119	0.10161133	Yes	
row_1	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]	151	1.6832647323608398	0.12900545	Yes	
row_2	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]	196	1.5739201307296753	0.16891927	Yes	
row_3	CCNA1	cyclin A1 [Source:HGNC Symbol;Acc:HGNC:1577]	290	1.420364499092102	0.19670208	Yes	
row_4	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849]	353	1.3463574647903442	0.22707967	Yes	
row_5	ANAPC13	anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540]	470	1.222509741783142	0.24543524	Yes	
row_6	MAD2L1	mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]	512	1.1844701766967773	0.27425373	Yes	
row_7	RAD21	RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]	614	1.1096802949905396	0.29157886	Yes	
row_8	SKP1	S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]	624	1.1033750772476196	0.32293633	Yes	
row_9	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon [Source:HGNC Symbol;Acc:HGNC:12851]	792	0.9978561401367188	0.32674158	Yes	
row_10	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]	876	0.958130955696106	0.34235075	Yes	
row_11	CDKN1B	cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]	990	0.9089421629905701	0.3518632	Yes	
row_12	ANAPC10	anaphase promoting complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:24077]	995	0.9067851305007935	0.37815863	Yes	
row_13	RBL1	RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]	1035	0.883756697177887	0.39836097	Yes	
row_14	CDKN2D	cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]	1066	0.8690977096557617	0.41951928	Yes	
row_15	E2F4	E2F transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3118]	1194	0.8100556135177612	0.4239329	Yes	
row_16	CCND2	cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]	1316	0.76259845495224	0.42786536	Yes	
row_17	CCNA2	cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]	1359	0.7479416728019714	0.443573	Yes	
row_18	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]	1399	0.7351492047309875	0.45936462	Yes	
row_19	ANAPC2	anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989]	1421	0.7294418811798096	0.47776893	Yes	
row_20	BUB3	BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]	1482	0.7071283459663391	0.48948315	Yes	
row_21	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]	1534	0.6891528367996216	0.50205487	Yes	
row_22	CDKN1A	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]	1575	0.6774523854255676	0.51597947	Yes	
row_23	ORC6	origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]	1656	0.6560841202735901	0.5230875	Yes	
row_24	TFDP2	transcription factor Dp-2 [Source:HGNC Symbol;Acc:HGNC:11751]	1657	0.6559297442436218	0.5425557	Yes	
row_25	MAD1L1	mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]	1919	0.5854294896125793	0.5195914	No	
