NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	TCF7	transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:11639]	1925	0.5837355852127075	-0.14407204	Yes	
row_1	WNT9A	Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]	2522	0.4561348855495453	-0.11703401	Yes	
row_2	WNT2	Wnt family member 2 [Source:HGNC Symbol;Acc:HGNC:12780]	2826	0.40208688378334045	-0.059013855	Yes	
row_3	DVL1	dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]	2916	0.3855976164340973	0.027614515	Yes	
row_4	FZD1	frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]	2952	0.3801329731941223	0.121122606	Yes	
row_5	APC2	APC regulator of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:24036]	3438	0.31154653429985046	0.12761092	Yes	
row_6	WNT5A	Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]	3827	0.258796364068985	0.13528831	Yes	
row_7	HHIP	hedgehog interacting protein [Source:HGNC Symbol;Acc:HGNC:14866]	3854	0.253959059715271	0.19735682	Yes	
row_8	AXIN2	axin 2 [Source:HGNC Symbol;Acc:HGNC:904]	4240	0.2069438248872757	0.19200636	Yes	
row_9	AXIN1	axin 1 [Source:HGNC Symbol;Acc:HGNC:903]	4477	0.17861999571323395	0.20219316	Yes	
row_10	SUFU	SUFU negative regulator of hedgehog signaling [Source:HGNC Symbol;Acc:HGNC:16466]	5207	0.1063803881406784	0.11779953	No	
row_11	PTCH1	patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]	5317	0.09619401395320892	0.1260673	No	
row_12	WNT7A	Wnt family member 7A [Source:HGNC Symbol;Acc:HGNC:12786]	5442	0.08619224280118942	0.12942725	No	
row_13	WNT2B	Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781]	5730	0.060925159603357315	0.10115655	No	
row_14	WNT5B	Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]	5755	0.05869017541408539	0.112734854	No	
row_15	WNT8A	Wnt family member 8A [Source:HGNC Symbol;Acc:HGNC:12788]	6312	0.01811804622411728	0.03197541	No	
