pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_RIBOSOME,3.39534675255191e-27,7.29999551798661e-25,1.34992572002205,-0.782582531028214,-3.12611162381498,81,RPS8|RPS29|RPL35|RPL36A|RPS12|RPL21|RPS27A|RPL37|RPL12|RPL34|RPL36|RPS27L|RPL26|RPS10|RPL35A|RPL41|RPL10|RPL39|RPL22|RPL26L1|RPS15A|RPS13|RPS21|RPL24|RPS3A|RPL36AL|RPL9|FAU|RPS24|RPL37A|RPL30|RPL11|RPS18|RPL29|RPL32|RPS27|RPS26|RPS6|RPS7|RPS9|RPL27A|RPL6|RPL38|RPL22L1|RPL27|RPL17|RPS19|RPS17|RPS23|RPL10A|RPLP2|RPL7|RPS11|RPS28|RPL23A|RPL19|RPS16|RPLP1|RPS3|RPL7A|RPL18A|RPL28|RPL18|RPS4X|RPS2|RPS5|RPL23|RPS15|RPL13|RPS25|RPL14|RPL8|RSL24D1
KEGG_OXIDATIVE_PHOSPHORYLATION,1.41321116929472e-15,1.51920200699182e-13,1.01754479730988,-0.693212705104419,-2.72006890397621,73,COX7A1|COX7A2|NDUFB1|COX8A|COX5B|ATP5PD|NDUFA7|NDUFS6|NDUFB2|ATP5F1E|UQCRQ|NDUFA2|NDUFA1|NDUFB8|NDUFB7|NDUFAB1|ATP5ME|COX6C|UQCR10|ATP5MC1|COX6B1|NDUFS5|UQCR11|NDUFB3|COX17|ATP5MF|ATP5PF|COX7C|NDUFA3|UQCRFS1|ATP5MC2|NDUFA5|ATP6V1B1|COX4I1|NDUFA6|COX7B|NDUFA11|NDUFC1|NDUFB10|NDUFC2|UQCRB|COX6A1|NDUFA4|NDUFB9|NDUFA8|ATP5PO|ATP6V1F|ATP5F1D|UQCRH|COX5A|NDUFV1
HALLMARK_OXIDATIVE_PHOSPHORYLATION,4.36149322687253e-15,3.12573681259198e-13,0.996986217533181,-0.63160317938733,-2.61274756662465,99,MRPL11|COX7A2|NDUFB1|COX8A|COX5B|ATP5PD|NDUFA7|NDUFS6|NDUFB2|ATP5F1E|UQCRQ|NDUFA2|NDUFA1|NDUFB8|NDUFB7|NDUFAB1|ATP5ME|COX6C|UQCR10|ATP5MC1|COX6B1|TIMM8B|UQCR11|NDUFB3|COX17|ATP5MF|ETFB|SURF1|ATP5PF|COX7C|NDUFA3|UQCRFS1|ATP5MC2|TIMM10|NDUFA5|COX4I1|NDUFA6|COX7B|NDUFC1|NDUFC2|BAX|UQCRB|COX6A1|NDUFA4|TIMM13|GPX4|NDUFA8|ATP5PO|ATP6V1F|ATP5F1D|MRPL34|MRPS12|UQCRH|COX5A|NDUFV1|ATP5MC3|ATP6V1E1|SLC25A5|IDH3B|NDUFS3|ISCU|CYCS|NDUFB4|TIMM17A|SLC25A3|ATP5PB|ATP6V1G1|CYC1|VDAC1|NDUFB5|TOMM22|ATP5F1B|VDAC2
KEGG_HUNTINGTONS_DISEASE,9.46999948294171e-13,5.09012472208117e-11,0.910119734774459,-0.620428031502917,-2.52439035312833,90,COX7A1|POLR2J2|COX7A2|NDUFB1|COX8A|COX5B|ATP5PD|NDUFA7|NDUFS6|NDUFB2|ATP5F1E|UQCRQ|NDUFA2|NDUFA1|NDUFB8|NDUFB7|NDUFAB1|POLR2L|COX6C|UQCR10|ATP5MC1|COX6B1|NDUFS5|UQCR11|NDUFB3|BDNF|POLR2I|ATP5PF|COX7C|NDUFA3|UQCRFS1|ATP5MC2|NDUFA5|COX4I1|NDUFA6|COX7B|NDUFC1|NDUFB10|NDUFC2|AP2S1|BAX|UQCRB|COX6A1|NDUFA4|NDUFB9|DCTN2|NDUFA8|ATP5PO|ATP5F1D|POLR2K|UQCRH|COX5A|NDUFV1|POLR2J|ATP5MC3|SLC25A5|UCP1|NDUFS3|CYCS|NDUFB4
KEGG_PARKINSONS_DISEASE,4.29996112800571e-12,1.84898328504245e-10,0.887074988399873,-0.649902332903195,-2.53041711328564,70,COX7A1|COX7A2|NDUFB1|COX8A|COX5B|ATP5PD|NDUFA7|NDUFS6|NDUFB2|ATP5F1E|UQCRQ|NDUFA2|NDUFA1|NDUFB8|NDUFB7|NDUFAB1|COX6C|UQCR10|ATP5MC1|COX6B1|NDUFS5|UQCR11|PARK7|NDUFB3|ATP5PF|COX7C|NDUFA3|UQCRFS1|ATP5MC2|NDUFA5|COX4I1|NDUFA6|COX7B|NDUFC1|NDUFB10|NDUFC2|UQCRB|COX6A1|NDUFA4|NDUFB9|NDUFA8|ATP5PO|ATP5F1D|UQCRH|COX5A|NDUFV1
KEGG_ALZHEIMERS_DISEASE,9.08593291115655e-09,3.25579262649777e-07,0.747739663149885,-0.560761495567948,-2.24516795040944,83,COX7A1|COX7A2|NDUFB1|COX8A|COX5B|ATP5PD|NDUFA7|NDUFS6|NDUFB2|ATP5F1E|UQCRQ|NDUFA2|NDUFA1|NDUFB8|NDUFB7|NDUFAB1|COX6C|UQCR10|ATP5MC1|COX6B1|NDUFS5|UQCR11|NDUFB3|ATP5PF|COX7C|NDUFA3|UQCRFS1|ATP5MC2|NDUFA5|COX4I1|NDUFA6|COX7B|NDUFC1|NDUFB10|NDUFC2|PSENEN|UQCRB|COX6A1|NDUFA4|NDUFB9|NDUFA8|ATP5PO|ATP5F1D|UQCRH|COX5A|NDUFV1|CDK5|ATP5MC3
HALLMARK_MYC_TARGETS_V1,2.20334315924167e-07,6.76741113195655e-06,0.690132458796796,-0.526703323200787,-2.10397410583216,81,MRPS18B|NDUFAB1|LSM7|RPL34|SNRPD1|RPS10|RPL22|NME1|PA2G4|SNRPG|EEF1B2|LSM2|HDDC2|RPS6|RPL6|EIF3D|PSMA7|PSMD7|NHP2|RPS3|RPL18|RPS2|RPS5|RANBP1|SNRPB2|HSPE1|RPL14|COX5A|POLD2|VBP1|APEX1|POLE3|HNRNPA1|SET|NOP16|MRPL9|PHB1|NPM1|SLC25A3|H2AZ1|ACP1|PGK1|ERH|CYC1|VDAC1|CCT7|RRP9|AIMP2|MAD2L1|PSMD8|RPLP0
KEGG_CARDIAC_MUSCLE_CONTRACTION,3.34115898226428e-05,0.000897936476483524,0.557332238758646,-0.621453965884438,-2.06481774180075,33,COX7A1|COX7A2|COX8A|COX5B|UQCRQ|COX6C|UQCR10|COX6B1|UQCR11|COX7C|UQCRFS1|COX4I1|COX7B|UQCRB|COX6A1|CACNG4|CACNG6|UQCRH|COX5A
KEGG_SPLICEOSOME,6.10687774626887e-05,0.00145886523938645,0.538434096309916,-0.618221123274708,-2.02441109587489,31,LSM7|SNRPD1|SNRPG|LSM3|LSM2|LSM5|PPIL1|CWC15|SNRPB2|LSM4|SNRPE|SYF2|ALYREF|SF3B5|ZMAT2|SRSF9|HSPA8|BUD31|HNRNPA1
HALLMARK_DNA_REPAIR,0.00019099105838418,0.00410630775525986,0.518848077743792,-0.522113364781658,-1.89626433270178,48,GTF2H5|EDF1|NME1|COX17|SURF1|POLR2I|CCNO|RPA2|APRT|MRPL40|NT5C|POLD4|NME3|SNAPC5|GPX4|POLR2K|ALYREF|POLR2J|POLR1H|GMPR2|POLE4|GUK1|EIF1B|RPA3|MPG|SAC3D1|SUPT4H1
