Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_ANGIOGENESIS	2	NA	NA	NA	NA	NA	NA
HALLMARK_NOTCH_SIGNALING	4	NA	NA	NA	NA	NA	NA
HALLMARK_TGF_BETA_SIGNALING	5	0.7	0.8272727272727273	0.0	0.0	0.9490764589141776	1.1390083414884005
HALLMARK_HEDGEHOG_SIGNALING	5	0.1	0.2363636363636364	0.0	0.0	0.9965219414869902	0.8529895449421989
HALLMARK_PI3K_AKT_MTOR_SIGNALING	6	0.1	0.2363636363636364	0.0	0.0	0.9944543679478345	0.6336496228742473
HALLMARK_PROTEIN_SECRETION	6	0.1	0.2363636363636364	0.0	0.0	0.9962759187120758	0.5397605649461267
HALLMARK_PANCREAS_BETA_CELLS	7	0.8	0.9043478260869566	0.0	0.0	0.9875464160393267	0.3996304395512811
HALLMARK_WNT_BETA_CATENIN_SIGNALING	7	0.3	0.5373333333333333	0.0	0.0	0.9681160008616367	0.026483384889415124
HALLMARK_SPERMATOGENESIS	8	0.31	0.5373333333333333	0.0	0.0	0.9825057677341266	0.21006310842213405
HALLMARK_IL6_JAK_STAT3_SIGNALING	8	0.02	0.052	0.0	0.0	0.9375420120292968	22.930340829590328
HALLMARK_APICAL_SURFACE	8	0.68	0.8272727272727273	0.0	0.0	0.929181721731603	23.60119904516596
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	9	0.6	0.8210526315789474	0.0	0.0	0.9620605069328898	0.7235237972553941
HALLMARK_BILE_ACID_METABOLISM	12	0.7	0.8272727272727273	0.0	0.0	0.9510790223092985	23.742021534460143
HALLMARK_COAGULATION	14	0.1	0.2363636363636364	0.0	0.0	0.9856492829598105	0.08246510576195498
HALLMARK_MYC_TARGETS_V2	14	0.3	0.5373333333333333	0.0	0.0	0.9879334283487704	0.15378743635973435
HALLMARK_PEROXISOME	14	0.4	0.611764705882353	0.0	0.0	0.9746810183522224	0.10910517657320165
HALLMARK_MITOTIC_SPINDLE	15	0.3	0.5373333333333333	0.0	0.0	0.850375468860206	0.06150244126816659
HALLMARK_APICAL_JUNCTION	17	0.3	0.5373333333333333	0.0	0.0	0.9562769898437398	23.87606370461504
HALLMARK_HEME_METABOLISM	18	0.8	0.9043478260869566	0.0	0.0	0.9330165580395341	0.14079203803098472
HALLMARK_CHOLESTEROL_HOMEOSTASIS	18	0.2	0.4	0.0	0.0	0.9895473950640984	0.2890812663557472
HALLMARK_INTERFERON_ALPHA_RESPONSE	18	0.8	0.9043478260869566	0.0	0.0	0.9569553533726628	23.98618022715285
HALLMARK_UV_RESPONSE_DN	18	0.8	0.9043478260869566	0.0	0.0	0.9208529916487453	23.77310271449832
HALLMARK_ANDROGEN_RESPONSE	18	0.5	0.7222222222222222	0.0	0.0	0.978865560628423	0.09747409760817038
HALLMARK_INFLAMMATORY_RESPONSE	19	0.0152	0.04535555555555555	0.0	0.0	0.844013436650605	0.555232323831955
HALLMARK_COMPLEMENT	20	0.1	0.2363636363636364	0.0	0.0	0.983085271279608	0.14132343226933558
HALLMARK_G2M_CHECKPOINT	21	0.4	0.611764705882353	0.0	0.0	0.971548510851123	0.2700067554966441
HALLMARK_INTERFERON_GAMMA_RESPONSE	22	0.4	0.611764705882353	0.0	0.0	0.9344675871964925	23.971971116287797
HALLMARK_E2F_TARGETS	24	0.2	0.4	0.0	0.0	0.9309174026703789	0.39379366964637247
HALLMARK_ESTROGEN_RESPONSE_EARLY	24	0.2	0.4	0.0	0.0	0.9136442108337273	0.7195317881586833
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	26	0.0157	0.04535555555555555	0.0	0.0	0.9613446136087981	0.5040595663485957
HALLMARK_IL2_STAT5_SIGNALING	28	1.0	1.0	0.0	0.0	0.9765955653724713	0.30600480617496456
HALLMARK_FATTY_ACID_METABOLISM	28	0.2	0.4	0.0	0.0	0.9590957710176299	0.06028457499244047
HALLMARK_KRAS_SIGNALING_DN	29	0.3	0.5373333333333333	0.0	0.0	0.9292297831327475	23.957743824195273
HALLMARK_ALLOGRAFT_REJECTION	29	0.9	0.975	0.0	0.0	0.9624467104333054	0.14771083234787713
HALLMARK_DNA_REPAIR	30	0.2	0.4	0.0	0.0	0.9772436645384287	0.4152610824487051
HALLMARK_UV_RESPONSE_UP	30	0.0153	0.04535555555555555	0.0	0.0	0.9283104130157637	1.0676697224599327
HALLMARK_XENOBIOTIC_METABOLISM	31	0.2	0.4	0.0	0.0	0.9404942808616564	23.58603001684468
HALLMARK_GLYCOLYSIS	32	0.2	0.4	0.0	0.0	0.9408882708000409	0.6333447129977765
HALLMARK_ADIPOGENESIS	35	2.0E-4	0.0017333333333333333	0.0	0.0	0.9771590001636199	0.3181905134707209
HALLMARK_APOPTOSIS	36	0.3	0.5373333333333333	0.0	0.0	0.9183143329147736	0.30532639362286174
HALLMARK_P53_PATHWAY	37	6.0E-4	0.0038999999999999994	0.0	0.0	0.9260036803890385	0.7771770790585406
HALLMARK_MTORC1_SIGNALING	37	0.337	0.547625	0.0	0.0	0.9659468279619436	0.5440847536211715
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	38	0.1119	0.24245	0.0	0.0	0.9264296858829775	0.184891801277058
HALLMARK_MYC_TARGETS_V1	38	2.0E-4	0.0017333333333333333	0.0	0.0	0.9866972000726745	0.4911633450615426
HALLMARK_MYOGENESIS	38	0.9681	1.0	0.0	0.0	0.9728613319237525	0.14106933067716382
HALLMARK_ESTROGEN_RESPONSE_LATE	38	0.6995	0.8272727272727273	0.0	0.0	0.9160430351227398	0.407793069402145
HALLMARK_KRAS_SIGNALING_UP	40	0.5	0.7222222222222222	0.0	0.0	0.9167935450368108	0.13265123756224406
HALLMARK_HYPOXIA	43	0.0025	0.010833333333333334	0.0	0.0	0.9103179243983539	0.5330184245613871
HALLMARK_TNFA_SIGNALING_VIA_NFKB	45	0.0014	0.007279999999999999	0.0	0.0	0.8947703724297285	1.0496115820480405
HALLMARK_OXIDATIVE_PHOSPHORYLATION	65	0.0	0.0	0.0	0.0	0.9903850803504634	0.4468502962826715
