Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_PROTEIN_SECRETION	1	NA	NA	NA	NA	NA	NA
HALLMARK_TGF_BETA_SIGNALING	2	NA	NA	NA	NA	NA	NA
HALLMARK_ANGIOGENESIS	2	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_SURFACE	2	NA	NA	NA	NA	NA	NA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2	NA	NA	NA	NA	NA	NA
HALLMARK_DNA_REPAIR	2	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V1	2	NA	NA	NA	NA	NA	NA
HALLMARK_PANCREAS_BETA_CELLS	2	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V2	2	NA	NA	NA	NA	NA	NA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	2	NA	NA	NA	NA	NA	NA
HALLMARK_SPERMATOGENESIS	4	NA	NA	NA	NA	NA	NA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	4	NA	NA	NA	NA	NA	NA
HALLMARK_PEROXISOME	4	NA	NA	NA	NA	NA	NA
HALLMARK_HEDGEHOG_SIGNALING	5	0.0654	0.1962	0.1	0.1388888888888889	0.6266249276279329	12.492277733073301
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	5	0.1339	0.2556272727272727	0.2	0.25	0.7358351522763195	14.134416754547143
HALLMARK_NOTCH_SIGNALING	5	0.8381	0.9263210526315789	0.6	0.625	0.2993536862595598	10.146828788257606
HALLMARK_E2F_TARGETS	6	0.8	0.9263210526315789	1.0	1.0	0.11165298411945616	18.51572945530978
HALLMARK_CHOLESTEROL_HOMEOSTASIS	6	0.1	0.23333333333333336	0.0292	0.04866666666666667	0.6294738467797169	13.477833967162738
HALLMARK_HEME_METABOLISM	7	0.5	0.7	0.3	0.35714285714285715	0.49432967278450773	15.5787771885825
HALLMARK_PI3K_AKT_MTOR_SIGNALING	7	0.4	0.6000000000000001	0.2	0.25	0.3770921676751272	17.086189832054696
HALLMARK_FATTY_ACID_METABOLISM	7	0.3	0.48461538461538456	0.2	0.25	0.458059992988275	10.365115374208905
HALLMARK_MITOTIC_SPINDLE	8	0.1	0.23333333333333336	0.0026	0.009285714285714284	0.8431431235570646	18.225486617087505
HALLMARK_BILE_ACID_METABOLISM	8	0.4	0.6000000000000001	0.4286	0.46586956521739126	0.1260255598361931	21.333894844052228
