pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_RIBOSOME,2.16491980309763e-14,1.45049626807541e-12,0.97599468306432,0.778525188964017,1.86725349511017,60,RPL9|RPS27A|RPL41|RPL7A|RPL35A|RPS9|RPL21|FAU|RPS12|RPL34|RPL11|RPL23|RPS27|RPS15A|RPS23|RPS10|RPL36AL|RPLP1|RPL24|RPS13|RPL18A|RPL32|RPL36A|RPS29|RPL14|RPS15|RPL30|RPL19|RPL26|RPS25|RPS28|RPLP2|RPL17|RPS21|RPL29|RPL35|RPL27A|RPL37A|RPL10|RPL18|RPS19|RPS26|RPL39|RPL3|RPL23A|RPS3A|RPS18|RPS16|RPL38|RPL7|RPL10A|RPL6|RPS7|RPL15
KEGG_HUNTINGTONS_DISEASE,0.000385060406241645,0.0128995236090951,0.49849310876659,0.696373096783279,1.56414780439779,23,ATP5PF|NDUFS6|COX7A2|UQCRQ|NDUFB10|UQCR10|NDUFB9|NDUFA4|COX7B|NDUFB2|COX7C|SLC25A5|NDUFA1|POLR2K|POLR2I|CYCS|NDUFB3|ATP5MC1|COX7A1|UQCRFS1|BAX
KEGG_PARKINSONS_DISEASE,0.0023997600239976,0.0509149085091491,0.297232921999731,0.689343260591365,1.52945803726956,20,ATP5PF|NDUFS6|COX7A2|UQCRQ|NDUFB10|UQCR10|NDUFB9|NDUFA4|COX7B|NDUFB2|COX7C|SLC25A5|NDUFA1|CYCS|NDUFB3|ATP5MC1|COX7A1
KEGG_ALZHEIMERS_DISEASE,0.0036996300369963,0.0509149085091491,0.238352921646911,0.687942213500443,1.51911637539827,19,ATP5PF|NDUFS6|COX7A2|UQCRQ|NDUFB10|UQCR10|NDUFB9|NDUFA4|COX7B|NDUFB2|COX7C|NDUFA1|CYCS|NDUFB3|ATP5MC1|COX7A1
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0037996200379962,0.0509149085091491,0.235141995561108,0.638584731122837,1.44842432566443,26,ATP5PF|NDUFS6|COX7A2|UQCRQ|UQCR10|NDUFA4|TIMM13|COX7B|NDUFB2|COX7C|SLC25A5|NDUFA1|CYCS|NDUFB3|ATP5MC1|SURF1|TIMM10|LDHA|UQCRFS1|BAX|COX17|TIMM8B
KEGG_OXIDATIVE_PHOSPHORYLATION,0.0146985301469853,0.164133586641336,0.11831785640414,0.637978142076503,1.4154933438591,20,ATP5PF|NDUFS6|COX7A2|UQCRQ|NDUFB10|UQCR10|NDUFB9|NDUFA4|COX7B|NDUFB2|COX7C|NDUFA1|NDUFB3|ATP5MC1|COX7A1|UQCRFS1|COX17|NDUFA7|ATP6V0E2|ATP6AP1
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.0290970902909709,0.278500721356436,0.0834065212039972,0.709179596555748,1.45170627823648,9,COX7A2|UQCRQ|UQCR10|ATP1B2|COX7B|COX7C|COX7A1|UQCRFS1
HALLMARK_MYC_TARGETS_V1,0.0834916508349165,0.699242575742426,0.0478123851715253,0.609140220990663,1.30260171072812,14,RPL34|HDDC2|RPS10|RPL14|RPL18|EEF1B2|SET|RPL6|H2AZ1|LDHA|APEX1
HALLMARK_DNA_REPAIR,0.122587741225877,0.912597629125976,0.0386038458652974,0.587451276070708,1.25622149188347,14,GMPR2|SNAPC5|MRPL40|POLE4|POLR2K|POLR2I|SURF1|TMED2|COX17
HALLMARK_ALLOGRAFT_REJECTION,0.141485851414859,0.947955204479552,0.0355432910251727,0.585091574357728,1.2427441030948,13,RPL9|RPS9|RPS19|RPL39|RPS3A|PSMB10
