Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_PANCREAS_BETA_CELLS	1	NA	NA	NA	NA	NA	NA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_SURFACE	2	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V2	2	NA	NA	NA	NA	NA	NA
HALLMARK_TGF_BETA_SIGNALING	3	NA	NA	NA	NA	NA	NA
HALLMARK_ANGIOGENESIS	3	NA	NA	NA	NA	NA	NA
HALLMARK_SPERMATOGENESIS	3	NA	NA	NA	NA	NA	NA
HALLMARK_NOTCH_SIGNALING	3	NA	NA	NA	NA	NA	NA
HALLMARK_PROTEIN_SECRETION	3	NA	NA	NA	NA	NA	NA
HALLMARK_HEDGEHOG_SIGNALING	5	0.0228	0.08360000000000001	0.0	0.0	0.9935253173640621	0.7364463469552815
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	6	0.1	0.22000000000000003	0.0	0.0	0.9725148751802013	0.21385878677989303
HALLMARK_PEROXISOME	6	0.038	0.1045	0.0	0.0	0.9873661909053865	23.582998816174285
HALLMARK_E2F_TARGETS	7	0.7	0.8105263157894737	0.0	0.0	0.9157381467626869	23.012816248098847
HALLMARK_PI3K_AKT_MTOR_SIGNALING	7	0.0837	0.20459999999999998	0.0	0.0	0.9882552471455707	23.970588483270355
HALLMARK_G2M_CHECKPOINT	7	0.6393	0.7813666666666665	0.0	0.0	0.907632496715313	22.63255503242245
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	8	0.6	0.7764705882352941	0.0	0.0	0.8841858850964621	23.093342994769777
HALLMARK_UV_RESPONSE_UP	8	0.0315	0.099	0.0	0.0	0.983988042132706	23.6298875305064
HALLMARK_DNA_REPAIR	10	0.3	0.5076923076923077	0.0	0.0	0.9073127371705627	22.215214036253986
HALLMARK_BILE_ACID_METABOLISM	10	0.9	0.9	0.0	0.0	0.8740756433287421	23.328020631048034
HALLMARK_MITOTIC_SPINDLE	12	0.4	0.5866666666666668	0.0	0.0	0.9577054150746549	23.689706886653234
HALLMARK_MYC_TARGETS_V1	12	0.3	0.5076923076923077	0.0	0.0	0.8398113122631642	23.562679016518857
