Item ID	Item value	Change in Kuiper test statistic when item removed
EIF4A2	0.175104976047499	-0.0063520871143368796
EIF4A1	0.389238395046778	-0.0063520871143368796
FKBP14	-1.84840389582898	0.011191772534785926
POP4	0.678992368165223	-0.0063520871143368796
EIF4A3	0.916316862542561	0.011191772534785982
IFIT1	0.727270138849838	-0.0013015820638303532
HERPUD1	0.203186776996897	-0.0063520871143368796
RRP9	0.215034502995248	-0.0063520871143368796
CKS1B	-0.0168437716928229	0.011191772534785926
RPS14	0.136392588353852	-0.0063520871143368796
SERP1	-0.358473293131416	0.011191772534785926
TATDN2	0.584347760211367	-0.0063520871143368796
BANF1	0.213141332926108	-0.0063520871143368796
CHAC1	1.89536604231659	0.011191772534785982
TSPYL2	-0.426034757063028	0.011191772534785926
IMP3	0.680662509778906	-0.0063520871143368796
YWHAZ	0.0966316231032926	-0.0063520871143368796
ARFGAP1	1.76331025605813	0.011191772534785982
PDIA5	0.383751306382051	-0.0063520871143368796
ERN1	0.0891150974846161	-0.0031381293549248013
SLC7A5	1.36835438929133	0.011191772534785982
TUBB2A	0.134162832731934	-0.0063520871143368796
DKC1	0.257807687368699	-0.0063520871143368796
DDIT4	-0.721077456639925	0.011191772534785926
NHP2	0.646997437286369	-0.0063520871143368796
GEMIN4	-1.99311204924661	0.011191772534785926
PREB	0.712635734704634	-0.0063520871143368796
ATP6V0D1	0.533083637121299	-0.0063520871143368796
EXOC2	-0.298271209548848	0.011191772534785926
ATF4	0.555676161339148	-0.0063520871143368796
CEBPB	-0.119337612670656	0.011191772534785926
DCTN1	0.269221482925022	-0.0063520871143368796
NOLC1	0.0949503397069847	-0.0063520871143368796
HSP90B1	0.199860066537328	-0.0063520871143368796
EXOSC5	0.181698303136996	-0.0063520871143368796
EXOSC4	0.799287426994816	0.011191772534785982
BAG3	-7.28301817408385	0.011191772534785926
DNAJB9	0.28093840405447	-0.0063520871143368796
PAIP1	0.537670745827875	-0.0063520871143368796
HSPA9	0.617020100028801	-0.0063520871143368796
XBP1	0.283894749938721	-0.0063520871143368796
NPM1	-0.176674990177653	0.011191772534785926
HSPA5	0.25109627260119	-0.0063520871143368796
WFS1	-0.430294079555278	0.011191772534785926
LSM1	0.425732511069959	-0.0063520871143368796
EEF2	0.514737334442872	-0.0063520871143368796
EIF2S1	0.383839269122641	-0.0063520871143368796
LSM4	0.307003614206164	-0.0063520871143368796
YIF1A	1.24507757508201	0.011191772534785982
VEGFA	2.10648674533968	0.011191772534785982
SPCS3	0.67065657769575	-0.0063520871143368796
SPCS1	0.152308559187546	-0.0063520871143368796
DNAJA4	-0.122124363967989	0.011191772534785926
SRPRA	0.695339998264279	-0.0063520871143368796
SRPRB	0.535489413355363	-0.0063520871143368796
HYOU1	-0.103166289415968	0.011191772534785926
CALR	0.468689484469025	-0.0063520871143368796
EIF4G1	-0.163754467692682	0.011191772534785926
