"Ensembl","Gene_Symbols"
"ENSG00000175756","AURKAIP1"
"ENSG00000235098","ANKRD65"
"ENSG00000116251","RPL22"
"ENSG00000116288","PARK7"
"ENSG00000142676","RPL11"
"ENSG00000142684","ZNF593"
"ENSG00000130770","ATP5IF1"
"ENSG00000168653","NDUFS5"
"ENSG00000142937","RPS8"
"ENSG00000173846","PLK3"
"ENSG00000173660","UQCRH"
"ENSG00000134248","LAMTOR5"
"ENSG00000143436","MRPL9"
"ENSG00000197956","S100A6"
"ENSG00000177954","RPS27"
"ENSG00000143575","HAX1"
"ENSG00000116586","LAMTOR2"
"ENSG00000215845","TSTD1"
"ENSG00000143340","FAM163A"
"ENSG00000143774","GUK1"
"ENSG00000214866","DCDC2C"
"ENSG00000071575","TRIB2"
"ENSG00000228474","OST4"
"ENSG00000260025","CRIM1-DT"
"ENSG00000188010","MORN2"
"ENSG00000143947","RPS27A"
"ENSG00000135617","PRADC1"
"ENSG00000163170","BOLA3"
"ENSG00000034510","TMSB10"
"ENSG00000168894","RNF181"
"ENSG00000135940","COX5B"
"ENSG00000152082","MZT2B"
"ENSG00000173272","MZT2A"
"ENSG00000119013","NDUFB3"
"ENSG00000114942","EEF1B2"
"ENSG00000197756","RPL37A"
"ENSG00000172428","COPS9"
"ENSG00000254999","BRK1"
"ENSG00000144713","RPL32"
"ENSG00000232112","TMA7"
"ENSG00000162244","RPL29"
"ENSG00000114391","RPL24"
"ENSG00000138495","COX17"
"ENSG00000205981","DNAJC19"
"ENSG00000114503","NCBP2"
"ENSG00000270170","NCBP2AS2"
"ENSG00000182899","RPL35A"
"ENSG00000243449","C4orf48"
"ENSG00000163682","RPL9"
"ENSG00000164032","H2AFZ"
"ENSG00000109475","RPL34"
"ENSG00000269893","SNHG8"
"ENSG00000145425","RPS3A"
"ENSG00000145494","NDUFS6"
"ENSG00000173545","ZNF622"
"ENSG00000145592","RPL37"
"ENSG00000186468","RPS23"
"ENSG00000127184","COX7C"
"ENSG00000164405","UQCRQ"
"ENSG00000120738","EGR1"
"ENSG00000113212","PCDHB7"
"ENSG00000164587","RPS14"
"ENSG00000177556","ATOX1"
"ENSG00000037241","RPL26L1"
"ENSG00000124785","NRN1"
"ENSG00000231500","RPS18"
"ENSG00000124614","RPS10"
"ENSG00000198755","RPL10A"
"ENSG00000137168","PPIL1"
"ENSG00000214736","TOMM6"
"ENSG00000124733","MEA1"
"ENSG00000112667","DNPH1"
"ENSG00000180992","MRPL14"
"ENSG00000112695","COX7A2"
"ENSG00000111906","HDDC2"
"ENSG00000112306","RPS12"
"ENSG00000146386","ABRACL"
"ENSG00000196683","TOMM7"
"ENSG00000172115","CYCS"
"ENSG00000062582","MRPS24"
"ENSG00000232956","SNHG15"
"ENSG00000132432","SEC61G"
"ENSG00000106153","CHCHD2"
"ENSG00000106236","NPTX2"
"ENSG00000106244","PDAP1"
"ENSG00000241468","ATP5MF"
"ENSG00000214309","MBLAC1"
"ENSG00000128564","VGF"
"ENSG00000106400","ZNHIT1"
"ENSG00000214253","FIS1"
"ENSG00000005075","POLR2J"
"ENSG00000267368","UPK3BL1"
"ENSG00000128609","NDUFA5"
"ENSG00000090266","NDUFB2"
"ENSG00000175445","LPL"
"ENSG00000170791","CHCHD7"
"ENSG00000147604","RPL7"
"ENSG00000154582","ELOC"
"ENSG00000156467","UQCRB"
"ENSG00000156482","RPL30"
"ENSG00000164919","COX6C"
"ENSG00000147669","POLR2K"
"ENSG00000107262","BAG1"
"ENSG00000175768","TOMM5"
"ENSG00000106803","SEC61B"
"ENSG00000136810","TXN"
"ENSG00000148229","POLE3"
"ENSG00000119421","NDUFA8"
"ENSG00000136942","RPL35"
"ENSG00000197958","RPL12"
"ENSG00000171159","C9orf16"
"ENSG00000148303","RPL7A"
"ENSG00000244187","TMEM141"
"ENSG00000054148","PHPT1"
"ENSG00000187713","TMEM203"
"ENSG00000172586","CHCHD1"
"ENSG00000138326","RPS24"
"ENSG00000173915","ATP5MD"
"ENSG00000177600","RPLP2"
"ENSG00000177700","POLR2L"
"ENSG00000166441","RPL27A"
"ENSG00000110700","RPS13"
"ENSG00000134809","TIMM10"
"ENSG00000211450","SELENOH"
"ENSG00000134825","TMEM258"
"ENSG00000176340","COX8A"
"ENSG00000126432","PRDX5"
"ENSG00000146670","CDCA5"
"ENSG00000149806","FAU"
"ENSG00000175602","CCDC85B"
"ENSG00000175482","POLD4"
"ENSG00000084207","GSTP1"
"ENSG00000197345","MRPL21"
"ENSG00000110200","ANAPC15"
"ENSG00000118181","RPS25"
"ENSG00000111639","MRPL51"
"ENSG00000139112","GABARAPL1"
"ENSG00000178449","COX14"
"ENSG00000123349","PFDN5"
"ENSG00000135441","BLOC1S1"
"ENSG00000197728","RPS26"
"ENSG00000229117","RPL41"
"ENSG00000136003","ISCU"
"ENSG00000089248","ERP29"
"ENSG00000111786","SRSF9"
"ENSG00000122026","RPL21"
"ENSG00000132963","POMP"
"ENSG00000133112","TPT1"
"ENSG00000172590","MRPL52"
"ENSG00000129559","NEDD8"
"ENSG00000213741","RPS29"
"ENSG00000165502","RPL36AL"
"ENSG00000165898","ISCA2"
"ENSG00000183648","NDUFB1"
"ENSG00000119632","IFI27L2"
"ENSG00000182512","GLRX5"
"ENSG00000156411","ATP5MPL"
"ENSG00000182117","NOP10"
"ENSG00000137880","GCHFR"
"ENSG00000140264","SERF2"
"ENSG00000137876","RSL24D1"
"ENSG00000137818","RPLP1"
"ENSG00000161981","SNRNP25"
"ENSG00000103254","ANTKMT"
"ENSG00000140990","NDUFB10"
"ENSG00000140988","RPS2"
"ENSG00000103363","ELOB"
"ENSG00000134419","RPS15A"
"ENSG00000169900","PYDC1"
"ENSG00000205220","PSMB10"
"ENSG00000103035","PSMD7"
"ENSG00000034713","GABARAPL2"
"ENSG00000131143","COX4I1"
"ENSG00000167705","RILP"
"ENSG00000127774","EMC6"
"ENSG00000142507","PSMB6"
"ENSG00000219200","RNASEK"
"ENSG00000161970","RPL26"
"ENSG00000175061","SNHG29"
"ENSG00000175906","ARL4D"
"ENSG00000159199","ATP5MC1"
"ENSG00000243678","NME2"
"ENSG00000172809","RPL38"
"ENSG00000167863","ATP5PD"
"ENSG00000188612","SUMO2"
"ENSG00000224877","NDUFAF8"
"ENSG00000204237","OXLD1"
"ENSG00000141552","ANAPC11"
"ENSG00000169689","CENPX"
"ENSG00000177576","C18orf32"
"ENSG00000265681","RPL17"
"ENSG00000115268","RPS15"
"ENSG00000127540","UQCR11"
"ENSG00000130332","LSM7"
"ENSG00000183617","MRPL54"
"ENSG00000130255","RPL36"
"ENSG00000174917","MICOS13"
"ENSG00000229833","PET100"
"ENSG00000260001","TGFBR3L"
"ENSG00000267855","NDUFA7"
"ENSG00000233927","RPS28"
"ENSG00000198258","UBL5"
"ENSG00000267673","FDX2"
"ENSG00000104979","C19orf53"
"ENSG00000141854","MISP3"
"ENSG00000105640","RPL18A"
"ENSG00000186010","NDUFA13"
"ENSG00000169021","UQCRFS1"
"ENSG00000021488","SLC7A9"
"ENSG00000126267","COX6B1"
"ENSG00000105258","POLR2I"
"ENSG00000161281","COX7A1"
"ENSG00000128626","MRPS12"
"ENSG00000105372","RPS19"
"ENSG00000130748","TMEM160"
"ENSG00000178980","SELENOW"
"ENSG00000063177","RPL18"
"ENSG00000256060","TRAPPC2B"
"ENSG00000083845","RPS5"
"ENSG00000089199","CHGB"
"ENSG00000125868","DSTN"
"ENSG00000232838","PET117"
"ENSG00000232388","SMIM26"
"ENSG00000244274","DBNDD2"
"ENSG00000124172","ATP5F1E"
"ENSG00000171858","RPS21"
"ENSG00000154723","ATP5PF"
"ENSG00000183036","PCP4"
"ENSG00000185608","MRPL40"
"ENSG00000099901","RANBP1"
"ENSG00000128228","SDF2L1"
"ENSG00000250479","CHCHD10"
"ENSG00000099977","DDT"
"ENSG00000184076","UQCR10"
"ENSG00000198832","SELENOM"
"ENSG00000100216","TOMM22"
"ENSG00000187051","RPS19BP1"
"ENSG00000100417","PMM1"
"ENSG00000183172","SMDT1"
"ENSG00000184983","NDUFA6"
"ENSG00000147123","NDUFB11"
"ENSG00000198034","RPS4X"
"ENSG00000131174","COX7B"
"ENSG00000078596","ITM2A"
"ENSG00000241343","RPL36A"
"ENSG00000184515","BEX5"
"ENSG00000180964","TCEAL8"
"ENSG00000204065","TCEAL5"
"ENSG00000182916","TCEAL7"
"ENSG00000198918","RPL39"
"ENSG00000125356","NDUFA1"
"ENSG00000180879","SSR4"
"ENSG00000147403","RPL10"
"ENSG00000196976","LAGE3"
