"Ensembl","Gene_Symbols"
"ENSG00000224051","CPTP"
"ENSG00000160075","SSU72"
"ENSG00000198912","C1orf174"
"ENSG00000171612","SLC25A33"
"ENSG00000188807","TMEM201"
"ENSG00000130939","UBE4B"
"ENSG00000126070","AGO3"
"ENSG00000116954","RRAGC"
"ENSG00000162373","BEND5"
"ENSG00000116783","TNNI3K"
"ENSG00000143106","PSMA5"
"ENSG00000181754","AMIGO1"
"ENSG00000143110","C1orf162"
"ENSG00000163349","HIPK1"
"ENSG00000163393","SLC22A15"
"ENSG00000178796","RIIAD1"
"ENSG00000143553","SNAPIN"
"ENSG00000116586","LAMTOR2"
"ENSG00000143256","PFDN2"
"ENSG00000158850","B4GALT3"
"ENSG00000116191","RALGPS2"
"ENSG00000198756","COLGALT2"
"ENSG00000158615","PPP1R15B"
"ENSG00000180667","YOD1"
"ENSG00000143748","NVL"
"ENSG00000203685","STUM"
"ENSG00000198835","GJC2"
"ENSG00000284770","TBCE"
"ENSG00000162711","NLRP3"
"ENSG00000184731","FAM110C"
"ENSG00000171865","RNASEH1"
"ENSG00000151692","RNF144A"
"ENSG00000214842","RAD51AP2"
"ENSG00000219626","FAM228B"
"ENSG00000138073","PREB"
"ENSG00000138085","ATRAID"
"ENSG00000163795","ZNF513"
"ENSG00000119801","YPEL5"
"ENSG00000115504","EHBP1"
"ENSG00000119862","LGALSL"
"ENSG00000169599","NFU1"
"ENSG00000135617","PRADC1"
"ENSG00000115275","MOGS"
"ENSG00000135637","CCDC142"
"ENSG00000115317","HTRA2"
"ENSG00000135976","ANKRD36"
"ENSG00000226479","TMEM185B"
"ENSG00000163166","IWS1"
"ENSG00000153246","PLA2R1"
"ENSG00000123607","TTC21B"
"ENSG00000144395","CCDC150"
"ENSG00000082126","MPP4"
"ENSG00000198925","ATG9A"
"ENSG00000085982","USP40"
"ENSG00000188042","ARL4C"
"ENSG00000124831","LRRFIP1"
"ENSG00000168393","DTYMK"
"ENSG00000134108","ARL8B"
"ENSG00000070950","RAD18"
"ENSG00000241553","ARPC4"
"ENSG00000171135","JAGN1"
"ENSG00000154743","TSEN2"
"ENSG00000182568","SATB1"
"ENSG00000144671","SLC22A14"
"ENSG00000144649","GASK1A"
"ENSG00000004534","RBM6"
"ENSG00000001617","SEMA3F"
"ENSG00000243477","NAA80"
"ENSG00000114383","TUSC2"
"ENSG00000088538","DOCK3"
"ENSG00000145050","MANF"
"ENSG00000164086","DUSP7"
"ENSG00000247596","TWF2"
"ENSG00000242094","FOXP1-IT1"
"ENSG00000170837","GPR27"
"ENSG00000227124","ZNF717"
"ENSG00000064225","ST3GAL6"
"ENSG00000144827","ABHD10"
"ENSG00000145088","EAF2"
"ENSG00000114626","ABTB1"
"ENSG00000129055","ANAPC13"
"ENSG00000163864","NMNAT3"
