"Ensembl","Gene_Symbols"
"ENSG00000119787","ATL2"
"ENSG00000187773","DIPK1C"
"ENSG00000125462","C1orf61"
"ENSG00000144057","ST6GAL2"
"ENSG00000136297","MMD2"
"ENSG00000162105","SHANK2"
"ENSG00000149090","PAMR1"
"ENSG00000198797","BRINP2"
"ENSG00000197921","HES5"
"ENSG00000173334","TRIB1"
"ENSG00000156510","HKDC1"
"ENSG00000100360","IFT27"
"ENSG00000230561","CCDC192"
"ENSG00000062096","ARSF"
"ENSG00000188290","HES4"
"ENSG00000128578","STRIP2"
"ENSG00000065923","SLC9A7"
"ENSG00000105516","DBP"
"ENSG00000181938","GINS3"
"ENSG00000274956","NKAIN3-IT1"
"ENSG00000185950","IRS2"
"ENSG00000069869","NEDD4"
"ENSG00000112773","TENT5A"
"ENSG00000196189","SEMA4A"
"ENSG00000196739","COL27A1"
"ENSG00000033122","LRRC7"
"ENSG00000215277","RNF212B"
"ENSG00000165186","PTCHD1"
"ENSG00000135318","NT5E"
"ENSG00000176204","LRRTM4"
"ENSG00000245532","NEAT1"
"ENSG00000100276","RASL10A"
"ENSG00000091844","RGS17"
"ENSG00000063015","SEZ6"
"ENSG00000164761","TNFRSF11B"
"ENSG00000067082","KLF6"
"ENSG00000127472","PLA2G5"
"ENSG00000135423","GLS2"
"ENSG00000162882","HAAO"
"ENSG00000107736","CDH23"
"ENSG00000056736","IL17RB"
"ENSG00000138496","PARP9"
"ENSG00000137962","ARHGAP29"
"ENSG00000004468","CD38"
"ENSG00000055208","TAB2"
"ENSG00000131951","LRRC9"
"ENSG00000144857","BOC"
"ENSG00000132199","ENOSF1"
"ENSG00000197168","NEK5"
"ENSG00000025423","HSD17B6"
"ENSG00000158186","MRAS"
"ENSG00000168356","SCN11A"
"ENSG00000034677","RNF19A"
"ENSG00000174827","PDZK1"
"ENSG00000159713","TPPP3"
"ENSG00000179041","RRS1"
"ENSG00000162733","DDR2"
"ENSG00000065675","PRKCQ"
"ENSG00000114315","HES1"
"ENSG00000176046","NUPR1"
"ENSG00000176920","FUT2"
"ENSG00000079931","MOXD1"
"ENSG00000064270","ATP2C2"
"ENSG00000150510","FAM124A"
"ENSG00000121380","BCL2L14"
"ENSG00000113916","BCL6"
"ENSG00000198915","RASGEF1A"
"ENSG00000144485","HES6"
"ENSG00000205363","INSYN1"
"ENSG00000114113","RBP2"
"ENSG00000052126","PLEKHA5"
"ENSG00000166250","CLMP"
"ENSG00000188738","FSIP2"
"ENSG00000261701","HPR"
"ENSG00000109846","CRYAB"
"ENSG00000164056","SPRY1"
"ENSG00000125434","SLC25A35"
"ENSG00000142634","EFHD2"
"ENSG00000227954","TARID"
"ENSG00000196553","CCDC196"
"ENSG00000182013","PNMA8A"
"ENSG00000133687","TMTC1"
"ENSG00000053438","NNAT"
"ENSG00000154269","ENPP3"
"ENSG00000269964","MEI4"
"ENSG00000112539","C6orf118"
"ENSG00000182508","LHFPL1"
"ENSG00000182253","SYNM"
"ENSG00000198743","SLC5A3"
"ENSG00000160183","TMPRSS3"
"ENSG00000106714","CNTNAP3"
"ENSG00000183963","SMTN"
"ENSG00000137558","PI15"
"ENSG00000198246","SLC29A3"
"ENSG00000139351","SYCP3"
"ENSG00000171385","KCND3"
"ENSG00000188064","WNT7B"
"ENSG00000162981","LRATD1"
"ENSG00000055955","ITIH4"
"ENSG00000158683","PKD1L1"
"ENSG00000130208","APOC1"
"ENSG00000171224","FAM241B"
"ENSG00000081181","ARG2"
"ENSG00000130529","TRPM4"
"ENSG00000156076","WIF1"
"ENSG00000110002","VWA5A"
"ENSG00000138798","EGF"
"ENSG00000105707","HPN"
"ENSG00000185958","FAM186A"
"ENSG00000120162","MOB3B"
"ENSG00000164967","RPP25L"
"ENSG00000147799","ARHGAP39"
"ENSG00000188517","COL25A1"
"ENSG00000178878","APOLD1"
"ENSG00000129521","EGLN3"
"ENSG00000198873","GRK5"
"ENSG00000157617","C2CD2"
"ENSG00000149948","HMGA2"
"ENSG00000106211","HSPB1"
"ENSG00000151136","BTBD11"
"ENSG00000120693","SMAD9"
"ENSG00000185306","C12orf56"
"ENSG00000198547","C20orf203"
"ENSG00000204956","PCDHGA1"
"ENSG00000253649","PRSS51"
