Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_ANGIOGENESIS	2	NA	NA	NA	NA	NA	NA
HALLMARK_NOTCH_SIGNALING	2	NA	NA	NA	NA	NA	NA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	4	NA	NA	NA	NA	NA	NA
HALLMARK_TGF_BETA_SIGNALING	5	0.3	0.45999999999999996	0.0354	0.051490909090909094	0.5899205982110834	9.626318115725576
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	5	0.1	0.2090909090909091	0.0024	0.006981818181818181	0.9478930097677456	11.494233427489046
HALLMARK_HEDGEHOG_SIGNALING	5	0.3	0.45999999999999996	0.0016	0.005688888888888889	0.9554704445322403	11.035991009855122
HALLMARK_WNT_BETA_CATENIN_SIGNALING	5	0.4	0.5750000000000001	0.0261	0.039771428571428576	0.5920903422486866	11.316008595781977
HALLMARK_PROTEIN_SECRETION	5	0.1	0.2090909090909091	0.0013	0.005688888888888889	0.9690148739129565	11.202385281327555
HALLMARK_APICAL_SURFACE	6	0.3	0.45999999999999996	0.7	0.705	0.3191829312352435	21.867189020125227
HALLMARK_BILE_ACID_METABOLISM	6	0.6	0.706675	0.0244	0.039040000000000005	0.6798978814451621	12.18990156945166
HALLMARK_PANCREAS_BETA_CELLS	6	0.2	0.35384615384615387	0.0042	0.0096	0.8755044111667494	11.241005565403354
HALLMARK_IL6_JAK_STAT3_SIGNALING	7	0.7	0.7666666666666666	0.2	0.23703703703703705	0.585196606364343	11.520691710677196
HALLMARK_SPERMATOGENESIS	8	0.4	0.5750000000000001	0.0038	0.009353846153846154	0.7150886737985833	12.020625612996291
HALLMARK_PEROXISOME	8	0.4	0.5750000000000001	0.0632	0.08426666666666667	0.3978296809280942	13.774157061587683
HALLMARK_APICAL_JUNCTION	10	0.6	0.706675	0.1	0.128	0.2894355103371245	12.353042271085453
HALLMARK_MYC_TARGETS_V2	10	0.0479	0.11017	1.0E-4	0.0010666666666666667	0.7385686872503764	10.51688988756333
HALLMARK_MITOTIC_SPINDLE	11	0.3	0.45999999999999996	0.6	0.64	0.1722992220324018	18.07126231222024
HALLMARK_COAGULATION	12	0.9	0.9	0.0042	0.0096	0.4582617689761102	10.564726714253093
HALLMARK_UV_RESPONSE_DN	12	0.9	0.9	0.2308	0.2637714285714286	0.39739957244927937	11.620461243726862
HALLMARK_E2F_TARGETS	13	0.1852	0.35384615384615387	0.0015	0.005688888888888889	0.5713836889126759	12.47637613618485
HALLMARK_CHOLESTEROL_HOMEOSTASIS	14	0.0034	0.013033333333333333	0.0051	0.01088	0.5457463665563937	15.291797770891714
HALLMARK_INTERFERON_ALPHA_RESPONSE	14	0.6145	0.706675	0.0546	0.07596521739130435	0.16799307827987878	8.75447665777447
HALLMARK_HEME_METABOLISM	15	0.4	0.5750000000000001	8.0E-4	0.004266666666666667	0.46890484746652694	10.471423710996714
HALLMARK_INFLAMMATORY_RESPONSE	15	0.3	0.45999999999999996	0.0035	0.009333333333333334	0.4299475795757881	9.846958833539253
HALLMARK_ANDROGEN_RESPONSE	15	0.2	0.35384615384615387	0.705	0.705	0.10895205691160033	12.460302744141078
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	16	0.0234	0.067275	0.0	0.0	0.9115881207540962	11.590999570563552
HALLMARK_INTERFERON_GAMMA_RESPONSE	17	0.2	0.35384615384615387	0.0172	0.028968421052631577	0.18537477533855232	10.030350124289225
HALLMARK_MYC_TARGETS_V1	17	0.0013	0.00644	0.0	0.0	0.9735128994757514	11.251708099070022
HALLMARK_G2M_CHECKPOINT	17	0.5755	0.706675	0.2422	0.2672551724137931	0.33424225263160107	12.458639656460925
HALLMARK_COMPLEMENT	18	0.7	0.7666666666666666	0.0	0.0	0.5146551391672158	10.27064942328145
HALLMARK_ALLOGRAFT_REJECTION	19	0.9	0.9	0.2	0.23703703703703705	0.2266361481193232	11.480861529867612
HALLMARK_ESTROGEN_RESPONSE_EARLY	20	0.6	0.706675	0.0021	0.006719999999999999	0.5247695173671095	11.32965485165518
HALLMARK_DNA_REPAIR	21	0.0	0.0	0.0	0.0	0.9729658825526193	11.207352051296763
HALLMARK_KRAS_SIGNALING_DN	22	0.7	0.7666666666666666	0.0171	0.028968421052631577	0.40656457856381417	9.671398966798629
HALLMARK_ADIPOGENESIS	22	0.5	0.6764705882352942	1.0E-4	0.0010666666666666667	0.476307754653677	12.147508902461679
HALLMARK_XENOBIOTIC_METABOLISM	23	0.8	0.8363636363636364	0.0081	0.0162	0.2885059602594772	10.162187055203791
HALLMARK_IL2_STAT5_SIGNALING	24	0.6	0.706675	1.0E-4	0.0010666666666666667	0.5703160707056748	10.380238666000826
HALLMARK_FATTY_ACID_METABOLISM	24	0.7	0.7666666666666666	5.0E-4	0.0032	0.5811396957248779	11.745245266803096
HALLMARK_OXIDATIVE_PHOSPHORYLATION	26	0.0	0.0	0.0	0.0	0.9244999618783335	11.10552828027161
HALLMARK_GLYCOLYSIS	26	0.2328	0.38245714285714283	0.0	0.0	0.6474616959651941	10.241507752289241
HALLMARK_MYOGENESIS	26	0.0423	0.10809999999999999	0.1995	0.23703703703703705	0.09192664493596242	10.411513663251755
HALLMARK_UV_RESPONSE_UP	26	0.01	0.032857142857142856	0.0	0.0	0.8966093751145733	10.646948746609393
HALLMARK_P53_PATHWAY	29	0.6	0.706675	3.0E-4	0.0024	0.3572573865303812	10.698505344943298
HALLMARK_APOPTOSIS	29	0.3	0.45999999999999996	0.0	0.0	0.5358066195973662	11.601406491416299
HALLMARK_ESTROGEN_RESPONSE_LATE	29	0.4	0.5750000000000001	0.0126	0.02371764705882353	0.2967716427336519	10.629093000857635
HALLMARK_MTORC1_SIGNALING	30	0.0014	0.00644	0.0	0.0	0.7168064915048996	12.196809127080478
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	32	0.9	0.9	0.0	0.0	0.4923036548129545	10.742377083322523
HALLMARK_KRAS_SIGNALING_UP	34	0.2	0.35384615384615387	1.0E-4	0.0010666666666666667	0.46426233752344526	9.543844230346568
HALLMARK_HYPOXIA	34	0.2	0.35384615384615387	0.0	0.0	0.68343820578661	10.643264574989079
HALLMARK_TNFA_SIGNALING_VIA_NFKB	39	1.0E-4	7.666666666666667E-4	0.0	0.0	0.7944273856991854	9.935352350201164
