GENE_SYMBOLS,refseq_ids
CHIT1,NM_001256125
WDR64,NM_001367482
TMEM185B,NM_024121
CCDC150,NM_001080539
ABHD14B,NM_001146314
PLCXD2,NM_001134478
EPHB3,NM_004443
TMPRSS11F,NM_207407
PLCXD3,NM_001005473
CD74,NM_001025158
TSBP1,NM_001286474
TPBG,NM_001166392
HINT3,NM_138571
DLL1,NM_005618
GBA2,NM_001330660
UCK1,NM_001135954
PPP1R26,NM_014811
ITGB1-DT,NR_184020
SPOCK2,NM_001134434
NCR3LG1,NM_001009913
OR9Q1,NM_001005212
KLC2,NM_001134774
NRIP2,NM_031474
PDZRN4,NM_001164595
DNAH10OS,NM_001039894
CCNA1,NM_001111045
PPP1R36,NM_172365
ZFP36L1,NM_001244698
MAP1A,NM_001411089
CTXN2,NM_001145668
LMF1,NM_001352017
CYB5D1,NM_001330110
KCNAB3,NM_004732
TMEM220,NM_001004313
EVI2B,NM_006495
CNTNAP1,NM_003632
NPTX1,NM_002522
SEH1L,NM_001013437
GEMIN7,NM_001007269
LENG9,NM_001301782
GZF1,NM_001317012
SLC5A3,NM_006933
NEFH,NM_021076
SUN2,NM_001199579
MID1,NM_000381
FOXO4,NM_001170931
