GENE_SYMBOLS,refseq_ids
AURKAIP1,NM_001127229
RPL22,NM_000983
RPL11,NM_000975
ZNF593,NM_015871
HMGN2,NM_005517
ATP5IF1,NM_016311
NDUFS5,NM_001184979
RPS8,NM_001012
PLK3,NM_004073
UQCRH,NM_001297565
PSMA5,NM_001199772
LAMTOR5,NM_001382293
POLR3GL,NM_001330685
CTSK,NM_000396
RIIAD1,NM_001144956
MRPL9,NM_001300733
JTB,NM_006694
RPS27,NM_001030
HAX1,NM_001018837
LAMTOR2,NM_001145264
TSTD1,NM_001113205
FAM163A,NM_001329712
DCDC2C,NM_001287444
TRIB2,NM_021643
OST4,NM_001134693
CRIM1-DT,NR_037631
MORN2,NM_001145450
RPS27A,NM_001135592
SNRPG,NM_001317165
PRADC1,NM_032319
BOLA3,NM_001035505
TMSB10,NM_021103
RNF181,NM_016494
COX5B,NM_001862
MZT2B,NM_001330282
MZT2A,NM_001085365
NDUFB3,NM_001257102
SUMO1,NM_001005781
EEF1B2,NM_001037663
RPL37A,NM_000998
COPS9,NM_001163424
BRK1,NM_018462
HRH1,NM_000861
RPL32,NM_000994
TMA7,NM_001329417
RPL29,NM_000992
RPL24,NM_000986
COX17,NM_001382002
MRPL47,NM_020409
DNAJC19,NM_001190233
NCBP2AS2,NM_001355243
RPL35A,NM_000996
C4orf48,NM_001141936
RPL9,NM_000661
OCIAD2,NM_001014446
H2AFZ,NA
RPL34,NM_000995
SNHG8,NR_003584
RPS3A,NM_001006
NDUFS6,NM_004553
RPL37,NM_000997
MRPS36,NM_033281
COX7C,NM_001867
UQCRQ,NM_014402
EGR1,NM_001964
PCDHA9,NM_014005
RPS14,NM_001025070
ATOX1,NM_004045
RPL26L1,NM_001317980
NRN1,NM_001278710
MRPS18B,NM_014046
HLA-B,NM_005514
RPS18,NM_022551
RPS10,NM_001014
RPL10A,NM_007104
PPIL1,NM_016059
TOMM6,NM_001134493
MEA1,NM_001318942
MRPL2,NM_001300848
DNPH1,NM_006443
MRPL14,NM_001318767
COX7A2,NM_001366292
NKAIN2,NM_001040214
HDDC2,NM_016063
RPS12,NM_001016
TOMM7,NM_019059
CYCS,NM_018947
PDE1C,NM_001191056
MRPS24,NM_032014
COBL,NM_001287436
SEC61G,NM_001012456
CHCHD2,NM_001320327
NPTX2,NM_002523
PDAP1,NM_014891
ATP5MF,NM_001003713
MBLAC1,NM_203397
LAMTOR4,NM_001008395
VGF,NM_003378
ZNHIT1,NM_006349
FIS1,NM_016068
IFT22,NM_001130820
POLR2J,NM_001371100
UPK3BL1,NM_001114403
NDUFA5,NM_001282419
NDUFB2,NM_004546
LPL,NM_000237
CHCHD7,NM_001011667
ELOC,NM_001204857
UQCRB,NM_001199975
LAPTM4B,NM_018407
RPL30,NM_000989
COX6C,NM_004374
POLR2K,NM_005034
BAG1,NM_001172415
TOMM5,NM_001001790
SEC61B,NM_006808
TXN,NM_001244938
POLE3,NM_001278255
NDUFA8,NM_001318195
RPL35,NM_007209
RPL12,NM_000976
C9orf16,NA
TMEM141,NM_032928
PHPT1,NM_001135860
TMEM203,NM_053045
COMMD3,NM_012071
CHCHD1,NM_203298
RPS24,NM_001026
ATP5MD,NA
GSTO1,NM_001191002
RPLP2,NM_001004
POLR2L,NM_021128
RPS13,NM_001017
TIMM10,NM_012456
SELENOH,NM_001321335
TMEM258,NM_014206
COX8A,NM_004074
PRDX5,NM_001358511
CDCA5,NM_080668
FAU,NM_001997
CCDC85B,NM_006848
POLD4,NM_001256870
MRPL21,NM_181512
ANAPC15,NM_001278485
AMOTL1,NM_001301007
CWC15,NM_001363371
ATP5MG,NM_006476
RPS25,NM_001028
MRPL51,NM_016497
GABARAPL1,NM_001363598
SMIM10L1,NM_001271592
COX14,NM_001257133
PFDN5,NM_002624
SP1,NM_001251825
BLOC1S1,NM_001487
RPS26,NM_001029
RPL41,NM_001035267
MYL6B,NM_001199629
DCTN2,NM_001261412
GIHCG,NR_038269
NDUFA12,NM_001258338
ISCU,NM_001301140
ERP29,NM_001034025
SRSF9,NM_003769
RPL21,NM_000982
POMP,NM_015932
SERP2,NM_001010897
TPT1,NM_001286272
ING1,NM_001267728
MRPL52,NM_001318870
NEDD8,NM_006156
RPS29,NM_001030001
RPL36AL,NM_001001
SAMD4A,NM_001161576
ISCA2,NM_001272007
NDUFB1,NM_004545
IFI27L1,NM_145249
IFI27L2,NM_032036
GLRX5,NM_016417
ATP5MPL,NA
NOP10,NM_018648
GCHFR,NM_005258
MFAP1,NM_005926
RSL24D1,NM_016304
RPLP1,NM_001003
COX5A,NM_004255
SNRNP25,NM_024571
MCRIP2,NM_001331229
ANTKMT,NM_001271285
NDUFB10,NM_004548
RPS2,NM_002952
TEDC2,NM_025108
ELOB,NM_007108
RPS15A,NM_001019
PYDC1,NM_152901
PSMB10,NM_002801
PSMD7,NM_002811
GAN,NM_001377486
COX4I1,NM_001318786
RILP,NM_031430
EMC6,NM_001014764
PSMB6,NM_001270481
SPAG7,NM_004890
RNASEK,NM_001004333
RPL26,NM_000987
SNHG29,NM_152350
KRT222,NM_152349
ARL4D,NM_001661
HEXIM2,NM_001303436
ATP5MC1,NM_001002027
NME2,NM_001018137
RPL38,NM_000999
ATP5PD,NM_001003785
NDUFAF8,NM_001086521
OXLD1,NM_001039842
CENPX,NM_001271006
IER3IP1,NM_016097
C18orf32,NM_001035005
RPL17,NM_000985
RPS15,NM_001018
C19orf25,NM_152482
UQCR11,NM_006830
LSM7,NM_016199
MRPL54,NM_172251
MICOS13,NM_001308240
PET100,NM_001171155
TGFBR3L,NM_001195259
NDUFA7,NM_005001
RPS28,NM_001031
UBL5,NM_001048241
FDX2,NM_001031734
C19orf53,NM_014047
MISP3,NM_001291291
RPL18A,NM_000980
NDUFA13,NM_015965
UQCRFS1,NM_006003
SLC7A9,NM_001126335
COX6B1,NM_001863
POLR2I,NM_006233
COX7A1,NM_001864
MRPS12,NM_021107
RPS19,NM_001022
CADM4,NM_145296
TMEM160,NM_017854
SELENOW,NM_003009
RPL18,NM_000979
TRAPPC2B,NM_001355204
RPS5,NM_001009
CHMP2A,NM_014453
CHGB,NM_001819
PET117,NM_001164811
PFDN4,NM_002623
ATP5F1E,NM_006886
RPS21,NM_001024
COL9A3,NM_001853
ATP5PF,NM_001003696
ATP5PO,NM_001697
PCP4,NM_006198
MRPL40,NM_001318151
RANBP1,NM_001278639
CHCHD10,NM_001301339
DDT,NM_001084392
UQCR10,NM_001003684
TOMM22,NM_020243
RPS19BP1,NM_194326
SMDT1,NM_033318
NDUFA6,NM_002490
ANOS1,NM_000216
AP1S2,NM_001272071
UXT,NM_004182
RPS4X,NM_001007
COX7B,NM_001866
ITM2A,NM_001171581
RPL36A,NM_001199972
BEX5,NM_001012978
TCEAL8,NM_001006684
TCEAL5,NM_001012979
TCEAL7,NM_001348258
TCEAL4,NM_001006935
RPL39,NM_001000
NDUFA1,NM_004541
SSR4,NM_001204526
RPL10,NM_001256577
