GENE_SYMBOLS,refseq_ids
COX7A1,NM_001864
SELENOH,NM_001321335
PPP1R26,NM_014811
CYB5D1,NM_001330110
PET117,NM_001164811
NEFH,NM_021076
PPIL1,NM_016059
RPS19BP1,NM_194326
RPL29,NM_000992
CD74,NM_001025158
CTXN2,NM_001145668
C19orf53,NM_014047
POLR2I,NM_006233
POLR2K,NM_005034
PLCXD2,NM_001134478
WDR64,NM_001367482
TMEM185B,NM_024121
UQCRQ,NM_014402
RPS10,NM_001014
COX7A2,NM_001366292
NDUFA5,NM_001282419
NDUFB2,NM_004546
RPL41,NM_001035267
SNHG29,NM_152350
UQCR11,NM_006830
UQCR10,NM_001003684
PRADC1,NM_032319
COPS9,NM_001163424
ATOX1,NM_004045
DDT,NM_001084392
CCDC150,NM_001080539
PCDHA9,NM_014005
NEDD8,NM_006156
CENPX,NM_001271006
RPS15A,NM_001019
TMEM220,NM_001004313
MZT2A,NM_001085365
HINT3,NM_138571
TOMM7,NM_019059
NRIP2,NM_031474
SNRNP25,NM_024571
RPS27,NM_001030
TMSB10,NM_021103
COX17,NM_001382002
EPHB3,NM_004443
SNHG8,NR_003584
RPL26L1,NM_001317980
MRPL21,NM_181512
PPP1R36,NM_172365
ANTKMT,NM_001271285
FDX2,NM_001031734
LENG9,NM_001301782
NDUFA1,NM_004541
UQCRH,NM_001297565
RPS27A,NM_001135592
FOXP1-IT1,NA
UQCRB,NM_001199975
UCK1,NM_001135954
TMEM141,NM_032928
OR9Q1,NM_001005212
CDCA5,NM_080668
MYL6B,NM_001199629
NDUFB1,NM_004545
ATP5MPL,NA
MRPL54,NM_172251
MISP3,NM_001291291
SELENOW,NM_003009
GZF1,NM_001317012
RPS21,NM_001024
SLC5A3,NM_006933
FOXO4,NM_001170931
RPL39,NM_001000
MRPL14,NM_001318767
MICOS13,NM_001308240
RPL10A,NM_007104
SUN2,NM_001199579
LAMTOR2,NM_001145264
RRM2,NM_001034
MORN2,NM_001145450
TOMM6,NM_001134493
BAG1,NM_001172415
PDZRN4,NM_001164595
UQCRFS1,NM_006003
COX14,NM_001257133
EMC6,NM_001014764
OXLD1,NM_001039842
PRDM8,NM_001099403
FAU,NM_001997
SMDT1,NM_033318
NCBP2AS2,NM_001355243
RPS3A,NM_001006
DNAH10OS,NM_001039894
MRPL40,NM_001318151
H2AFZ,NA
CYCS,NM_018947
CCDC85B,NM_006848
RPS29,NM_001030001
CTDNEP1,NM_001143775
RPL18A,NM_000980
RPL11,NM_000975
RPS8,NM_001012
CCN1,NM_001554
LYPLAL1-DT,NR_038845
PLEKHH2,NM_172069
MZT2B,NM_001330282
SUMO1,NM_001005781
SNHG31,NR_110292
EFHB,NM_001330688
DNPH1,NM_006443
HDDC2,NM_016063
MRPS24,NM_032014
CHCHD2,NM_001320327
RPL30,NM_000989
CHCHD1,NM_203298
RPS13,NM_001017
SPTY2D1OS,NA
COX8A,NM_004074
ANAPC15,NM_001278485
MRPL51,NM_016497
SRSF9,NM_003769
RPL21,NM_000982
TPT1,NM_001286272
NOP10,NM_018648
NPIPB11,NM_001310137
RILP,NM_031430
RPL26,NM_000987
EVI2B,NM_006495
NPTX1,NM_002522
RPS15,NM_001018
RPS28,NM_001031
TMEM160,NM_017854
ATP5F1E,NM_006886
MID1,NM_000381
BEX5,NM_001012978
DNAJC19,NM_001190233
RPL34,NM_000995
RPS12,NM_001016
COX6C,NM_004374
RPL35,NM_007209
SLC38A2,NM_001307936
RPL36AL,NM_001001
PSMD7,NM_002811
MRPS12,NM_021107
COX7B,NM_001866
ATP5MD,NA
LPL,NM_000237
RPS24,NM_001026
ERP29,NM_001034025
TMEM47,NM_031442
FAM163A,NM_001329712
ERVMER61-1,NM_001012274
TRIB2,NM_021643
ABCG8,NM_001357321
COX5B,NM_001862
