"Ensembl","Gene_Symbols"
"ENSG00000188976","NOC2L"
"ENSG00000187961","KLHL17"
"ENSG00000188290","HES4"
"ENSG00000078808","SDF4"
"ENSG00000176022","B3GALT6"
"ENSG00000169972","PUSL1"
"ENSG00000224051","CPTP"
"ENSG00000107404","DVL1"
"ENSG00000175756","AURKAIP1"
"ENSG00000242485","MRPL20"
"ENSG00000235098","ANKRD65"
"ENSG00000205090","TMEM240"
"ENSG00000008130","NADK"
"ENSG00000078369","GNB1"
"ENSG00000187730","GABRD"
"ENSG00000157916","RER1"
"ENSG00000157911","PEX10"
"ENSG00000149527","PLCH2"
"ENSG00000157870","PRXL2B"
"ENSG00000158109","TPRG1L"
"ENSG00000130764","LRRC47"
"ENSG00000116198","CEP104"
"ENSG00000131697","NPHP4"
"ENSG00000069424","KCNAB2"
"ENSG00000116251","RPL22"
"ENSG00000116237","ICMT"
"ENSG00000097021","ACOT7"
"ENSG00000116273","PHF13"
"ENSG00000171735","CAMTA1"
"ENSG00000116288","PARK7"
"ENSG00000162426","SLC45A1"
"ENSG00000142599","RERE"
"ENSG00000074800","ENO1"
"ENSG00000180758","GPR157"
"ENSG00000049239","H6PD"
"ENSG00000171608","PIK3CD"
"ENSG00000171603","CLSTN1"
"ENSG00000162441","LZIC"
"ENSG00000173614","NMNAT1"
"ENSG00000130939","UBE4B"
"ENSG00000054523","KIF1B"
"ENSG00000142655","PEX14"
"ENSG00000130940","CASZ1"
"ENSG00000120948","TARDBP"
"ENSG00000116649","SRM"
"ENSG00000116661","FBXO2"
"ENSG00000116670","MAD2L2"
"ENSG00000116685","KIAA2013"
"ENSG00000116688","MFN2"
"ENSG00000048707","VPS13D"
"ENSG00000189337","KAZN"
"ENSG00000116138","DNAJC16"
"ENSG00000162461","SLC25A34"
"ENSG00000065526","SPEN"
"ENSG00000037637","FBXO42"
"ENSG00000058453","CROCC"
"ENSG00000074964","ARHGEF10L"
"ENSG00000117154","IGSF21"
"ENSG00000009709","PAX7"
"ENSG00000169991","IFFO2"
"ENSG00000127481","UBR4"
"ENSG00000127463","EMC1"
"ENSG00000053372","MRTO4"
"ENSG00000053371","AKR7A2"
"ENSG00000173436","MICOS10"
"ENSG00000158747","NBL1"
"ENSG00000162543","UBXN10"
"ENSG00000162545","CAMK2N1"
"ENSG00000090432","MUL1"
"ENSG00000158828","PINK1"
"ENSG00000244038","DDOST"
"ENSG00000117245","KIF17"
"ENSG00000189410","SH2D5"
"ENSG00000075151","EIF4G3"
"ENSG00000117298","ECE1"
"ENSG00000090686","USP48"
"ENSG00000070831","CDC42"
"ENSG00000169641","LUZP1"
"ENSG00000125944","HNRNPR"
"ENSG00000125945","ZNF436"
"ENSG00000204219","TCEA3"
"ENSG00000088280","ASAP3"
"ENSG00000142676","RPL11"
"ENSG00000057757","PITHD1"
"ENSG00000011009","LYPLA2"
"ENSG00000189266","PNRC2"
"ENSG00000188529","SRSF10"
"ENSG00000001461","NIPAL3"
"ENSG00000117614","SYF2"
"ENSG00000183726","TMEM50A"
"ENSG00000204178","MACO1"
"ENSG00000157978","LDLRAP1"
"ENSG00000117643","MAN1C1"
"ENSG00000117632","STMN1"
"ENSG00000158008","EXTL1"
"ENSG00000175087","PDIK1L"
"ENSG00000142684","ZNF593"
"ENSG00000142669","SH3BGRL3"
"ENSG00000198830","HMGN2"
"ENSG00000060642","PIGV"
"ENSG00000198746","GPATCH3"
"ENSG00000090273","NUDC"
"ENSG00000253368","TRNP1"
"ENSG00000142784","WDTC1"
"ENSG00000158195","WASF2"
"ENSG00000117751","PPP1R8"
"ENSG00000130775","THEMIS2"
"ENSG00000117748","RPA2"
"ENSG00000158161","EYA3"
"ENSG00000126698","DNAJC8"
"ENSG00000130770","ATP5IF1"
"ENSG00000130766","SESN2"
"ENSG00000204138","PHACTR4"
"ENSG00000180098","TRNAU1AP"
"ENSG00000198492","YTHDF2"
"ENSG00000116329","OPRD1"
"ENSG00000159023","EPB41"
"ENSG00000116353","MECR"
"ENSG00000060656","PTPRU"
"ENSG00000162512","SDC3"
"ENSG00000121766","ZCCHC17"
"ENSG00000121769","FABP3"
"ENSG00000162517","PEF1"
"ENSG00000121753","ADGRB2"
"ENSG00000184007","PTP4A2"
"ENSG00000121774","KHDRBS1"
"ENSG00000160051","IQCC"
"ENSG00000084623","EIF3I"
"ENSG00000273274","ZBTB8B"
"ENSG00000160062","ZBTB8A"
"ENSG00000176261","ZBTB8OS"
"ENSG00000162521","RBBP4"
"ENSG00000162520","SYNC"
"ENSG00000134684","YARS"
"ENSG00000160097","FNDC5"
"ENSG00000121905","HPCA"
"ENSG00000116514","RNF19B"
"ENSG00000004455","AK2"
"ENSG00000142920","AZIN2"
"ENSG00000134686","PHC2"
"ENSG00000121903","ZSCAN20"
"ENSG00000121904","CSMD2"
"ENSG00000163866","SMIM12"
"ENSG00000163867","ZMYM6"
"ENSG00000146463","ZMYM4"
"ENSG00000020129","NCDN"
"ENSG00000126067","PSMB2"
"ENSG00000142686","C1orf216"
"ENSG00000092853","CLSPN"
"ENSG00000126070","AGO3"
"ENSG00000116863","ADPRHL2"
"ENSG00000116871","MAP7D1"
"ENSG00000196182","STK40"
"ENSG00000181817","LSM10"
"ENSG00000163873","GRIK3"
"ENSG00000163875","MEAF6"
"ENSG00000163877","SNIP1"
"ENSG00000163879","DNALI1"
"ENSG00000185090","MANEAL"
"ENSG00000196449","YRDC"
"ENSG00000197982","C1orf122"
"ENSG00000204084","INPP5B"
"ENSG00000183386","FHL3"
"ENSG00000183520","UTP11"
"ENSG00000185668","POU3F1"
"ENSG00000174574","AKIRIN1"
"ENSG00000168653","NDUFS5"
"ENSG00000127603","MACF1"
"ENSG00000116983","HPCAL4"
"ENSG00000043514","TRIT1"
"ENSG00000131236","CAP1"
"ENSG00000131238","PPT1"
"ENSG00000117000","RLF"
"ENSG00000084070","SMAP2"
"ENSG00000117016","RIMS3"
"ENSG00000066136","NFYC"
"ENSG00000179862","CITED4"
"ENSG00000010803","SCMH1"
"ENSG00000127124","HIVEP3"
"ENSG00000198815","FOXJ3"
"ENSG00000127125","PPCS"
"ENSG00000186409","CCDC30"
"ENSG00000171960","PPIH"
"ENSG00000117385","P3H1"
"ENSG00000164011","ZNF691"
"ENSG00000117394","SLC2A1"
"ENSG00000117395","EBNA1BP2"
"ENSG00000159479","MED8"
"ENSG00000198198","SZT2"
"ENSG00000142949","PTPRF"
"ENSG00000117410","ATP6V0B"
"ENSG00000159214","CCDC24"
"ENSG00000196517","SLC6A9"
"ENSG00000187147","RNF220"
"ENSG00000126106","TMEM53"
"ENSG00000142937","RPS8"
"ENSG00000070785","EIF2B3"
"ENSG00000126088","UROD"
"ENSG00000162415","ZSWIM5"
"ENSG00000132773","TOE1"
"ENSG00000070759","TESK2"
"ENSG00000117450","PRDX1"
"ENSG00000117448","AKR1A1"
"ENSG00000159592","GPBP1L1"
"ENSG00000086015","MAST2"
"ENSG00000117461","PIK3R3"
"ENSG00000085998","POMGNT1"
"ENSG00000173660","UQCRH"
"ENSG00000123472","ATPAF1"
"ENSG00000159658","EFCAB14"
"ENSG00000162368","CMPK1"
"ENSG00000132122","SPATA6"
"ENSG00000186094","AGBL4"
"ENSG00000162373","BEND5"
"ENSG00000162374","ELAVL4"
"ENSG00000185104","FAF1"
"ENSG00000123091","RNF11"
"ENSG00000085831","TTC39A"
"ENSG00000117859","OSBPL9"
"ENSG00000078618","NRDC"
"ENSG00000117862","TXNDC12"
"ENSG00000198841","KTI12"
"ENSG00000134717","BTF3L4"
"ENSG00000157077","ZFYVE9"
"ENSG00000134744","TUT4"
"ENSG00000162377","COA7"
"ENSG00000162378","ZYG11B"
"ENSG00000116171","SCP2"
"ENSG00000162384","CZIB"
"ENSG00000162385","MAGOH"
"ENSG00000157193","LRP8"
"ENSG00000174332","GLIS1"
"ENSG00000116209","TMEM59"
"ENSG00000215883","CYB5RL"
"ENSG00000116221","MRPL37"
"ENSG00000116133","DHCR24"
"ENSG00000162402","USP24"
"ENSG00000173406","DAB1"
"ENSG00000177606","JUN"
"ENSG00000132849","PATJ"
"ENSG00000162607","USP1"
"ENSG00000116641","DOCK7"
"ENSG00000116652","DLEU2L"
"ENSG00000158966","CACHD1"
"ENSG00000162434","JAK1"
"ENSG00000118473","SGIP1"
"ENSG00000152763","WDR78"
"ENSG00000081985","IL12RB2"
"ENSG00000142864","SERBP1"
"ENSG00000116717","GADD45A"
"ENSG00000033122","LRRC7"
"ENSG00000116754","SRSF11"
"ENSG00000118454","ANKRD13C"
"ENSG00000172260","NEGR1"
"ENSG00000162620","LRRIQ3"
"ENSG00000162621","LRRC53"
"ENSG00000162623","TYW3"
"ENSG00000057468","MSH4"
"ENSG00000184005","ST6GALNAC3"
"ENSG00000117069","ST6GALNAC5"
"ENSG00000142892","PIGK"
"ENSG00000154027","AK5"
"ENSG00000180488","MIGA1"
"ENSG00000137941","TTLL7"
"ENSG00000233061","TTLL7-IT1"
"ENSG00000117155","SSX2IP"
"ENSG00000162643","WDR63"
"ENSG00000117174","ZNHIT6"
"ENSG00000122417","ODF2L"
"ENSG00000097033","SH3GLB1"
"ENSG00000183291","SELENOF"
"ENSG00000065243","PKN2"
"ENSG00000137944","KYAT3"
"ENSG00000213516","RBMXL1"
"ENSG00000197147","LRRC8B"
"ENSG00000171488","LRRC8C"
"ENSG00000171492","LRRC8D"
"ENSG00000122482","ZNF644"
"ENSG00000162669","HFM1"
"ENSG00000069702","TGFBR3"
"ENSG00000189195","BTBD8"
"ENSG00000122484","RPAP2"
"ENSG00000067208","EVI5"
"ENSG00000122406","RPL5"
"ENSG00000154511","DIPK1A"
"ENSG00000117500","TMED5"
"ENSG00000122483","CCDC18"
"ENSG00000117505","DR1"
"ENSG00000067334","DNTTIP2"
"ENSG00000023909","GCLM"
"ENSG00000117528","ABCD3"
"ENSG00000143036","SLC44A3"
"ENSG00000117569","PTBP2"
"ENSG00000188641","DPYD"
"ENSG00000117598","PLPPR5"
"ENSG00000117600","PLPPR4"
"ENSG00000099260","PALMD"
"ENSG00000162688","AGL"
"ENSG00000117620","SLC35A3"
"ENSG00000156876","SASS6"
"ENSG00000137996","RTCA"
"ENSG00000181656","GPR88"
"ENSG00000162695","SLC30A7"
"ENSG00000118733","OLFM3"
"ENSG00000060718","COL11A1"
"ENSG00000185946","RNPC3"
"ENSG00000240038","AMY2B"
"ENSG00000198890","PRMT6"
"ENSG00000134215","VAV3"
"ENSG00000085491","SLC25A24"
"ENSG00000134186","PRPF38B"
"ENSG00000116266","STXBP3"
"ENSG00000085433","WDR47"
"ENSG00000197780","TAF13"
"ENSG00000215717","TMEM167B"
"ENSG00000179902","C1orf194"
"ENSG00000116299","KIAA1324"
"ENSG00000031698","SARS"
"ENSG00000143126","CELSR2"
"ENSG00000134222","PSRC1"
"ENSG00000134243","SORT1"
"ENSG00000181754","AMIGO1"
"ENSG00000065135","GNAI3"
"ENSG00000168765","GSTM4"
"ENSG00000134202","GSTM3"
"ENSG00000168710","AHCYL1"
"ENSG00000143093","STRIP1"
"ENSG00000197106","SLC6A17"
"ENSG00000134248","LAMTOR5"
"ENSG00000143119","CD53"
"ENSG00000156171","DRAM2"
"ENSG00000134255","CEPT1"
"ENSG00000116459","ATP5PB"
"ENSG00000143110","C1orf162"
"ENSG00000116473","RAP1A"
"ENSG00000197852","INKA2"
"ENSG00000171385","KCND3"
"ENSG00000143079","CTTNBP2NL"
"ENSG00000007341","ST7L"
"ENSG00000155367","PPM1J"
"ENSG00000198799","LRIG2"
"ENSG00000081026","MAGI3"
"ENSG00000116793","PHTF1"
"ENSG00000118655","DCLRE1B"
"ENSG00000197323","TRIM33"
"ENSG00000116752","BCAS2"
"ENSG00000009307","CSDE1"
"ENSG00000163393","SLC22A15"
"ENSG00000163399","ATP1A1"
"ENSG00000116815","CD58"
"ENSG00000143061","IGSF3"
"ENSG00000134247","PTGFRN"
"ENSG00000196505","GDAP2"
"ENSG00000155761","SPAG17"
"ENSG00000116874","WARS2"
"ENSG00000143067","ZNF697"
"ENSG00000171943","SRGAP2C"
"ENSG00000196369","SRGAP2B"
"ENSG00000117262","GPR89A"
"ENSG00000131779","PEX11B"
"ENSG00000265241","RBM8A"
"ENSG00000272031","ANKRD34A"
"ENSG00000121851","POLR3GL"
"ENSG00000131791","PRKAB2"
"ENSG00000162836","ACP6"
"ENSG00000188092","GPR89B"
"ENSG00000178104","PDE4DIP"
"ENSG00000178096","BOLA1"
"ENSG00000159164","SV2A"
"ENSG00000264522","OTUD7B"
"ENSG00000136631","VPS45"
"ENSG00000143401","ANP32E"
"ENSG00000117362","APH1A"
"ENSG00000266472","MRPS21"
"ENSG00000117360","PRPF3"
"ENSG00000163125","RPRD2"
"ENSG00000143384","MCL1"
"ENSG00000143420","ENSA"
"ENSG00000143452","HORMAD1"
"ENSG00000163131","CTSS"
"ENSG00000143387","CTSK"
"ENSG00000143437","ARNT"
"ENSG00000143443","C1orf56"
"ENSG00000213190","MLLT11"
"ENSG00000163156","SCNM1"
"ENSG00000163155","LYSMD1"
"ENSG00000143442","POGZ"
"ENSG00000143367","TUFT1"
"ENSG00000143376","SNX27"
"ENSG00000159409","CELF3"
"ENSG00000178796","RIIAD1"
"ENSG00000143436","MRPL9"
"ENSG00000159445","THEM4"
"ENSG00000197956","S100A6"
"ENSG00000189171","S100A13"
"ENSG00000160679","CHTOP"
"ENSG00000143553","SNAPIN"
"ENSG00000143621","ILF2"
"ENSG00000143554","SLC27A3"
"ENSG00000143614","GATAD2B"
"ENSG00000143570","SLC39A1"
"ENSG00000177954","RPS27"
"ENSG00000143549","TPM3"
"ENSG00000143612","C1orf43"
"ENSG00000143575","HAX1"
"ENSG00000143515","ATP8B2"
"ENSG00000160714","UBE2Q1"
"ENSG00000160716","CHRNB2"
"ENSG00000160710","ADAR"
"ENSG00000163344","PMVK"
"ENSG00000163348","PYGO2"
"ENSG00000173207","CKS1B"
"ENSG00000160685","ZBTB7B"
"ENSG00000143590","EFNA3"
"ENSG00000179085","DPM3"
"ENSG00000163463","KRTCAP2"
"ENSG00000169231","THBS3"
"ENSG00000160767","FAM189B"
"ENSG00000116539","ASH1L"
"ENSG00000132676","DAP3"
"ENSG00000132718","SYT11"
"ENSG00000116584","ARHGEF2"
"ENSG00000163479","SSR2"
"ENSG00000160803","UBQLN4"
"ENSG00000116586","LAMTOR2"
"ENSG00000160789","LMNA"
"ENSG00000160785","SLC25A44"
"ENSG00000242252","BGLAP"
"ENSG00000198715","GLMP"
"ENSG00000163468","CCT3"
"ENSG00000125462","C1orf61"
"ENSG00000116604","MEF2D"
"ENSG00000163382","NAXE"
"ENSG00000160818","GPATCH4"
"ENSG00000143320","CRABP2"
"ENSG00000143303","RRNAD1"
"ENSG00000143314","MRPL24"
"ENSG00000143321","HDGF"
"ENSG00000143294","PRCC"
"ENSG00000132694","ARHGEF11"
"ENSG00000117036","ETV3"
"ENSG00000162706","CADM3"
"ENSG00000213088","ACKR1"
"ENSG00000158716","DUSP23"
"ENSG00000162728","KCNJ9"
"ENSG00000162729","IGSF8"
"ENSG00000143318","CASQ1"
"ENSG00000162734","PEA15"
"ENSG00000162735","PEX19"
"ENSG00000162736","NCSTN"
"ENSG00000215845","TSTD1"
"ENSG00000162755","KLHDC9"
"ENSG00000143256","PFDN2"
"ENSG00000158793","NIT1"
"ENSG00000143222","UFC1"
"ENSG00000158850","B4GALT3"
"ENSG00000158864","NDUFS2"
"ENSG00000158882","TOMM40L"
"ENSG00000143252","SDHC"
"ENSG00000162746","FCRLB"
"ENSG00000118217","ATF6"
"ENSG00000239887","C1orf226"
"ENSG00000152332","UHMK1"
"ENSG00000117143","UAP1"
"ENSG00000117152","RGS4"
"ENSG00000143183","TMCO1"
"ENSG00000188859","FAM78B"
"ENSG00000152382","TADA1"
