GENE_SYMBOLS,refseq_ids
MPEG1,NM_001039396
AZIN2,NM_001293562
LTC4S,NM_000897
VSNL1,NM_001366803
SNAP25,NM_001322902
NRN1,NM_001278710
IGF1,NM_000618
FMN1,NM_001103184
A2M,NM_000014
CX3CR1,NM_001171171
NAV2,NM_001111018
SSH2,NM_001282129
RGS4,NM_001102445
DOCK5,NM_001322810
PGAM1,NM_001317079
SFMBT2,NM_001018039
HCLS1,NM_001292041
ALDOC,NM_005165
ATP6V1F,NM_001198909
PID1,NM_001100818
FOXP1,NM_001012505
PER3,NM_001289861
STMN3,NM_001276310
ITGAX,NM_000887
TAGLN3,NM_001008272
PDE4D,NM_001104631
TPI1,NM_000365
PFN2,NM_002628
MLLT11,NM_006818
NLRC5,NM_001330552
PNMA2,NM_007257
DSTN,NM_001011546
CEND1,NM_016564
NAALADL2,NM_207015
PRDM11,NM_001256695
LILRB4,NM_001081438
ADAP2,NM_001346712
CKLF,NM_001040138
SAP30,NM_003864
CHST15,NM_001270764
GALNT10,NM_017540
KBTBD12,NM_001370224
GNG3,NM_012202
SLC35G2,NM_001097599
STON2,NM_001256430
TUBB3,NM_001197181
TMTC2,NM_001320321
GAP43,NM_001130064
NAP1L2,NM_021963
MICOS10,NM_001032363
TSHZ3,NM_020856
IGF2R,NM_000876
MGLL,NM_001003794
EAF2,NM_001320041
ATP5MC3,NM_001002256
MOAP1,NM_022151
B4GAT1,NM_006876
SULT4A1,NM_014351
LCP1,NM_002298
TMED8,NM_001346131
HDAC4,NM_001378414
PHF21A,NM_001101802
NAP1L3,NM_004538
BEX3,NM_001282674
RAB27A,NM_004580
SCD,NM_005063
OAS1,NM_001032409
MAGEH1,NM_014061
TBC1D8,NM_001102426
PNMA8B,NM_020709
PIGX,NM_001166304
ATP6V1G2,NM_001204078
ATP11A,NM_001405661
SLA,NM_001045556
PRDX5,NM_001358511
GLRB,NM_000824
PHACTR2,NM_001100164
KIAA0586,NM_001244189
TRPM3,NM_001007470
MED12L,NM_001393769
TLR5,NM_003268
SH3PXD2B,NM_001017995
CD163,NM_001370145
MACORIS,NR_184023
LZTS3,NM_001282533
SLC6A6,NM_001134367
ARHGAP9,NM_001080156
PLEKHG5,NM_001042663
MAMDC2,NM_001347990
IFNAR2,NM_000874
CXorf38,NM_001330455
NAP1L5,NM_153757
GAL3ST4,NM_024637
HNRNPA1P48,NA
CD163L1,NM_001297650
NCK1-DT,NR_110175
PLXDC1,NM_020405
MS4A6A,NM_001247999
NEAT1,NR_002802
P2RY13,NM_023914
DTNBP1,NM_001271667
IQGAP1,NM_003870
ABHD3,NM_001308256
ACY3,NM_080658
AP1S1,NM_001283
NRSN1,NM_080723
IL15,NM_000585
NSG1,NM_001040101
SYN3,NM_001135774
MARCKSL1,NM_023009
UBE2QL1,NM_001145161
E2F3,NM_001243076
C1orf216,NM_001348691
CASP4,NM_001225
RAD18,NM_020165
DLEU7,NM_001306135
C1orf162,NM_001300834
DENND3,NM_001352890
LNCAROD,NR_120641
CTNNA3,NM_001127384
AIDA,NM_022831
OAT,NM_000274
JAK3,NM_000215
CYP51A1,NM_000786
TNFAIP2,NM_001371220
CCDC191,NM_001353766
SLC38A2,NM_001307936
FKBP5,NM_001145775
RUNX1,NM_001001890
DEC1,NA
VSTM2L,NM_080607
PCSK1,NM_000439
SLC25A37,NM_001317812
PLD4,NM_001308174
TNFAIP8,NM_001077654
DLEU1,NM_005887
PTPRT,NM_001394024
CTSO,NM_001334
MAP3K8,NM_001244134
HAAO,NM_012205
CNTNAP5,NM_001367498
DUSP10,NM_007207
P3H2,NM_001134418
TBC1D14,NM_001113361
PLAT,NM_000930
BEX5,NM_001012978
DPYD,NM_000110
HRH1,NM_000861
GPR65,NM_003608
CAMK1G,NM_020439
DSE,NM_001080976
ADAMTS17,NM_139057
TEF,NM_001145398
CSF2RA,NM_001161529
ECT2,NM_001258315
MEI4,NM_001282136
SGCE,NM_001099400
PIK3AP1,NM_152309
CDK5R2,NM_003936
MACROD1,NM_001411019
TBC1D4,NM_001286658
DDN,NM_015086
CEP152,NM_001194998
PYGL,NM_001163940
B4GALT6,NM_001330570
CASP1,NM_001223
SERPINA1,NM_000295
SCG2,NM_003469
WLS,NM_001002292
RBMS1,NM_002897
IKBKE,NM_001193321
PACSIN1,NM_001199583
NUP210,NM_024923
EMC10,NM_175063
HPCA,NM_002143
BST2,NM_004335
ENO4,NM_001242699
