GENE_SYMBOLS,refseq_ids
YWHAH,NM_003405
CX3CR1,NM_001171171
CALM2,NM_001305624
MPEG1,NM_001039396
LTC4S,NM_000897
AZIN2,NM_001293562
PFN2,NM_002628
SNAP25,NM_001322902
ATP5MPL,NA
SFMBT2,NM_001018039
COPS9,NM_001163424
PCP4,NM_006198
ACY3,NM_080658
DYNLL1,NM_001037494
SELENOH,NM_001321335
COX4I1,NM_001318786
PRDM11,NM_001256695
HOPX,NM_001145459
EIF4A2,NM_001967
MLLT11,NM_006818
BEX3,NM_001282674
CHCHD2,NM_001320327
SELENOW,NM_003009
P2RY13,NM_023914
PLAT,NM_000930
TPI1,NM_000365
VSNL1,NM_001366803
DSTN,NM_001011546
PRDX5,NM_001358511
TOMM7,NM_019059
NDUFA4,NM_002489
RPS19BP1,NM_194326
NAV2,NM_001111018
NEAT1,NR_002802
ACTG1,NM_001199954
CHCHD10,NM_001301339
GAP43,NM_001130064
ATP5MD,NA
ARNTL,NA
H2AFZ,NA
COX5B,NM_001862
STMN1,NM_001145454
A2M,NM_000014
IFNAR2,NM_000874
ATP6V1G2,NM_001204078
CALM3,NM_001329921
C4orf48,NM_001141936
CCDC85B,NM_006848
TCEAL7,NM_001348258
TRPM3,NM_001007470
NRN1,NM_001278710
IGF1,NM_000618
TMSB10,NM_021103
NAP1L5,NM_153757
RPL34,NM_000995
COX6C,NM_004374
MAP1LC3A,NM_032514
STUB1,NM_001293197
UBL5,NM_001048241
SRP14,NM_001309434
KIF26B,NM_018012
HTRA1,NM_002775
MACORIS,NR_184023
PLXDC1,NM_020405
WLS,NM_001002292
MZT2B,NM_001330282
UQCR11,NM_006830
MZT2A,NM_001085365
SRP9,NM_001130440
RGS4,NM_001102445
TNFAIP8,NM_001077654
POLR2K,NM_005034
SUSD3,NM_001287005
COX7A1,NM_001864
P2RY12,NM_022788
GAL3ST4,NM_024637
ADA2,NM_001282225
CNIH3,NM_001322302
IGF2R,NM_000876
UQCRQ,NM_014402
ANAPC11,NM_001002244
MIF,NM_002415
RNF19B,NM_001127361
BEX4,NM_001080425
SNHG8,NR_003584
EIF1B,NM_005875
ATP5MF,NM_001003713
PLD4,NM_001308174
SNHG6,NR_002599
COX14,NM_001257133
TMTC2,NM_001320321
MRFAP1,NM_001272053
HINT1,NM_005340
AP1S1,NM_001283
RPL38,NM_000999
CLEC9A,NM_207345
RPS21,NM_001024
MED12L,NM_001393769
CYCS,NM_018947
NDUFAF8,NM_001086521
HCG22,NM_001348249
BEX5,NM_001012978
RPL41,NM_001035267
NDUFB2,NM_004546
NDUFS6,NM_004553
PGAM1,NM_001317079
RPSA,NM_001304288
PNMA2,NM_007257
PER3,NM_001289861
FMC1,NM_197964
NLRP3,NM_001079821
TBC1D4,NM_001286658
PMEPA1,NM_001255976
NAA38,NM_001320924
GADD45GIP1,NM_052850
SYNDIG1,NM_001323606
UQCR10,NM_001003684
TLR4,NM_003266
ATP5IF1,NM_016311
TMEM14A,NM_014051
COX7A2,NM_001366292
JAK3,NM_000215
TIMM8B,NM_012459
GNG3,NM_012202
P3H2,NM_001134418
LILRB4,NM_001081438
TMED8,NM_001346131
ANAPC13,NM_001242374
PDE4D,NM_001104631
EAF2,NM_001320041
TTC9B,NM_152479
BEX1,NM_018476
RBFOX1,NM_001142333
SNRNP25,NM_024571
DEC1,NA
FMN1,NM_001103184
NLRC5,NM_001330552
NT5C,NM_001252377
TBC1D8,NM_001102426
COX7C,NM_001867
GPR34,NM_001033513
SNHG19,NR_132114
RPL21,NM_000982
AGBL3,NM_001345850
RPL7,NM_000971
LPAR1,NM_001351397
RBPJ,NM_001363577
MRC2,NM_006039
LAMTOR5,NM_001382293
TBC1D14,NM_001113361
ZNF385B,NM_001113397
PID1,NM_001100818
DIRAS2,NM_017594
TMEM160,NM_017854
RPS10,NM_001014
GABARAPL1,NM_001363598
FIS1,NM_016068
NSG1,NM_001040101
PFDN5,NM_002624
PNMA1,NM_006029
MICOS10,NM_001032363
NDUFAB1,NM_005003
STON2,NM_001256430
SLC35G2,NM_001097599
RIMS2,NM_001100117
FAM53B,NM_014661
RPL9,NM_000661
FOXP1,NM_001012505
NNAT,NM_001322802
ATP5MC3,NM_001002256
RPL10A,NM_007104
RPL35A,NM_000996
HIGD1A,NM_001099668
NRSN1,NM_080723
CHRM3,NM_000740
PTPN2,NM_001207013
FAU,NM_001997
NAALADL2,NM_207015
ZC4H2,NM_001178032
RPS29,NM_001030001
RPL37A,NM_000998
DBNDD2,NM_001048221
SCG2,NM_003469
TLR5,NM_003268
MGLL,NM_001003794
SNCG,NM_001330120
NME1,NM_000269
IGSF6,NM_005849
NHP2,NM_001034833
DPYD,NM_000110
ATP5MC1,NM_001002027
HCN1,NM_021072
FGF14,NM_001321931
GRM5,NM_000842
SNRPE,NM_001304464
DHRS9,NM_001142270
GALNT17,NM_022479
MARCKSL1,NM_023009
BCL6,NM_001130845
ATP8A2,NM_001313741
WNT2B,NM_001291880
KCNB2,NM_004770
RPS12,NM_001016
RAB40B,NM_006822
KCNIP4,NM_001035003
OPCML,NM_001012393
NDUFA7,NM_005001
BCO2,NM_001037290
KHDRBS3,NM_006558
PYGL,NM_001163940
ADCY9,NM_001116
NCK1-DT,NR_110175
DUSP10,NM_007207
SERF2,NM_001018108
UQCRFS1,NM_006003
SELENOM,NM_080430
RALYL,NM_001100391
TMSB4X,NM_021109
ITGAX,NM_000887
VSTM2L,NM_080607
SCIN,NM_001112706
KAZN,NM_001017999
C1orf56,NM_017860
RPS3A,NM_001006
PGM5,NM_021965
RAB5IF,NM_001199534
IQCJ-SCHIP1,NM_001197113
SEC61B,NM_006808
IMPA2,NM_014214
CCSER1,NM_001145065
KCNQ5,NM_001160130
SYT6,NM_001253772
KLHL2,NM_001161521
CDH12,NM_001317227
ELOB,NM_007108
DSCAM,NM_001271534
OMG,NM_002544
RORA,NM_002943
PET100,NM_001171155
ERC2,NM_015576
RPL22L1,NM_001099645
SELPLG,NM_001206609
TMEM70,NM_001040613
RASSF4,NM_032023
MS4A6A,NM_001247999
RUNX1,NM_001001890
SLC29A3,NM_001174098
DSE,NM_001080976
YBX3,NM_001145426
CYSLTR1,NM_001282186
SLC5A9,NM_001011547
STAT3,NM_001369512
RPL36AL,NM_001001
C12orf10,NA
ABHD3,NM_001308256
TGFBR3L,NM_001195259
TOMM6,NM_001134493
ACSM5,NM_001324371
CASP4,NM_001225
C4orf19,NM_001104629
RPL24,NM_000986
SHOC1,NM_001080551
C12orf57,NM_001301834
TMEM141,NM_032928
RFK,NM_018339
SRRM4,NM_194286
PTPN14,NM_005401
TNFRSF13C,NM_052945
GLIPR1,NM_006851
SNRPD1,NM_001291916
SYNGR2,NM_001320523
STARD13,NM_001243466
SLA,NM_001045556
SNTG1,NM_001287813
TOMM5,NM_001001790
DENND3,NM_001352890
EML1,NM_001008707
HNRNPA1P48,NA
TIAM1,NM_001353684
ATP5F1E,NM_006886
MGST1,NM_001260511
APEX1,NM_001244249
POLR2I,NM_006233
RPS6KA5,NM_001322227
IFI27L2,NM_032036
NCBP2AS2,NM_001355243
FRMPD4,NM_001368395
IGSF10,NM_001178145
KHDRBS2,NM_001350622
SMIM3,NM_032947
ABCA7,NM_019112
ADRB2,NM_000024
LNCAROD,NR_120641
BANF1,NM_001143985
ST14,NM_021978
CACNA1B,NM_000718
FCGR2A,NM_001136219
STXBP5L,NM_001308330
CDH18,NM_001167667
RPL26,NM_000987
CITED2,NM_001168388
SNHG15,NR_003697
LEPR,NM_001003679
EEPD1,NM_030636
ADGRE2,NM_001271052
NRG1,NM_001159995
KIF21B,NM_001252100
RPS18,NM_022551
RPS15,NM_001018
RPL35,NM_007209
CD163,NM_001370145
MS4A14,NM_001079692
PRIM1,NM_000946
GNG10,NM_001017998
AIDA,NM_022831
FCGR3A,NM_000569
USB1,NM_001195302
IQGAP1,NM_003870
CHCHD7,NM_001011667
CFAP74,NM_001003808
GAB1,NM_002039
RPS15A,NM_001019
RNF149,NM_173647
TMEM132D,NM_133448
RPS7,NM_001011
IQGAP2,NM_001285460
PKNOX2,NM_001382323
GRM7,NM_000844
MAP2K6,NM_001330450
SOCS6,NM_004232
NLRP1,NM_001033053
HS3ST4,NM_006040
CLIC4,NM_013943
