GENE_SYMBOLS,refseq_ids
KLHL17,NM_198317
PANK4,NM_018216
ACOT7,NM_007274
FBXO2,NM_012168
KAZN,NM_001017999
CROCC,NM_014675
TCEA3,NM_003196
STPG1,NM_001199012
ZNF362,NM_001370212
DLGAP3,NM_001080418
PPIH,NM_001330510
B4GALT2,NM_001005417
CYP4X1,NM_001320289
CYP4Z1,NM_178134
CZIB,NM_001304759
LRRC42,NM_001256409
MROH7,NM_001039464
NFIA,NM_001134673
NTNG1,NM_001113226
WDR77,NM_001317062
LIX1L,NM_153713
SETDB1,NM_001145415
S100A1,NM_006271
EFNA3,NM_004952
KRTCAP2,NM_173852
UAP1,NM_001324113
FAM78B,NM_001017961
BRINP2,NM_021165
PFKFB2,NM_001018053
USH2A,NM_007123
LEFTY1,NM_020997
RAB4A,NM_001271998
CATSPERE,NM_001130957
PDIA6,NM_001282704
GREB1,NM_014668
RDH14,NM_020905
TTC32,NM_001008237
COMMD1,NM_001321781
TIA1,NM_001351508
SEMA4F,NM_001271661
ELMOD3,NM_001135021
ST6GAL2,NM_001142351
MERTK,NM_006343
POLR1B,NM_001137604
ACVR2A,NM_001278579
TANC1,NM_001145909
FTCDNL1,NM_001350853
IGFBP5,NM_000599
COL4A4,NM_000092
ANKMY1,NM_001282771
ATG7,NM_001136031
THRB-IT1,NA
NKTR,NM_001012651
LARS2,NM_001368263
TMEM115,NM_007024
CGGBP1,NM_001008390
DHFR2,NM_001195643
ABI3BP,NM_001349329
ABHD10,NM_001272069
CCDC191,NM_001353766
SLC49A4,NM_032839
RPN1,NM_002950
MRPL3,NM_007208
DBR1,NM_016216
GOLIM4,NM_001308155
SLC7A14,NM_020949
ST6GAL1,NM_001353916
GRK4,NM_001004056
SMIM20,NM_001145432
SCFD2,NM_152540
BMP3,NM_001201
GPRIN3,NM_198281
CISD2,NM_001008388
CASP6,NM_001226
FAT4,NM_001291285
PCDH10,NM_020815
CLGN,NM_001130675
INPP4B,NM_001101669
SAP30,NM_003864
RASGRF2,NM_006909
ATP6AP1L,NM_001017971
RGMB,NM_001012761
CAMK4,NM_001323374
PPARGC1B,NM_001172698
GRIA1,NM_000827
STK10,NM_005990
CDHR2,NM_001171976
RAB24,NM_001031677
RASGEF1C,NM_001031799
NOL7,NM_001317724
PIM1,NM_001243186
MDGA1,NM_153487
MEA1,NM_001318942
COL21A1,NM_001318751
B3GAT2,NM_080742
UBE2J1,NM_016021
BACH2,NM_001170794
CRYBG1,NM_001371242
OSTM1,NM_014028
WASF1,NM_001024934
EYA4,NM_001301012
PEX7,NM_000288
FBXO30,NM_001348092
CCDC170,NM_025059
ZNF853,NM_001353546
CCDC126,NM_138771
FAM221A,NM_001127364
HNRNPA2B1,NM_002137
PURB,NM_033224
CALN1,NM_001017440
RCC1L,NM_001281441
ACHE,NM_000665
RASA4,NM_001079877
FAM185A,NM_001145268
NAMPT,NM_005746
DNAJB9,NM_012328
ZNF277,NM_021994
CLEC2L,NM_001080511
ZNF862,NM_001099220
HTR5A,NM_024012
PTPRN2,NM_001308267
LONRF1,NM_001329976
