GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
ANKRD55,NM_001039935
SPRED2,NM_001128210
CRH,NM_000756
CBLN4,NM_080617
SPRY4,NM_001127496
SLC32A1,NM_080552
CORT,NM_001302
PGAM1,NM_001317079
HES4,NM_001142467
PCP4L1,NM_001102566
TCIM,NM_020130
CAMK2N2,NM_033259
PER2,NM_003894
PNMA8A,NM_001103149
BTF3,NM_001037637
SYNC,NM_001161708
COPS7A,NM_001164093
ATP6AP1,NM_001183
NCBP2AS2,NM_001355243
VGF,NM_003378
ACP2,NM_001131064
TRPC3,NM_001130698
DUSP4,NM_001394
TOMM5,NM_001001790
CCDC184,NM_001013635
TCEAL7,NM_001348258
TRIB2,NM_021643
SELENOH,NM_001321335
HELLPAR,NA
TCEAL8,NM_001006684
LAMP5,NM_001199897
RPS27,NM_001030
TSPAN31,NM_001330168
SNAPC5,NM_001329613
FNDC4,NM_022823
CYCS,NM_018947
RPS19BP1,NM_194326
SNHG32,NM_001040437
CCN3,NM_002514
SELENOM,NM_080430
RPS23,NM_001025
RPS25,NM_001028
RPL10A,NM_007104
CHGB,NM_001819
PRKCD,NM_001316327
IGSF10,NM_001178145
SLC10A4,NM_152679
RPL35A,NM_000996
RPS15A,NM_001019
DDIT3,NM_001195053
SNHG6,NR_002599
FAU,NM_001997
NAP1L5,NM_153757
TRAF3IP2,NM_001164281
RND3,NM_001254738
RPL36AL,NM_001001
PAPSS2,NM_001015880
RPS13,NM_001017
SCRG1,NM_001329597
RPS27A,NM_001135592
ANGPTL1,NM_001376763
FILIP1L,NM_001042459
SNHG8,NR_003584
TOMM7,NM_019059
SALL2,NM_001291446
SPDYE21P,NA
UBE2L6,NM_004223
CCDC65,NM_001286957
PDE5A,NM_001083
RPL36A,NM_001199972
ABRACL,NM_021243
P2RY14,NM_001081455
HLA-A,NM_001242758
TMEM208,NM_001318217
SST,NM_001048
BCL2L14,NM_001370268
MRPS24,NM_032014
FGF1,NM_000800
EMC6,NM_001014764
RPL26,NM_000987
ZPBP,NM_001159878
LBH,NM_030915
DCLRE1C,NM_001033855
METAP1D,NM_001322278
SYCE1L,NM_001129979
HEIH,NR_045680
UBE2S,NM_014501
LSM3,NM_014463
MCHR1,NM_005297
CPLX3,NM_001030005
ARL4D,NM_001661
SNHG19,NR_132114
DDT,NM_001084392
HDDC3,NM_001286451
TH2LCRR,NR_132124
COX14,NM_001257133
TIMM10,NM_012456
SMIM26,NM_001348957
SPDYE5,NM_001099435
PRKD3,NM_005813
SDHAF1,NM_001042631
C6orf226,NM_001008739
RPS26,NM_001029
C12orf40,NM_001031748
C1orf56,NM_017860
ANGPT2,NM_001118887
MYCBP,NM_012333
OXLD1,NM_001039842
RPA3,NM_002947
VIP,NM_003381
PKD2L2,NM_001258448
ANKUB1,NM_001144960
DOCK6,NM_001367830
SLC3A1,NM_000341
SPDYE2,NM_001031618
CFTR,NM_000492
RARRES1,NM_002888
SNHG15,NR_003697
OST4,NM_001134693
MKRN2OS,NM_001195279
CD302,NM_001198763
SPDYE3,NM_001004351
HCRTR2,NM_001384272
TGFB1,NM_000660
NDUFB11,NM_001135998
DNPH1,NM_006443
P4HA3,NM_001288748
MRPL17,NM_022061
RGS16,NM_002928
PCDH18,NM_001300828
MAK,NM_001242385
RTL9,NM_001385449
FN1,NM_001306129
HHIP,NM_022475
ST8SIA2,NM_001330416
SLC26A5,NM_001167962
CA1,NM_001128829
PNOC,NM_001284244
FAM174C,NM_017914
NEK5,NM_001365552
APOLD1,NM_001130415
C1QTNF7,NM_001135170
CCDC192,NM_001317938
STAG3,NM_001282716
PHKG1,NM_001258459
NT5C,NM_001252377
XBP1,NM_001079539
SQLE,NM_003129
LYG2,NM_175735
SPDYE1,NM_001378423
HIST3H2A,NA
RPL22L1,NM_001099645
ACMSD,NM_001307983
TMEM255A,NM_001104544
USHBP1,NM_001297703
IQUB,NM_001282855
MSMO1,NM_001017369
ETV4,NM_001079675
SNX31,NM_001363720
TARID,NR_109982
B3GNT5,NM_032047
SHOC1,NM_001080551
HLA-B,NM_005514
DOCK5,NM_001322810
HIPK4,NM_144685
LEPR,NM_001003679
TRPC7,NM_001167576
FKBP5,NM_001145775
TRPM3,NM_001007470
PRSS51,XM_047422509
ACSM6,NM_207321
LIPI,NM_001302998
LINGO1,NM_001301186
ARF5,NM_001662
MLIP,NM_001281746
MYH11,NM_001040113
ADGRG2,NM_001079858
DUOX1,NM_017434
IL7,NM_000880
TMPRSS11D,NM_004262
MEIS2,NM_001220482
NFE2L3,NM_004289
INSIG1,NM_001346590
ACAT2,NM_001303253
PAPPA,NM_002581
TCF7,NM_001134851
TMPRSS11A,NM_001114387
CLIC5,NM_001114086
KLRD1,NM_001114396
NMBR,NM_001324307
NPPC,NM_024409
CCDC59,NM_014167
SFRP4,NM_003014
TMEM191B,NM_001242313
CCDC178,NM_001105528
ADCY10,NM_001167749
LDLR,NM_000527
TNNT2,NM_000364
DOCK8,NM_001190458
FOXP2,NM_001172766
SLC26A3,NM_000111
C9orf153,NM_001010907
GLI3,NM_000168
TMEM97,NM_014573
CARD18,NM_021571
C8orf88,NM_001190972
RHD,NM_001127691
POLQ,NM_006596
GPC5,NM_004466
SLCO1C1,NM_001145944
DUSP1,NM_004417
TAC3,NM_001006667
PRKCH,NM_006255
TSIX,NR_003255
CSNKA2IP,NM_001368165
MEPE,NM_001184694
FREM2,NM_207361
