GENE_SYMBOLS,refseq_ids
ANKRD55,NM_001039935
ETV5,NM_004454
SPRED2,NM_001128210
SPRY4,NM_001127496
PNMA8A,NM_001103149
CBLN4,NM_080617
RND3,NM_001254738
DUSP4,NM_001394
CAMK2N2,NM_033259
MARCKSL1,NM_023009
TIMP2,NM_003255
SLC32A1,NM_080552
ATP6AP1,NM_001183
CRH,NM_000756
TCIM,NM_020130
WDR77,NM_001317062
VGF,NM_003378
CCDC184,NM_001013635
KMO,NM_001410944
LGI2,NM_018176
PER2,NM_003894
SYNC,NM_001161708
ST8SIA2,NM_001330416
LAMP5,NM_001199897
TRIB2,NM_021643
SALL2,NM_001291446
XBP1,NM_001079539
HLA-A,NM_001242758
HCRTR2,NM_001384272
HELLPAR,NA
GPR27,NM_018971
NEU1,NM_000434
PCDH18,NM_001300828
SLC10A4,NM_152679
PNOC,NM_001284244
IGSF10,NM_001178145
SYCE1L,NM_001129979
SPDYE1,NM_001378423
CCN3,NM_002514
IRF2BPL,NM_024496
LBH,NM_030915
HEIH,NR_045680
ADAMTS5,NM_007038
KBTBD4,NM_001318716
DNAJB9,NM_012328
SST,NM_001048
BCL2L14,NM_001370268
CXCL14,NM_004887
ZPBP,NM_001159878
ARF6,NM_001663
SPATA2L,NM_152339
METAP1D,NM_001322278
GON7,NM_032490
PEG10,NM_001040152
CORT,NM_001302
SDHAF1,NM_001042631
SPDYE5,NM_001099435
SPDYE21P,NA
APOLD1,NM_001130415
DDIT3,NM_001195053
RELN,NM_005045
TRAF3IP2,NM_001164281
RNF5,NM_006913
TH2LCRR,NR_132124
NMBR,NM_001324307
TEX15,NM_001350162
PDE5A,NM_001083
C12orf40,NM_001031748
CNPPD1,NM_001321389
RGS16,NM_002928
IFITM3,NM_021034
ZXDB,NM_007157
C1orf56,NM_017860
DOCK6,NM_001367830
NDUFB11,NM_001135998
JAKMIP1,NM_001099433
HLA-F,NM_001098478
HTR5A,NM_024012
KRTCAP2,NM_173852
UBE2L6,NM_004223
CALB2,NM_001740
ANKUB1,NM_001144960
TUSC1,NM_001004125
GADD45A,NM_001199741
ANGPTL1,NM_001376763
RAB24,NM_001031677
TMEM115,NM_007024
PRKD3,NM_005813
SLC16A6,NM_001174166
FILIP1L,NM_001042459
C1QTNF7,NM_001135170
P2RY14,NM_001081455
MAK,NM_001242385
SNX31,NM_001363720
RPS26,NM_001029
CDK20,NM_001039803
RARRES1,NM_002888
SLC3A1,NM_000341
TAC3,NM_001006667
ARF5,NM_001662
IGFBP5,NM_000599
ARL4D,NM_001661
ANGPT2,NM_001118887
IQUB,NM_001282855
PANK4,NM_018216
SPDYE3,NM_001004351
NR2F2,NM_001145155
FREM3,NM_001168235
CA1,NM_001128829
SHOC1,NM_001080551
SCNN1G,NM_001039
TIMP3,NM_000362
PBX3,NM_001134778
NFE2L3,NM_004289
COL5A2,NM_000393
RPL22L1,NM_001099645
POLQ,NM_006596
CCDC192,NM_001317938
MKRN2OS,NM_001195279
SLC26A5,NM_001167962
EMC6,NM_001014764
ACSM6,NM_207321
DOCK5,NM_001322810
ACMSD,NM_001307983
MYCBP,NM_012333
LYG2,NM_175735
FN1,NM_001306129
PKD2L2,NM_001258448
SQLE,NM_003129
STAG3,NM_001282716
TRPC7,NM_001167576
TARID,NR_109982
ADGRG2,NM_001079858
CFTR,NM_000492
MCHR1,NM_005297
TMPRSS11A,NM_001114387
ADCY10,NM_001167749
NFIL3,NM_001289999
C6orf226,NM_001008739
RTL9,NM_001385449
RPA3,NM_002947
SFRP4,NM_003014
KCNA4,NM_002233
NRIP2,NM_031474
SLC26A3,NM_000111
LACTB2,NM_016027
SYCP3,NM_001177948
DUOX1,NM_017434
IL7,NM_000880
NDNF,NM_024574
C8orf88,NM_001190972
C9orf153,NM_001010907
TCF7,NM_001134851
MCMDC2,NM_001136160
FAM43A,NM_153690
TMEM255A,NM_001104544
ABCB1,NM_000927
FMO5,NM_001144829
OR2L5,NM_001258284
ARL9,NM_001363794
SNAI3,NM_178310
SPDYE2,NM_001031618
TGFB1,NM_000660
OR2L2,NM_001004686
CCDC178,NM_001105528
TMPRSS11D,NM_004262
MYH11,NM_001040113
LINGO1,NM_001301186
PRSS51,XM_047422509
LIPI,NM_001302998
NUP210L,NM_001159484
HIST3H2A,NA
HIPK4,NM_144685
HLA-C,NM_001243042
CD302,NM_001198763
INSIG1,NM_001346590
NEK5,NM_001365552
COL6A6,NM_001102608
DUSP1,NM_004417
TSIX,NR_003255
B3GNT5,NM_032047
IGFBP7,NM_001253835
FOXP2,NM_001172766
TMEM191B,NM_001242313
ABI3BP,NM_001349329
RPH3AL,NM_001190411
MEIS2,NM_001220482
PRKCH,NM_006255
TPTE2,NM_001141968
RHD,NM_001127691
FREM2,NM_207361
JUNB,NM_002229
