"Ensembl","Gene_Symbols"
"ENSG00000128245","YWHAH"
"ENSG00000168329","CX3CR1"
"ENSG00000143933","CALM2"
"ENSG00000197629","MPEG1"
"ENSG00000213316","LTC4S"
"ENSG00000142920","AZIN2"
"ENSG00000070087","PFN2"
"ENSG00000132639","SNAP25"
"ENSG00000156411","ATP5MPL"
"ENSG00000198879","SFMBT2"
"ENSG00000172428","COPS9"
"ENSG00000183036","PCP4"
"ENSG00000132744","ACY3"
"ENSG00000088986","DYNLL1"
"ENSG00000211450","SELENOH"
"ENSG00000131143","COX4I1"
"ENSG00000019485","PRDM11"
"ENSG00000171476","HOPX"
"ENSG00000156976","EIF4A2"
"ENSG00000213190","MLLT11"
"ENSG00000166681","BEX3"
"ENSG00000106153","CHCHD2"
"ENSG00000178980","SELENOW"
"ENSG00000181631","P2RY13"
"ENSG00000104368","PLAT"
"ENSG00000111669","TPI1"
"ENSG00000163032","VSNL1"
"ENSG00000125868","DSTN"
"ENSG00000126432","PRDX5"
"ENSG00000196683","TOMM7"
"ENSG00000189043","NDUFA4"
"ENSG00000187051","RPS19BP1"
"ENSG00000166833","NAV2"
"ENSG00000245532","NEAT1"
"ENSG00000184009","ACTG1"
"ENSG00000250479","CHCHD10"
"ENSG00000172020","GAP43"
"ENSG00000173915","ATP5MD"
"ENSG00000133794","ARNTL"
"ENSG00000164032","H2AFZ"
"ENSG00000135940","COX5B"
"ENSG00000117632","STMN1"
"ENSG00000175899","A2M"
"ENSG00000159110","IFNAR2"
"ENSG00000213760","ATP6V1G2"
"ENSG00000160014","CALM3"
"ENSG00000243449","C4orf48"
"ENSG00000175602","CCDC85B"
"ENSG00000182916","TCEAL7"
"ENSG00000083067","TRPM3"
"ENSG00000124785","NRN1"
"ENSG00000017427","IGF1"
"ENSG00000034510","TMSB10"
"ENSG00000177432","NAP1L5"
"ENSG00000109475","RPL34"
"ENSG00000164919","COX6C"
"ENSG00000101460","MAP1LC3A"
"ENSG00000103266","STUB1"
"ENSG00000198258","UBL5"
"ENSG00000140319","SRP14"
"ENSG00000162849","KIF26B"
"ENSG00000166033","HTRA1"
"ENSG00000237797","MACORIS"
"ENSG00000161381","PLXDC1"
"ENSG00000116729","WLS"
"ENSG00000152082","MZT2B"
"ENSG00000127540","UQCR11"
"ENSG00000173272","MZT2A"
"ENSG00000143742","SRP9"
"ENSG00000117152","RGS4"
"ENSG00000145779","TNFAIP8"
"ENSG00000147669","POLR2K"
"ENSG00000157303","SUSD3"
"ENSG00000161281","COX7A1"
"ENSG00000169313","P2RY12"
"ENSG00000197093","GAL3ST4"
"ENSG00000093072","ADA2"
"ENSG00000143786","CNIH3"
"ENSG00000197081","IGF2R"
"ENSG00000164405","UQCRQ"
