"Ensembl","Gene_Symbols"
"ENSG00000197629","MPEG1"
"ENSG00000128245","YWHAH"
"ENSG00000213316","LTC4S"
"ENSG00000142920","AZIN2"
"ENSG00000168329","CX3CR1"
"ENSG00000143933","CALM2"
"ENSG00000132639","SNAP25"
"ENSG00000198879","SFMBT2"
"ENSG00000070087","PFN2"
"ENSG00000163032","VSNL1"
"ENSG00000156976","EIF4A2"
"ENSG00000019485","PRDM11"
"ENSG00000175899","A2M"
"ENSG00000166833","NAV2"
"ENSG00000017427","IGF1"
"ENSG00000213190","MLLT11"
"ENSG00000124785","NRN1"
"ENSG00000132744","ACY3"
"ENSG00000111669","TPI1"
"ENSG00000088986","DYNLL1"
"ENSG00000125868","DSTN"
"ENSG00000160014","CALM3"
"ENSG00000156411","ATP5MPL"
"ENSG00000166681","BEX3"
"ENSG00000117152","RGS4"
"ENSG00000172020","GAP43"
"ENSG00000117632","STMN1"
"ENSG00000181631","P2RY13"
"ENSG00000141298","SSH2"
"ENSG00000126432","PRDX5"
"ENSG00000171476","HOPX"
"ENSG00000135655","USP15"
"ENSG00000248905","FMN1"
"ENSG00000172428","COPS9"
"ENSG00000175602","CCDC85B"
"ENSG00000213760","ATP6V1G2"
"ENSG00000104368","PLAT"
"ENSG00000159110","IFNAR2"
"ENSG00000245532","NEAT1"
"ENSG00000106153","CHCHD2"
"ENSG00000178980","SELENOW"
"ENSG00000237797","MACORIS"
"ENSG00000189043","NDUFA4"
"ENSG00000083067","TRPM3"
"ENSG00000183036","PCP4"
"ENSG00000184009","ACTG1"
"ENSG00000171314","PGAM1"
"ENSG00000131143","COX4I1"
"ENSG00000177432","NAP1L5"
"ENSG00000171617","ENC1"
"ENSG00000240694","PNMA2"
"ENSG00000121964","GTDC1"
"ENSG00000144834","TAGLN3"
"ENSG00000143742","SRP9"
"ENSG00000113448","PDE4D"
"ENSG00000197081","IGF2R"
"ENSG00000133794","ARNTL"
"ENSG00000049246","PER3"
"ENSG00000179104","TMTC2"
"ENSG00000153823","PID1"
"ENSG00000166033","HTRA1"
"ENSG00000161381","PLXDC1"
"ENSG00000173660","UQCRH"
"ENSG00000135365","PHF21A"
"ENSG00000179010","MRFAP1"
"ENSG00000250479","CHCHD10"
"ENSG00000197093","GAL3ST4"
"ENSG00000162188","GNG3"
"ENSG00000140022","STON2"
"ENSG00000173915","ATP5MD"
"ENSG00000116729","WLS"
"ENSG00000140853","NLRC5"
"ENSG00000100580","TMED8"
"ENSG00000168917","SLC35G2"
"ENSG00000145088","EAF2"
"ENSG00000173436","MICOS10"
"ENSG00000135940","COX5B"
"ENSG00000114861","FOXP1"
"ENSG00000145779","TNFAIP8"
"ENSG00000103266","STUB1"
"ENSG00000144893","MED12L"
"ENSG00000106367","AP1S1"
"ENSG00000101460","MAP1LC3A"
"ENSG00000186818","LILRB4"
"ENSG00000184524","CEND1"
"ENSG00000177694","NAALADL2"
"ENSG00000133169","BEX1"
"ENSG00000184060","ADAP2"
"ENSG00000204634","TBC1D8"
"ENSG00000109107","ALDOC"
"ENSG00000198258","UBL5"
"ENSG00000182916","TCEAL7"
"ENSG00000166428","PLD4"
"ENSG00000186462","NAP1L2"
"ENSG00000211450","SELENOH"
"ENSG00000169313","P2RY12"
"ENSG00000157303","SUSD3"
"ENSG00000102409","BEX4"
"ENSG00000196683","TOMM7"
"ENSG00000109475","RPL34"
"ENSG00000093072","ADA2"
"ENSG00000105639","JAK3"
"ENSG00000164032","H2AFZ"
"ENSG00000184515","BEX5"
"ENSG00000074416","MGLL"
"ENSG00000162849","KIF26B"
"ENSG00000154518","ATP5MC3"
"ENSG00000198612","COPS8"
"ENSG00000090530","P3H2"
"ENSG00000164919","COX6C"
"ENSG00000147669","POLR2K"
"ENSG00000130540","SULT4A1"
"ENSG00000156298","TSPAN7"
"ENSG00000136111","TBC1D4"
"ENSG00000168824","NSG1"
"ENSG00000173077","DEC1"
"ENSG00000165943","MOAP1"
"ENSG00000143786","CNIH3"
"ENSG00000228789","HCG22"
"ENSG00000116514","RNF19B"
"ENSG00000197992","CLEC9A"
"ENSG00000135049","AGTPBP1"
"ENSG00000140678","ITGAX"
"ENSG00000114784","EIF1B"
"ENSG00000187051","RPS19BP1"
"ENSG00000176903","PNMA1"
