"Ensembl","Gene_Symbols"
"ENSG00000197629","MPEG1"
"ENSG00000142920","AZIN2"
"ENSG00000213316","LTC4S"
"ENSG00000163032","VSNL1"
"ENSG00000132639","SNAP25"
"ENSG00000124785","NRN1"
"ENSG00000017427","IGF1"
"ENSG00000248905","FMN1"
"ENSG00000175899","A2M"
"ENSG00000168329","CX3CR1"
"ENSG00000166833","NAV2"
"ENSG00000141298","SSH2"
"ENSG00000117152","RGS4"
"ENSG00000147459","DOCK5"
"ENSG00000171314","PGAM1"
"ENSG00000198879","SFMBT2"
"ENSG00000180353","HCLS1"
"ENSG00000109107","ALDOC"
"ENSG00000128524","ATP6V1F"
"ENSG00000153823","PID1"
"ENSG00000114861","FOXP1"
"ENSG00000049246","PER3"
"ENSG00000197457","STMN3"
"ENSG00000140678","ITGAX"
"ENSG00000144834","TAGLN3"
"ENSG00000113448","PDE4D"
"ENSG00000111669","TPI1"
"ENSG00000070087","PFN2"
"ENSG00000213190","MLLT11"
"ENSG00000140853","NLRC5"
"ENSG00000240694","PNMA2"
"ENSG00000125868","DSTN"
"ENSG00000184524","CEND1"
"ENSG00000177694","NAALADL2"
"ENSG00000019485","PRDM11"
"ENSG00000186818","LILRB4"
"ENSG00000184060","ADAP2"
"ENSG00000217555","CKLF"
"ENSG00000164105","SAP30"
"ENSG00000182022","CHST15"
"ENSG00000164574","GALNT10"
"ENSG00000187715","KBTBD12"
"ENSG00000162188","GNG3"
"ENSG00000168917","SLC35G2"
"ENSG00000140022","STON2"
"ENSG00000258947","TUBB3"
"ENSG00000179104","TMTC2"
"ENSG00000172020","GAP43"
"ENSG00000186462","NAP1L2"
"ENSG00000173436","MICOS10"
"ENSG00000121297","TSHZ3"
"ENSG00000197081","IGF2R"
"ENSG00000074416","MGLL"
"ENSG00000145088","EAF2"
"ENSG00000154518","ATP5MC3"
"ENSG00000165943","MOAP1"
"ENSG00000174684","B4GAT1"
"ENSG00000130540","SULT4A1"
"ENSG00000136167","LCP1"
"ENSG00000100580","TMED8"
"ENSG00000068024","HDAC4"
"ENSG00000135365","PHF21A"
"ENSG00000186310","NAP1L3"
"ENSG00000166681","BEX3"
"ENSG00000069974","RAB27A"
"ENSG00000099194","SCD"
"ENSG00000089127","OAS1"
"ENSG00000187601","MAGEH1"
"ENSG00000204634","TBC1D8"
"ENSG00000204851","PNMA8B"
"ENSG00000163964","PIGX"
"ENSG00000213760","ATP6V1G2"
"ENSG00000068650","ATP11A"
"ENSG00000155926","SLA"
"ENSG00000126432","PRDX5"
"ENSG00000109738","GLRB"
"ENSG00000112419","PHACTR2"
"ENSG00000100578","KIAA0586"
"ENSG00000083067","TRPM3"
"ENSG00000144893","MED12L"
"ENSG00000187554","TLR5"
"ENSG00000174705","SH3PXD2B"
"ENSG00000177575","CD163"
