Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_ANGIOGENESIS	10	1.0	1.0	0.0	0.0	0.9825994548547758	0.019562790837672095
HALLMARK_NOTCH_SIGNALING	11	0.1577	0.2690176470588236	0.0	0.0	0.9811129861083605	23.70512337048838
HALLMARK_HEDGEHOG_SIGNALING	12	0.1306	0.2367125	0.0	0.0	0.9755170604472471	0.3866252267794276
HALLMARK_APICAL_SURFACE	14	0.1	0.19333333333333333	0.0	0.0	0.9751412131784323	23.37717548771203
HALLMARK_PANCREAS_BETA_CELLS	14	0.5	0.6304347826086957	0.0	0.0	0.9638559707098555	23.87497022034606
HALLMARK_TGF_BETA_SIGNALING	15	0.7	0.7807692307692307	0.0	0.0	0.9466341212141095	0.6404926322021811
HALLMARK_WNT_BETA_CATENIN_SIGNALING	15	0.1681	0.2708277777777778	0.0	0.0	0.948830336392967	23.859391771328426
HALLMARK_PROTEIN_SECRETION	17	0.0383	0.08610769230769232	0.0	0.0	0.9880769457838184	0.0755996838215219
HALLMARK_IL6_JAK_STAT3_SIGNALING	21	0.0363	0.08610769230769232	0.0	0.0	0.919583561113578	0.21011989903696413
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	24	0.0375	0.08610769230769232	0.0	0.0	0.9683666764369936	0.3755372422878942
HALLMARK_CHOLESTEROL_HOMEOSTASIS	24	0.1856	0.2832842105263158	0.0	0.0	0.9715262994463496	0.44544488275095495
HALLMARK_PI3K_AKT_MTOR_SIGNALING	24	0.5474	0.6614416666666667	0.0	0.0	0.9793480417681022	23.994889364162585
HALLMARK_ANDROGEN_RESPONSE	25	0.5	0.6304347826086957	0.0	0.0	0.9875827764299991	0.07913924085341333
HALLMARK_PEROXISOME	26	0.2	0.29	0.0	0.0	0.9689454837437987	23.99058832334358
HALLMARK_BILE_ACID_METABOLISM	27	0.4	0.5272727272727273	0.0	0.0	0.9689807848340375	0.08894883765768667
HALLMARK_MYC_TARGETS_V2	27	0.3	0.41428571428571426	0.0	0.0	0.9757901623756083	23.89598403158489
HALLMARK_MITOTIC_SPINDLE	29	0.2	0.29	0.0	0.0	0.9775288337106179	0.1519395280265371
HALLMARK_SPERMATOGENESIS	31	0.9	0.9321428571428572	0.0	0.0	0.9123126564875431	23.894579014852876
HALLMARK_INTERFERON_ALPHA_RESPONSE	36	0.0187	0.0677875	0.0	0.0	0.8373418262889708	0.23795014442354082
HALLMARK_HEME_METABOLISM	39	0.9	0.9321428571428572	0.0	0.0	0.9684363603710046	23.94499964763274
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	39	0.007	0.0406	0.0	0.0	0.9794193173753465	0.30956714521600887
HALLMARK_UV_RESPONSE_DN	41	0.6	0.6960000000000001	0.0	0.0	0.9603187741581518	0.24460234082568555
HALLMARK_FATTY_ACID_METABOLISM	42	0.0386	0.08610769230769232	0.0	0.0	0.9629796535356274	23.977413753706358
HALLMARK_COAGULATION	44	0.1	0.19333333333333333	0.0	0.0	0.8948269298101549	0.0751511293991238
HALLMARK_DNA_REPAIR	47	0.0128	0.061728571428571424	0.0	0.0	0.9875777293142314	0.14925148257699827
HALLMARK_G2M_CHECKPOINT	49	0.9	0.9321428571428572	0.0	0.0	0.956160300743987	23.835029874393044
HALLMARK_KRAS_SIGNALING_DN	50	0.1	0.19333333333333333	0.0	0.0	0.9237033249950355	23.739721659084687
HALLMARK_ALLOGRAFT_REJECTION	50	0.4	0.5272727272727273	0.0	0.0	0.9442311185791313	0.20029578169258333
HALLMARK_E2F_TARGETS	53	0.8	0.8592592592592593	0.0	0.0	0.9486637875131102	0.056008823172456916
HALLMARK_INTERFERON_GAMMA_RESPONSE	55	0.0149	0.061728571428571424	0.0	0.0	0.835547161906878	0.07389584804875221
HALLMARK_APOPTOSIS	56	0.1	0.19333333333333333	0.0	0.0	0.9449447746244445	0.1955994720044808
HALLMARK_INFLAMMATORY_RESPONSE	56	0.3	0.41428571428571426	0.0	0.0	0.936725503221032	0.2604064931326795
HALLMARK_MYOGENESIS	57	0.3	0.41428571428571426	0.0	0.0	0.9601161894141861	23.886152299032716
HALLMARK_APICAL_JUNCTION	58	1.0	1.0	0.0	0.0	0.9677108455646957	0.08528477511223212
HALLMARK_COMPLEMENT	59	0.3	0.41428571428571426	0.0	0.0	0.8927056183558625	0.16686763705378477
HALLMARK_UV_RESPONSE_UP	59	0.0044	0.031900000000000005	0.0	0.0	0.9476026442220389	0.5244852840902218
HALLMARK_XENOBIOTIC_METABOLISM	60	0.9	0.9321428571428572	0.0	0.0	0.9514702541104648	23.965082355778094
HALLMARK_KRAS_SIGNALING_UP	64	0.1	0.19333333333333333	0.0	0.0	0.957275330294143	0.3002642293066212
HALLMARK_IL2_STAT5_SIGNALING	64	0.2	0.29	0.0	0.0	0.9482338948352727	0.3020516950639758
HALLMARK_ESTROGEN_RESPONSE_EARLY	64	0.9	0.9321428571428572	0.0	0.0	0.9477504533061476	0.07057027136121746
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	66	0.5	0.6304347826086957	0.0	0.0	0.9410122688950803	23.864315397768426
HALLMARK_MTORC1_SIGNALING	66	0.0	0.0	0.0	0.0	0.9689358414928674	0.24278252932150074
HALLMARK_ADIPOGENESIS	67	0.0021	0.0203	0.0	0.0	0.9807512187606559	0.28316222883335784
HALLMARK_P53_PATHWAY	70	0.0329	0.08610769230769232	0.0	0.0	0.9514923646131329	0.36715931560639214
HALLMARK_GLYCOLYSIS	71	0.5	0.6304347826086957	0.0	0.0	0.9464458200555335	23.901049979885386
HALLMARK_ESTROGEN_RESPONSE_LATE	74	0.2	0.29	0.0	0.0	0.9469960797284701	0.0714075746899134
HALLMARK_MYC_TARGETS_V1	79	0.0	0.0	0.0	0.0	0.9868182905778488	0.3105736750505288
HALLMARK_TNFA_SIGNALING_VIA_NFKB	83	4.0E-4	0.0058000000000000005	0.0	0.0	0.9204402736238892	0.61010591083893
HALLMARK_HYPOXIA	88	0.0512	0.10605714285714286	0.0	0.0	0.9415690505797886	23.9650744194571
HALLMARK_OXIDATIVE_PHOSPHORYLATION	98	0.0	0.0	0.0	0.0	0.9936426170461898	0.4950628289189894
