Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_NOTCH_SIGNALING	11	1.0	1.0	0.0261	0.03132	0.4045274253438484	12.091797875082712
HALLMARK_ANGIOGENESIS	13	4.0E-4	0.004	0.0124	0.0192	0.3682652799361309	7.2569940306899525
HALLMARK_APICAL_SURFACE	13	0.5491	0.633576923076923	0.3815	0.3815	0.18516331655365847	11.148147657299477
HALLMARK_PANCREAS_BETA_CELLS	13	0.4273	0.534125	0.0144	0.0192	0.3553159989507575	12.263832209212003
HALLMARK_TGF_BETA_SIGNALING	14	0.4	0.5217391304347826	9.0E-4	0.0027	0.41196360849492347	11.515286759902065
HALLMARK_IL6_JAK_STAT3_SIGNALING	14	0.4	0.5217391304347826	0.0128	0.0192	0.3266222049368055	12.846161678181787
HALLMARK_HEDGEHOG_SIGNALING	14	0.4	0.5217391304347826	9.0E-4	0.0027	0.5075377796983942	11.083553180661909
HALLMARK_WNT_BETA_CATENIN_SIGNALING	15	0.1	0.16666666666666669	8.0E-4	0.0027	0.5445335928890641	10.575728090227214
HALLMARK_INTERFERON_ALPHA_RESPONSE	22	0.6	0.6666666666666666	0.0072	0.0144	0.25244699226815903	12.090282474756734
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	31	0.0035	0.014624999999999999	0.0	0.0	0.8342179462765399	11.841553773225098
HALLMARK_CHOLESTEROL_HOMEOSTASIS	32	0.0082	0.024600000000000004	0.0	0.0	0.6643239406120582	12.629125008625223
HALLMARK_MYC_TARGETS_V2	32	0.0014	0.006999999999999999	0.0	0.0	0.8456040122951669	11.461660046780406
HALLMARK_ANDROGEN_RESPONSE	32	0.019	0.047499999999999994	0.0	0.0	0.5244435498100228	12.374053539617943
HALLMARK_BILE_ACID_METABOLISM	34	0.7	0.7499999999999999	0.0	0.0	0.209112105541477	13.42344803574592
HALLMARK_SPERMATOGENESIS	35	0.1	0.16666666666666669	0.1	0.1090909090909091	0.17895874140343393	13.125012853693725
HALLMARK_PEROXISOME	36	0.1	0.16666666666666669	0.0	0.0	0.4647320807094855	12.422714387936058
HALLMARK_INFLAMMATORY_RESPONSE	36	0.3	0.4285714285714286	0.0029	0.006959999999999999	0.22476032533584728	11.696811129082993
HALLMARK_PROTEIN_SECRETION	36	0.0011	0.006600000000000001	0.0	0.0	0.8180177690511701	11.904880764836467
HALLMARK_PI3K_AKT_MTOR_SIGNALING	37	0.1	0.16666666666666669	0.0	0.0	0.45486240776127274	11.879220674627671
HALLMARK_COAGULATION	38	0.5	0.6	0.0	0.0	0.4774366750094956	11.604436811515678
HALLMARK_INTERFERON_GAMMA_RESPONSE	43	0.1335	0.21078947368421055	0.0	0.0	0.33223333390736765	12.84684725396779
