Item ID	Item value	Change in Kuiper test statistic when item removed
IFITM3	2.47410448575848	-0.0017421602787456858
CIITA	0.618003112505008	0.009997319753415668
CDKN1A	0.780302897385896	0.009997319753415668
IFITM2	2.58152989863151	-0.0017421602787456858
C1S	1.52154420141797	-0.0017421602787456858
C1R	1.49092693019265	-0.0017421602787456858
MVP	0.243898991773529	0.009997319753415668
NLRC5	2.09674355716039	-0.0017421602787456858
NOD1	0.483097815900742	0.009997319753415668
IFI35	1.9878487051684	-0.0017421602787456858
SAMHD1	-0.254908203393658	0.009997319753415668
IFI44L	-5.42413500727638	0.004118645582060154
ICAM1	-0.319802745542103	0.009997319753415668
SOCS3	0.171345603097304	0.009997319753415668
APOL6	0.473929517765828	0.009997319753415668
NAMPT	-1.3281933814697	0.022648083623693305
PIM1	-0.379076905363536	0.009997319753415668
CCL2	0.0398757089469924	0.009997319753415668
CD38	-0.383029759100093	0.009997319753415668
METTL7B	-0.37825491191195	0.009997319753415668
IFNAR2	0.205890576921757	0.009997319753415668
STAT1	4.30484903337521	-0.0017421602787456858
SP110	1.58725195003084	-0.0017421602787456858
P2RY14	-0.230766046711536	0.009997319753415668
HLA-B	-7.86715364277285	9.738229250461083E-4
TAP1	1.72690095418519	-0.0017421602787456858
IFI44	-3.40778183271813	0.022648083623693305
ARID5B	0.511062100921593	0.009997319753415668
NMI	1.86474265648216	-0.0017421602787456858
SOD2	-0.424151493866522	0.009997319753415668
PML	-0.293426603939365	0.009997319753415668
PSMB9	1.49888801678093	-0.0017421602787456858
BST2	-0.806714340880427	0.022648083623693305
PLSCR1	0.0864925989689576	0.009997319753415668
IRF7	1.20420643463657	0.0017242919681926816
SERPING1	1.45095438213669	-0.0017421602787456858
TXNIP	2.17299034236343	-0.0017421602787456858
FAS	2.50373770885418	-0.0017421602787456858
VAMP5	3.30809615478736	-0.0017421602787456858
IRF9	1.46348680089746	-0.0017421602787456858
HLA-DRB1	1.35888037397017	-0.0017421602787456858
MYD88	2.41060819381424	-0.0017421602787456858
