"Ensembl","Gene_Symbols"
"ENSG00000164512","ANKRD55"
"ENSG00000244405","ETV5"
"ENSG00000198369","SPRED2"
"ENSG00000187678","SPRY4"
"ENSG00000182013","PNMA8A"
"ENSG00000054803","CBLN4"
"ENSG00000115963","RND3"
"ENSG00000120875","DUSP4"
"ENSG00000163888","CAMK2N2"
"ENSG00000175130","MARCKSL1"
"ENSG00000035862","TIMP2"
"ENSG00000101438","SLC32A1"
"ENSG00000071553","ATP6AP1"
"ENSG00000147571","CRH"
"ENSG00000176907","TCIM"
"ENSG00000116455","WDR77"
"ENSG00000128564","VGF"
"ENSG00000177875","CCDC184"
"ENSG00000117009","KMO"
"ENSG00000153012","LGI2"
"ENSG00000132326","PER2"
"ENSG00000162520","SYNC"
"ENSG00000140557","ST8SIA2"
"ENSG00000125869","LAMP5"
"ENSG00000071575","TRIB2"
"ENSG00000165821","SALL2"
"ENSG00000100219","XBP1"
"ENSG00000206503","HLA-A"
"ENSG00000137252","HCRTR2"
"ENSG00000281344","HELLPAR"
"ENSG00000170837","GPR27"
"ENSG00000204386","NEU1"
"ENSG00000189184","PCDH18"
"ENSG00000145248","SLC10A4"
"ENSG00000168081","PNOC"
"ENSG00000152580","IGSF10"
"ENSG00000205078","SYCE1L"
"ENSG00000136206","SPDYE1"
"ENSG00000136999","CCN3"
"ENSG00000119669","IRF2BPL"
"ENSG00000213626","LBH"
"ENSG00000278970","HEIH"
"ENSG00000154736","ADAMTS5"
"ENSG00000123444","KBTBD4"
"ENSG00000128590","DNAJB9"
"ENSG00000157005","SST"
"ENSG00000121380","BCL2L14"
"ENSG00000145824","CXCL14"
"ENSG00000042813","ZPBP"
"ENSG00000165527","ARF6"
"ENSG00000158792","SPATA2L"
"ENSG00000172878","METAP1D"
"ENSG00000170270","GON7"
"ENSG00000242265","PEG10"
"ENSG00000241563","CORT"
"ENSG00000205138","SDHAF1"
"ENSG00000170092","SPDYE5"
"ENSG00000230358","SPDYE21P"
"ENSG00000178878","APOLD1"
"ENSG00000175197","DDIT3"
"ENSG00000189056","RELN"
"ENSG00000056972","TRAF3IP2"
"ENSG00000204308","RNF5"
"ENSG00000223442","TH2LCRR"
"ENSG00000135577","NMBR"
"ENSG00000133863","TEX15"
"ENSG00000138735","PDE5A"
"ENSG00000180116","C12orf40"
"ENSG00000115649","CNPPD1"
"ENSG00000143333","RGS16"
"ENSG00000142089","IFITM3"
"ENSG00000198455","ZXDB"
"ENSG00000143443","C1orf56"
"ENSG00000130158","DOCK6"
"ENSG00000147123","NDUFB11"
"ENSG00000152969","JAKMIP1"
"ENSG00000204642","HLA-F"
"ENSG00000157219","HTR5A"
"ENSG00000163463","KRTCAP2"
"ENSG00000156587","UBE2L6"
"ENSG00000172137","CALB2"
"ENSG00000206199","ANKUB1"
"ENSG00000198680","TUSC1"
"ENSG00000116717","GADD45A"
"ENSG00000116194","ANGPTL1"
"ENSG00000169228","RAB24"
"ENSG00000126062","TMEM115"
"ENSG00000115825","PRKD3"
"ENSG00000108932","SLC16A6"
"ENSG00000168386","FILIP1L"
"ENSG00000163145","C1QTNF7"
"ENSG00000174944","P2RY14"
"ENSG00000111837","MAK"
"ENSG00000174226","SNX31"
"ENSG00000197728","RPS26"
"ENSG00000156345","CDK20"
"ENSG00000118849","RARRES1"
"ENSG00000138079","SLC3A1"
"ENSG00000166863","TAC3"
"ENSG00000004059","ARF5"
"ENSG00000115461","IGFBP5"
"ENSG00000175906","ARL4D"
"ENSG00000091879","ANGPT2"
"ENSG00000164675","IQUB"
"ENSG00000157881","PANK4"
"ENSG00000214300","SPDYE3"
"ENSG00000185551","NR2F2"
"ENSG00000183090","FREM3"
"ENSG00000133742","CA1"
"ENSG00000165181","SHOC1"
"ENSG00000166828","SCNN1G"
"ENSG00000100234","TIMP3"
"ENSG00000167081","PBX3"
"ENSG00000050344","NFE2L3"
"ENSG00000204262","COL5A2"
"ENSG00000163584","RPL22L1"
"ENSG00000051341","POLQ"
"ENSG00000230561","CCDC192"
"ENSG00000225526","MKRN2OS"
"ENSG00000170615","SLC26A5"
"ENSG00000127774","EMC6"
"ENSG00000173124","ACSM6"
"ENSG00000147459","DOCK5"
"ENSG00000153086","ACMSD"
"ENSG00000214114","MYCBP"
"ENSG00000185674","LYG2"
"ENSG00000115414","FN1"
"ENSG00000078795","PKD2L2"
"ENSG00000104549","SQLE"
"ENSG00000066923","STAG3"
"ENSG00000069018","TRPC7"
"ENSG00000227954","TARID"
"ENSG00000173698","ADGRG2"
"ENSG00000001626","CFTR"
"ENSG00000128285","MCHR1"
"ENSG00000187054","TMPRSS11A"
"ENSG00000143199","ADCY10"
"ENSG00000165030","NFIL3"
"ENSG00000221821","C6orf226"
"ENSG00000243978","RTL9"
"ENSG00000106399","RPA3"
"ENSG00000106483","SFRP4"
"ENSG00000182255","KCNA4"
"ENSG00000053702","NRIP2"
"ENSG00000091138","SLC26A3"
"ENSG00000147592","LACTB2"
"ENSG00000139351","SYCP3"
"ENSG00000137857","DUOX1"
"ENSG00000104432","IL7"
"ENSG00000173376","NDNF"
"ENSG00000253250","C8orf88"
"ENSG00000187753","C9orf153"
"ENSG00000081059","TCF7"
"ENSG00000178460","MCMDC2"
"ENSG00000185112","FAM43A"
"ENSG00000125355","TMEM255A"
"ENSG00000085563","ABCB1"
"ENSG00000131781","FMO5"
"ENSG00000197454","OR2L5"
"ENSG00000196503","ARL9"
"ENSG00000185669","SNAI3"
"ENSG00000205238","SPDYE2"
"ENSG00000105329","TGFB1"
"ENSG00000203663","OR2L2"
"ENSG00000166960","CCDC178"
"ENSG00000153802","TMPRSS11D"
"ENSG00000133392","MYH11"
"ENSG00000169783","LINGO1"
"ENSG00000253649","PRSS51"
"ENSG00000188992","LIPI"
"ENSG00000143552","NUP210L"
"ENSG00000181218","HIST3H2A"
"ENSG00000160396","HIPK4"
"ENSG00000204525","HLA-C"
"ENSG00000241399","CD302"
"ENSG00000186480","INSIG1"
"ENSG00000197168","NEK5"
"ENSG00000206384","COL6A6"
"ENSG00000120129","DUSP1"
"ENSG00000270641","TSIX"
"ENSG00000176597","B3GNT5"
"ENSG00000163453","IGFBP7"
"ENSG00000128573","FOXP2"
"ENSG00000278558","TMEM191B"
"ENSG00000154175","ABI3BP"
"ENSG00000181031","RPH3AL"
"ENSG00000134138","MEIS2"
"ENSG00000027075","PRKCH"
"ENSG00000132958","TPTE2"
"ENSG00000187010","RHD"
"ENSG00000150893","FREM2"
"ENSG00000171223","JUNB"
