Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_NOTCH_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_ANGIOGENESIS	1	NA	NA	NA	NA	NA	NA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1	NA	NA	NA	NA	NA	NA
HALLMARK_TGF_BETA_SIGNALING	2	NA	NA	NA	NA	NA	NA
HALLMARK_SPERMATOGENESIS	3	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_SURFACE	3	NA	NA	NA	NA	NA	NA
HALLMARK_HEDGEHOG_SIGNALING	3	NA	NA	NA	NA	NA	NA
HALLMARK_PANCREAS_BETA_CELLS	3	NA	NA	NA	NA	NA	NA
HALLMARK_KRAS_SIGNALING_DN	4	NA	NA	NA	NA	NA	NA
HALLMARK_COAGULATION	4	NA	NA	NA	NA	NA	NA
HALLMARK_INFLAMMATORY_RESPONSE	4	NA	NA	NA	NA	NA	NA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	4	NA	NA	NA	NA	NA	NA
HALLMARK_ESTROGEN_RESPONSE_EARLY	5	0.7	0.8615384615384615	0.0	0.0	0.8101102255826945	23.2753639701262
HALLMARK_BILE_ACID_METABOLISM	5	0.7	0.8615384615384615	0.0	0.0	0.9585402073448888	23.84193664604799
HALLMARK_INTERFERON_ALPHA_RESPONSE	5	0.8	0.9142857142857144	0.0	0.0	0.9915714565585669	0.5963700057169014
HALLMARK_ESTROGEN_RESPONSE_LATE	5	0.7	0.8615384615384615	0.0	0.0	0.8101102255826945	23.2753639701262
HALLMARK_PROTEIN_SECRETION	5	0.1	0.2285714285714286	0.0	0.0	0.9982462321151211	0.7602210853168684
HALLMARK_MITOTIC_SPINDLE	6	0.7	0.8615384615384615	0.0	0.0	0.9344205559485935	0.8019856299311451
HALLMARK_IL6_JAK_STAT3_SIGNALING	6	0.3	0.5333333333333333	0.0	0.0	0.9289573983321959	0.48544128046215007
HALLMARK_APICAL_JUNCTION	6	1.0	1.0	0.0	0.0	0.9331402914242081	23.90536192229296
HALLMARK_PEROXISOME	6	0.8	0.9142857142857144	0.0	0.0	0.9546281927037512	0.11330567875723292
HALLMARK_HEME_METABOLISM	7	0.8	0.9142857142857144	0.0	0.0	0.9696965927519041	0.9250712806052317
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	7	0.6	0.7999999999999999	0.0	0.0	0.9947125004952516	0.6638669633504101
HALLMARK_INTERFERON_GAMMA_RESPONSE	7	0.7	0.8615384615384615	0.0	0.0	0.9869970001706971	0.43910964197696467
HALLMARK_COMPLEMENT	7	0.4	0.64	0.0	0.0	0.980192259835849	0.9048728342862393
HALLMARK_ANDROGEN_RESPONSE	7	0.0123	0.0492	0.0	0.0	0.9085334590448381	22.671250050740433
HALLMARK_TNFA_SIGNALING_VIA_NFKB	8	0.3	0.5333333333333333	0.0	0.0	0.8568432015703006	0.5853411915956055
HALLMARK_E2F_TARGETS	9	0.9	0.9600000000000001	0.0	0.0	0.9857624343832264	0.6314789396905586
HALLMARK_CHOLESTEROL_HOMEOSTASIS	9	0.0191	0.061119999999999994	0.0	0.0	0.7987289128278998	23.342413928174235
HALLMARK_MYC_TARGETS_V2	9	0.0824	0.21973333333333334	0.0	0.0	0.9399479562981677	0.6296374259731876
HALLMARK_KRAS_SIGNALING_UP	10	0.4	0.64	0.0	0.0	0.9883646030027433	0.3017704885360129
HALLMARK_UV_RESPONSE_UP	11	0.3	0.5333333333333333	0.0	0.0	0.9887831726553009	1.0749404330405938
HALLMARK_HYPOXIA	11	0.9	0.9600000000000001	0.0	0.0	0.947121529736938	0.36380900471328764
HALLMARK_FATTY_ACID_METABOLISM	12	0.8	0.9142857142857144	0.0	0.0	0.9288119900586163	0.06092283882257783
HALLMARK_G2M_CHECKPOINT	12	0.5	0.7272727272727273	0.0	0.0	0.9476526800105547	0.7813954028747074
