pathway,pval,padj,log2err,ES,NES,size,leadingEdge
sleep_No_Change_wake_No Change,0.0026997300269973,0.0431956804319568,0.279865652661932,0.691510803153753,1.54620735136828,19,FAU|GADD45GIP1|RPS7|RPS18|NDUFA7|PFDN5|NOP2|RPL35|UQCR11|CEND1|RPS19
sleep_UP_wake_No_Change,0.0142985701429857,0.0991900809919008,0.119991298354729,0.508226649449859,1.25596028812243,84,DNAAF11|RPSA|TEF|MZT2A|SLC6A6|TUBB3|FIS1|TMSB10|RPS18|NT5C|STMN3|RPS15|PFDN5|RPS10|ASTN2|PAICS|MZT2B|COX5B|NDUFAF8|RPL19|PLEKHG5|EML3|H1-0|RPS9|TMEM132A|BEX1|PRAF2|CHCHD10|SNRNP25|DBNDD2|LGMN|KCNIP4|LSM10|SERF2|MIF
Up_sleep_2OR3,0.0185981401859814,0.0991900809919008,0.104938859783548,0.496143293049696,1.23191130856266,93,DNAAF11|RPSA|TEF|MZT2A|SLC6A6|TUBB3|FIS1|TMSB10|RPS18|NT5C|STMN3|RPS15|PFDN5|RPS10|ASTN2|PAICS|MZT2B|COX5B|NDUFAF8|RPL19|PLEKHG5|EML3|H1-0|RPS9|TMEM132A|BEX1|PRAF2|CHCHD10|SNRNP25|RASGEF1B|B4GAT1|DBNDD2|LGMN|KCNIP4|LSM10|SERF2|MIF
DE_ANOVA_DOWN_SD,0.0501949805019498,0.200779922007799,0.0627866166785788,0.455695517212053,1.15341061117676,158,FAU|DNAAF11|TBC1D17|RPSA|TEF|MZT2A|SLC6A6|TUBB3|FIS1|GADD45GIP1|RPS7|UFSP2|TMSB10|RPS18|SRP14|NT5C|STMN3|NDUFA7|RPS15|PFDN5|RPS10|SPACA6|ASTN2|PAICS|MZT2B|COX5B|NDUFAF8|RPL35|RPL19|EXTL1|PLEKHG5|ZMAT4|UQCR11|CEND1|EML3|RPS19|SYNDIG1|H1-0|RPS9|TMEM132A|MID1IP1|BEX1|PRAF2|CHCHD10|SNRNP25|RASGEF1B|B4GAT1|DBNDD2|LGMN|KCNIP4|PIGL|LSM10|RAD18|FGF14|SERF2|MIF
All_DE_sleep_wake_genes,0.356064393560644,0.994000599940006,0.0194022063147114,0.402459691406741,1.0290958630224,233,FAU|DNAAF11|TBC1D17|RPSA|TEF|MZT2A|SLC6A6|TUBB3|FIS1|GADD45GIP1|RPS7|CAMK1G|UFSP2|TMSB10|RPS18|SRP14|NT5C|STMN3|MANF|NDUFA7|RPS15|PFDN5|NOP2|NETO2|RPS10|SPACA6|PVT1|ASTN2|PAICS|MZT2B|PCDH8|SLC38A2|SLC25A37|COX5B|PDE7B|NDUFAF8|RPL35|RPL19|EXTL1|PLEKHG5|ZMAT4|UQCR11|CEND1|OTUD1|EML3|RPS19|SYNDIG1|H1-0|HSP90B1|RPS9|TMEM132A|MID1IP1|BEX1|PRAF2|CHCHD10|NDST3|SNRNP25|RASGEF1B|B4GAT1|DBNDD2|LGMN|CALR|PDE4D|KCNIP4|PIGL|LSM10|RAD18|FGF14|SERF2|MIF
sleep_UP_wake_UP,0.446355364463554,0.994000599940006,0.0160680499292015,0.464295422744929,1.03226595434856,18,CAMK1G|SPACA6|SYNDIG1|PIGL|DBP
sleep_No_Change_wake_DOWN,0.685331466853315,0.994000599940006,0.00977587959518785,0.386395151695481,0.929984228658308,49,TBC1D17|SLC6A6|FIS1|UFSP2|SRP14|PAICS|COX5B|EXTL1|ZMAT4|H1-0|MID1IP1|RAD18|FGF14|GRAMD1A|MYO1D|H2AZ1|FIRRE|BRINP3|CALM3|KCNQ5|EBPL|GCSH
Down_SD_3OR6,0.82041795820418,0.994000599940006,0.00674979818204204,0.359744513974512,0.8755696499675,60,TBC1D17|SLC6A6|FIS1|UFSP2|SRP14|PAICS|COX5B|EXTL1|ZMAT4|H1-0|MID1IP1|RASGEF1B|B4GAT1|KCNIP4|RAD18|FGF14|GRAMD1A|APCDD1|MYO1D|H2AZ1|FIRRE|BRINP3|CALM3|KCNQ5|EBPL|GCSH
sleep_No_Change_wake_UP,0.841615838416158,0.994000599940006,0.00625857564802633,0.35251207479769,0.815998258336799,28,PVT1|SLC38A2|NDST3|CALR|SAP30|GPC6|NAV2|PCDH17|F13A1|AGBL3|HINT1|LIPG|RORA
sleep_DOWN_wake_UP,0.898710128987101,0.994000599940006,0.0048433845518554,0.320574237497522,0.685139443918279,12,HSP90B1|CALR|PHF21A|LRRTM4|CBLN2|IQGAP2|SGSM1|SCG2|FOXP1
sleep_DOWN_wake_No_Change,0.936206379362064,0.994000599940006,0.00376598083257151,0.315827524642897,0.738982615575267,32,MANF|PCDH8|PDE7B|OTUD1|PDE4D|DNAJC3|SLC35F3|NDUFAB1|NCBP2AS2|CALM3|SDF2L1|SLC5A3|IMPDH2|DRAM1|IQGAP2|RYR2|SGSM1|XBP1|HSPA5
Down_sleep_7OR8,0.941905809419058,0.994000599940006,0.00358292586553226,0.316093223166961,0.753163839926498,42,MANF|PCDH8|PDE7B|OTUD1|HSP90B1|CALR|PDE4D|PHF21A|DNAJC3|SLC35F3|NDUFAB1|LRRTM4|CBLN2|NCBP2AS2|CALM3|SDF2L1|SLC5A3|IMPDH2|DRAM1|IQGAP2
Up_SD_4OR7,0.945205479452055,0.994000599940006,0.0034736064898251,0.314826503519955,0.746106381312178,39,PVT1|SLC38A2|HSP90B1|NDST3|CALR|SAP30|GPC6|NAV2|PCDH17|PHF21A|LRRTM4|CBLN2|F13A1|AGBL3|HINT1|IQGAP2|LIPG|RORA
