"Symbol","Uniprot","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"SPTBN4","Q9H254","5.04101050594738","419.050140343982","0.475665912411304","0.00731270980056861","-396.625983537495","135.24366641446",0.739940541641326,1
"VCP","P55072","5.83937910481266","1447.47984128827","0.348918988564205","0.00951975397047033","-621.51895120609","1307.2536418873",0.646845308811553,1
"RTN4","Q9NQC3","2.3947441211262","3300.45263604501","0.0134752932947886","0.0250899345357512","2242.09479015157","-2421.98236053685",0.122154222615942,1
"DPYSL2","Q16555","5.41340569935425","5704.92413875378","0.46363160188372","0.0104390655743558","-4359.62774316693","3679.64745185525",0.730524164137422,1
"MYO18A","Q92614","5.10529602114743","482.001401858933","0.362299634107652","0.00520283971354017","-445.272861319334","184.546553385506",0.65806818710302,1
"TUBB","P07437","1.66111762407278","746.647771724529","0.499889419405264","0.0132914965236259","743.604288968615","-67.3465399904428",0.753670595164056,1
"EPB41L3","Q9Y2J2","5.1529950094455","2110.04016990792","0.529846618115589","0.00776099115070121","-1908.51733440323","899.906163390071",0.769557894787214,1
"TUBA1A","Q71U36","0.845430856388889","9657.71173737105","0.286568143087286","0.0141514788418998","7226.45056216972","6407.01242972663",0.593366630077176,1
"MYH14","Q7Z406","5.69106822436487","123.556823877034","0.953466549362142","0.00250826476230046","-68.9594041916332","102.522628234528",0.981098614994703,1
"NEFL","P07196","4.99288386190243","10565.3836671609","0.467109393758264","0.0331911309776469","-10152.4732310716","2924.82808497974",0.733372072097061,1
"ACTN1","P12814","4.01139627793103","1561.15751205668","0.534469264812647","0.0114571280838904","-1193.04015208829","-1006.91011165653",0.771502239191367,1
"VPS13C","Q709C8","6.18656393866514","127.719723984924","0.880703452553854","0.00255647969093888","-12.3212623712148","127.124011848135",0.945824186126418,1
"ATP5F1B","P06576","1.99018308064376","2322.97330620144","0.5022187255804","0.00890957819696713","2121.661712622","-945.915724849924",0.75451231617857,1
"UBA1","P22314","3.54095355751809","140.639900874677","0.991853403817062","0.000967894794725501","-54.6849587017148","-129.572902297629",0.99618798167436,1
"DCTN1","Q14203","6.08197885662743","1500.88926511003","0.117772136340959","0.0114223601050761","-299.955102726725","1470.61059511712",0.387613793449789,1
"SPTB","P11277","4.2719384094704","1425.39469300848","0.0244413148844898","0.028393169999705","-1289.35453239308","-607.712860365953",0.172396243318072,1
"PYGB","P11216","5.63100256011997","6781.25697683612","0.00953816504521313","0.0316831107089656","-4115.69819876644","5389.47813081742",0.0996406706728548,1
"GAPDH","P04406","6.11892573506064","10866.3758070885","0.138501206692186","0.0184188410619184","-1776.89057435009","10720.1111499678",0.418826791444559,1
"ACO2","Q99798","1.8970351787495","2857.85285726907","0.256285950732909","0.0135459831809242","2707.1137593232","-915.891941161172",0.564124698633938,1
"ADD2","P35612","4.7483847809478","1558.30809537243","0.345483674168487","0.00987818946666947","-1557.29865629853","56.0804350379116",0.644913862864921,1
"KIF21A","Q7Z4S6","1.9123039679821","1035.19262930059","0.071183573500891","0.0108543834053157","975.411099066286","-346.694343156283",0.299214504336131,1
"ATP2B2","Q01814","4.08645471708421","2608.89709069447","0.194442092661876","0.0163407698376481","-2114.29228577001","-1528.43454559477",0.49728805753184,1
"HSPG2","P98160","3.97799500963722","1839.0382687092","0.350893876315228","0.0348523670033859","-1365.00227059348","-1232.40843678206",0.648884805036328,1
"EPB41L1","Q9H4G0","4.83817742371161","2455.20558037228","0.0258105865414082","0.0167353684391311","-2435.80714810351","308.022692571499",0.176451376408192,1
"ACTN4","O43707","2.94233764486599","1463.09539659819","0.404530134965576","0.00916636605434436","289.603836757067","-1434.14704869563",0.688071065437747,1
"TUBB3","Q13509","2.26916150534717","818.666006136763","0.745907367906283","0.00612897798316416","627.011665062368","-526.374772837409",0.88257422362503,1
"ITPR1","Q14643","3.51502282757776","502.303779648103","0.594583783980217","0.00664130856597456","-183.24611660025","-467.685736151636",0.803882072210292,1
"TNR","Q92752","0.31439724375819","2657.50618295821","0.0350866831826127","0.0166315073066909","821.816025716254","2527.24306950025",0.208175761184827,1
"HSPA4","P34932","4.74489956789933","1159.12416483659","0.482676236500679","0.00842238673857216","-1158.51165742553","37.6771697087954",0.743063384919011,1
"TUBA4A","P68366","1.85110833895364","346.927476079275","0.913499404057277","0.00493064563652127","333.386607076155","-95.9793930017539",0.960581932889727,1
"STXBP1","P61764","5.27938004524971","7934.90395955283","0.125310391444535","0.0189289750688034","-6693.25716584466","4261.8082264687",0.399500366686086,1
"LRPPRC","P42704","1.84324052681941","3002.71903753049","0.0382076702273649","0.0246628596262278","2891.96696833086","-807.990515062684",0.218082348543922,1
"HSP90AA1","P07900","4.31435880997919","2078.98023188423","0.671200339018274","0.0112928012678246","-1916.45864312047","-805.819504463778",0.844757215686356,1
"MYH11","P35749","2.74176264156316","1804.43089752879","0.713018307921619","0.059684634795261","702.395960307691","-1662.1103389667",0.867574525502269,1
"OXR1","Q8N573","3.90302171357641","1190.19785814265","0.404265917137973","0.0106471213777858","-821.184838295292","-861.525625202926",0.688071065437747,1
"HSPD1","P10809","3.07371616222394","3395.19483584943","0.413683517091313","0.0112239095191397","230.276995148392","-3387.3766367034",0.695114502185849,1
"ATP2A2","P16615","4.50584253477485","2723.25212366052","0.141803087519057","0.0156555679119342","-2665.36942263443","-558.487215526851",0.425191606244786,1
"NFASC","O94856","5.47188307641594","1791.37417789082","0.539119936964072","0.0104072282088727","-1299.07669088431","1233.4590371857",0.772969392190323,1
"ATP2B4","P23634","4.9978114697236","2140.12292167246","0.379364347485564","0.0105961273689975","-2053.53949991504","602.579158415355",0.668939422782202,1
"AP2B1","P63010","1.88909056369839","531.540330331634","0.962346279061434","0.00204520954037931","504.841385316004","-166.343916153494",0.983877250371064,1
"FLNB","O75369","4.78463146631904","796.596349954918","0.24953510997245","0.0205824140357049","-794.518544934466","57.4980566342697",0.557365136673212,1
"AP2A1","O95782","0.745182649786029","1008.1656953313","0.690839178463512","0.00556656689735744","683.643270305242","740.965551297216",0.855909714634138,1
"PKM","P14618","5.98523844922263","6734.04068221147","0.296822156851986","0.0135879300499373","-1976.83248201256","6437.34706596896",0.602589850257578,1
"C3","P01024","5.38457097040009","6263.61105833801","0.0405526374161649","0.0817731688726831","-4901.05527309534","3900.31802552029",0.22425924187538,1
"CKB","P12277","4.05505178016634","1675.76666289798","0.818395666967462","0.00459256504092202","-1326.57381799372","-1023.91201472284",0.917441151221012,1
"ALDOA","P04075","0.384013847660124","6551.54424252546","0.155217840168828","0.0158349791714871","2454.50322616231","6074.38440292737",0.444586220481081,1
"PI4KA","P42356","2.34099609186694","265.29919309397","0.900857139286512","0.00280358154925628","190.424224125345","-184.722160886484",0.95422227008063,1
"HSPH1","Q92598","4.79708025870284","2266.55276862522","0.278749859485353","0.0188205389349074","-2258.42907354395","191.727861131527",0.585783273352788,1
"HK1","P19367","4.2725690741313","1104.06979164107","0.876459061166211","0.0033529578931551","-998.993656225824","-470.08699156105",0.943972595383441,1
"GDI1","P31150","6.18988882145408","2288.87203588552","0.461999195839598","0.00970904913872947","-213.234062929888","2278.9178201649",0.729158092565263,1
"HSP90AB1","P08238","3.98914224068716","5664.92047419602","0.26707143426854","0.0187261218899979","-4246.76949443126","-3749.16962008032",0.573661661650974,1
"ATP2B1","P20020","4.23189801257294","734.190343095036","0.571902219664052","0.0071211802619308","-651.056573508643","-339.353500033802",0.791085846070969,1
"CKAP5","Q14008","5.92934992061117","1287.31492030989","0.036976891597148","0.0136713085791571","-446.052217841476","1207.56661224595",0.214663767414647,1
"TUBA1C","Q9BQE3","3.2177815697776","129.534865566195","0.571524852052951","0.0230728713380422","-9.85957582188486","-129.159088576316",0.791085846070969,1
"CTNNA2","P26232","3.51554468357356","1047.2059767326","0.208041185101344","0.01064398061955","-382.541394419844","-974.834570201428",0.512471839257737,1
"NRCAM","Q92823","1.60524702183612","1439.80547245836","0.205110186796507","0.0126543492503368","1438.95114011803","-49.592488081229",0.510786738977101,1
"HTT","P42858","0.121181919927028","55.3584198695357","0.975099963603718","0.00134854403175643","6.69203268491636","54.9524462512436",0.990596365874499,1
"CADPS","Q9ULU8","0.469034199346854","313.200100411935","0.915021511267178","0.00309584029353708","141.574274467368","279.376140189324",0.961264048230161,1
"PFKP","Q01813","0.638031914857457","1930.84998060402","0.256572584781078","0.0156074887697932","1150.04454939553","1550.99296645864",0.564124698633938,1
"ALB","P02768","2.40520470910712","18830.7090899957","0.268669689714704","0.0594343168837233","12647.0079510451","-13951.6592102248",0.575331585483885,1
"BASP1","P80723","2.15126068871443","1057.70412643826","0.971726431586622","0.00310102702870327","884.460734971556","-580.057951741118",0.988855474786214,1
"ATP6V1B2","P21281","1.15540087937704","2074.0498023559","0.0668046917712027","0.0138065418939681","1897.66598789496","836.986487966924",0.289368903544175,1
"NBEA","Q8NFP9","1.28669830684116","560.228323068627","0.00929911004122846","0.0126482364792562","537.771492675624","157.027372243558",0.0980610605427249,1
"SYNJ1","O43426","0.955950687039387","623.069185404367","0.796403528003529","0.00434270767471883","508.961850361612","359.406517298928",0.909013906165753,1
"NCAM1","P13591","5.94699479943484","1447.96350281082","0.856391603472185","0.00458223836444442","-477.673406692387","1366.90395493285",0.934093242536523,1
"CEP170B","Q9Y4F5","1.80090451767549","547.223012410252","0.103460946276882","0.0113189820649606","532.799157334822","-124.812191931135",0.361997195904006,1
"PLCB1","Q9NQ66","2.16388829880137","1776.94458804484","0.248312826600502","0.0152372044871894","1473.4716957948","-993.183382197592",0.556599970061102,1
"ENO1","P06733","0.308511938802603","2948.96767186852","0.687961695803323","0.00748751491960195","895.427990004141","2809.73647241922",0.85423593773265,1
"HSPA8","P11142","3.93535338756642","2319.82376677702","0.718654450161928","0.00580819832684683","-1654.02325201592","-1626.58826710823",0.869704523839298,1
"NDUFS1","P28331","2.1832424402742","1968.18011568385","0.460996955406746","0.0134412467175912","1610.45209855768","-1131.44907354439",0.728311809451741,1
"CLASP2","O75122","3.20622670564125","857.592486273757","0.0387836414929398","0.0128749841756596","-55.3910919837767","-855.801787473039",0.219605343931762,1
"ACTN2","P35609","1.90888200205421","1136.54149574019","0.408867800775242","0.0152184645062893","1072.2034049755","-376.970064989643",0.691834775932815,1
"IMMT","Q16891","3.36887076318106","1458.41946773511","0.48700973504783","0.00810637154348881","-328.620509101079","-1420.91375701234",0.746043545036725,1
"NSF","P46459","4.55991291484679","2183.37483406509","0.728319228827264","0.00636262631124689","-2158.04338185344","-331.623925655733",0.874157532221462,1
"OGDH","Q02218","3.60044744231807","505.405843838733","0.780131095075707","0.0053549371384337","-223.855188578926","-453.126827204741",0.901678656784961,1
"OPA1","O60313","5.80209696519766","1539.06120777954","0.209792669982628","0.012924819527314","-712.191733035504","1364.36517717498",0.51317702960696,1
"EPRS1","P07814","3.16414161730446","343.825096243438","0.546028541770578","0.0054535156723649","-7.75224263500492","-343.737690020948",0.776099523164115,1
"APOB","P04114","4.37830635837613","1480.20268445068","0.122604120101583","0.0649386072168797","-1398.3645246665","-485.362383389168",0.394575203654765,1
"NUMA1","Q14980","5.11523735188589","1102.27535236398","0.037337407951203","0.0258257357117528","-1014.03606208545","432.136341007525",0.215954482406144,1
"EPB41L2","O43491","3.93001257340706","2920.06734686389","0.0646088557827596","0.0313996612758276","-2071.02930705736","-2058.55068422671",0.284264413900047,1
"HSPA9","P38646","4.05081549269689","2945.66885435718","0.0757357386147808","0.0180600859354158","-2324.21085147485","-1809.6985708721",0.308009379659115,1
"VPS13A","Q96RL7","5.7011819981716","327.187926121583","0.52167705035284","0.00662281266104689","-179.854721746351","273.32072381231",0.764179229244763,1
"SYN2","Q92777","0.249214956105983","502.913667533087","0.95352911271877","0.00424663636626321","124.040258570906","487.376826742146",0.981098614994703,1
"ROCK2","O75116","0.747207680967599","162.363575030451","0.945385847830718","0.00161516008964432","110.341148484135","119.108192194621",0.976761207847313,1
"KIF1A","Q12756","3.0318525828323","635.45794617527","0.247750514493665","0.0105076782068667","69.595315423368","-631.635411791022",0.55582406390404,1
"ACACA","Q13085","0.0738842089490805","244.303254757915","0.457846215275374","0.00654970411109661","18.0337349446655","243.636747411502",0.725534440511412,1
"ITSN1","Q15811","5.8249858281104","622.89144404381","0.0748323065303089","0.00916825011182012","-275.526080795516","558.640429851301",0.306467318253582,1
"SBF1","O95248","6.22341037842595","426.617761941252","0.174728874561743","0.0077456828753094","-25.4858629858147","425.855827236908",0.473988596965691,1
"ADD1","P35611","3.83253731460325","1994.6524698452","0.0650670925003971","0.0165717509965724","-1271.12313198961","-1537.16767425695",0.28579778572125,1
"EEA1","Q15075","2.91519737353021","862.377656721629","0.280559582813348","0.00879351082636953","193.574683256806","-840.371385052297",0.587431023607583,1
"VIM","P08670","3.92268655065781","9187.32077566993","0.225651053020927","0.0549836468720003","-6468.39442104954","-6524.31886473918",0.532139724223723,1
"SRCIN1","Q9C0H9","1.68139235326509","794.66187595927","0.0568429915429137","0.0097290929166944","789.806881787827","-87.7073918418252",0.265065947865946,1
"USP9X","Q93008","0.658387937261474","370.142613077761","0.650378986961314","0.00504509245559301","226.468996110044","292.775251373715",0.83380826974827,1
"GAP43","P17677","0.85185155093681","2184.53066197809","0.746227284795017","0.00879231549612666","1643.86174593461","1438.71219268318",0.882685437993985,1
"HECTD4","Q9Y4D8","0.529171065017763","151.717475369897","0.465561909838307","0.00513553196371426","76.589705902617","130.966443344721",0.732088192419423,1
"A2M","P01023","5.1606743182991","3212.02403725423","0.264914166621749","0.042625716046205","-2894.64907241146","1392.15845487735",0.570626857420827,1
"PC","P11498","2.14423346094809","551.868171396267","0.61374396182526","0.00720440880695479","463.592010881273","-299.400945301308",0.81339812037018,1
"VCL","P18206","4.22874320079724","1653.37161436784","0.534494600927395","0.0161510423701189","-1463.73896156232","-768.834148306251",0.771502239191367,1
"KIF5C","O60282","1.82755131944189","1272.52165717506","0.000482502989981678","0.0231147279297972","1230.80727346065","-323.148299664298",0.0159757557784612,1
"ATP2B3","Q16720","4.87079941710096","1007.93347391269","0.0374936190890632","0.0184212272041233","-995.313423548093","159.00024131644",0.216384709095492,1
"SEPTIN7","Q16181","4.50076336448581","864.14358527115","0.668906766608941","0.00472611501192712","-844.865187278669","-181.512950749682",0.843408837867025,1
"WDR7","Q9Y4E6","2.07761494690047","416.409266929935","0.378782090227071","0.00714749302459508","364.063776213708","-202.124329149516",0.668654318923969,1
"ALDOC","P09972","0.555249955328194","274.449551596274","0.985932057925569","0.00145620332099545","144.67765121788","233.218639069593",0.993817479441486,1
"TRIO","O75962","1.12419042381415","311.959027177955","0.399579357849561","0.00666192189176036","281.361533068989","134.737234448703",0.685471170029741,1
"NEFH","P12036","5.0091813515315","5524.88191611474","0.325672575636943","0.0482058473258124","-5283.33127195462","1615.77562111762",0.629123734493714,1
"DNM1L","O00429","1.7780122288536","1578.01650464929","0.276045954713236","0.0106042098835615","1544.25878073108","-324.655058609173",0.582553272342283,1
"ANXA6","P08133","5.36836062613519","1473.7415170758","0.793368473645805","0.00691643932858914","-1167.87481667616","898.878452142727",0.907536415322547,1
"KTN1","Q86UP2","3.89128710289752","833.536545371053","0.302198930611053","0.0111664639641087","-567.984438569134","-610.062988561358",0.608290170992985,1
"ATP6V1A","P38606","0.719534333565956","2186.91577983518","0.332302015615931","0.0103663205670502","1441.25296893523","1644.80713386935",0.633164581814895,1
"ENO2","P09104","0.775150973586138","2611.05542919437","0.506606116739904","0.0163373035350248","1827.2790616645","1865.11707008646",0.757115994765519,1
"AGL","P35573","3.62990315067298","1181.00284079538","0.375508973593588","0.0172261720175558","-554.049192875543","-1042.97516837205",0.667653578832864,1
"UTRN","P46939","4.27654297972451","360.284714541648","0.267153587150429","0.0141047185538731","-326.602851051319","-152.104086787656",0.573661661650974,1
"ALDH1L1","O75891","5.16255411547954","4342.63476321678","0.0200795439883119","0.0421143213127386","-3910.00091270534","1889.54215336474",0.154968163106856,1
"SACS","Q9NZJ4","1.31924809196097","379.101780193217","0.182804000649863","0.0134537031351444","367.17077281653","94.3598608253475",0.482199224616133,1
"DNM3","Q9UQ16","0.861511792016432","583.796337928752","0.371566872995849","0.00726664712690081","443.001034515463","380.221313970235",0.665277017539797,1
"MADD","Q8WXG6","2.04592435413681","450.799045850565","0.608870318406897","0.00863742289260691","400.865911996957","-206.219059106155",0.810375177658234,1
"ATP5F1A","P25705","2.73450373332786","3976.06143139109","0.56862750385161","0.00903464869247353","1574.27313877863","-3651.12703020805",0.78935073993542,1
"HSPA4L","O95757","4.87096764074532","1034.93254076838","0.321257067717127","0.00917572296359495","-1021.94696417626","163.431228203868",0.625542668114037,1
"CAND1","Q86VP6","5.36561627173508","1506.48310884379","0.312667174034155","0.0117912274217363","-1196.33822379774","915.568791250629",0.616653533039598,1
"SHANK3","Q9BYB0","4.02734874161744","800.602750846507","0.26356902812298","0.0146190325427746","-619.981637177338","-506.544701113241",0.568984262263755,1
"PTPRD","P23468","5.95437352266364","226.239511956632","0.430713991693762","0.00640525839699047","-73.0569685799983","214.119116643695",0.707355849326409,1
"ACTB","P60709","2.3951320542676","8771.50601226675","0.378096844739872","0.0126780968332182","5956.24515801329","-6439.13513919959",0.668654318923969,1
"MYCBP2","O75592","1.60572167638661","213.408656622813","0.217083410091468","0.00803357020747901","213.278514042103","-7.45185678513464",0.521133568803297,1
"GOLGB1","Q14789","2.58737335437644","540.684040941477","0.101405397406321","0.0299573586813469","284.550992549757","-459.749893711519",0.358092797264242,1
"AARS1","P49588","2.97522600308803","835.462710565103","0.674762203204046","0.00644932217614717","138.352847371133","-823.927442417771",0.847274924608134,1
"CNP","P09543","4.21686549619855","6424.62976404591","0.849642480631391","0.0226973238315299","-5651.87476740017","-3054.8615711174",0.931738966702185,1
"AGRN","O00468","5.34790796407861","427.398376238363","0.408578309020758","0.0121022468114737","-343.954715137038","253.70164750389",0.691834775932815,1
"CTNND2","Q9UQB3","3.61361815317187","1377.28872913023","0.00452932132539004","0.0262106959819816","-626.241101249173","-1226.68102067953",0.0663609169419879,1
"TKT","P29401","4.91476598552501","675.456440230662","0.828102992844548","0.00541695028175674","-661.671435767683","135.765657432988",0.9215973745548,1
"VPS13D","Q5THJ4","1.61322505225094","218.26485579665","0.0743555734046829","0.00899496709534851","218.06842542573","-9.25792137982464",0.305636218087424,1
"MAPT","P10636","3.77905529254087","499.758651798614","0.96630694023563","0.00221918385716182","-297.435516902003","-401.610287882178",0.985991437842937,1
"TPR","P12270","5.3690631836561","651.478477013962","0.00150788782278043","0.015373042888873","-515.988518137481","397.718562758538",0.0338179784377725,1
"DLG4","P78352","3.44512460060304","186.483981752279","0.961126252558464","0.00224032486536397","-55.7386736329895","-177.959196760997",0.983281898498089,1
"PGK1","P00558","5.27551519486989","6862.5966962458","0.0418102845347253","0.0220391012376229","-5802.94569004854","3663.47577222382",0.227431104424449,1
"RANBP2","P49792","4.96442690579323","654.080551802401","0.000531197422039262","0.016878818521748","-633.415674243584","163.113309906577",0.0171519696521272,1
"PLXNA1","Q9UIW2","1.38464659313212","842.926119418816","0.275579688410204","0.0123060894647652","828.363821757216","156.005838359477",0.58230927129187,1
"SYNGAP1","Q96PV0","2.81727861195843","1523.5114278848","0.0893328527421469","0.0179365703406356","485.480112904754","-1444.09007020669",0.336081968662846,1
"SGIP1","Q9BQI5","1.14310653137231","884.96132016402","0.1021950233372","0.0144749626635956","805.249650549645","367.0552253764",0.359870172310446,1
"HSPA1B","P0DMV9","5.03167938191108","6212.57001446847","0.00154896552663149","0.0448341243589638","-5898.57675495325","1950.08165228995",0.0339607874919689,1
"CLASP1","Q7Z460","4.31418758822774","599.921792931262","0.030755320658507","0.0111197059253142","-552.983860678224","-232.62632581732",0.196336059573835,1
"AP2A2","O94973","0.303885558172934","606.868455297363","0.700926655298007","0.007155042096284","181.593236960831","579.062361343832",0.860973799778087,1
"PLXNA4","Q9HCM2","2.52284865998724","241.958567510083","0.842000373790527","0.00424214556622537","140.338985399547","-197.101287587264",0.927542085987672,1
"AP1B1","Q10567","5.41484859183237","277.36982110129","0.567259213595951","0.00705114343581129","-211.703999927509","179.207795791519",0.788572050353809,1
"MAP4","P27816","4.10161265315283","3379.97909166911","0.0942861918116539","0.0300089247098625","-2768.88914123945","-1938.430185394",0.34444597475598,1
"COL6A3","P12111","3.33204066464662","5641.91712610128","0.382498345775592","0.133646502602727","-1068.00828138498","-5539.90858847761",0.671092923169626,1
"CRMP1","Q14194","1.36422002216141","1939.85960126619","0.25430063255085","0.0144982409302969","1898.61602211558","397.884999956801",0.563398112490032,1
"NNT","Q13423","1.56691673997759","1237.72225534639","0.805416565462712","0.00512917927899932","1237.71294075926","4.80183889973454",0.912767038108751,1
"INA","Q16352","4.70106902825702","3903.42281103643","0.419435439202325","0.0245470442048452","-3903.17271883875","-44.1856156737093",0.698820580368223,1
"PYGM","P11217","4.1175849062007","839.913750901684","0.739274700105818","0.0134046078135557","-695.665536374684","-470.64272060052",0.879452404863993,1
"IPO5","O00410","0.181638740698945","631.930082801294","0.424180545808433","0.0116710974850959","114.152859359467","621.534193950186",0.702634028004391,1
"TUBA8","Q9NY65","2.69701961078153","246.046411016466","0.875384177783781","0.00684836051696656","105.817786481171","-222.129314675729",0.943352912040058,1
