Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_TGF_BETA_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_E2F_TARGETS	0	NA	NA	NA	NA	NA	NA
HALLMARK_DNA_REPAIR	0	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V2	0	NA	NA	NA	NA	NA	NA
HALLMARK_NOTCH_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_PROTEIN_SECRETION	0	NA	NA	NA	NA	NA	NA
HALLMARK_ANGIOGENESIS	1	NA	NA	NA	NA	NA	NA
HALLMARK_SPERMATOGENESIS	1	NA	NA	NA	NA	NA	NA
HALLMARK_IL6_JAK_STAT3_SIGNALING	1	NA	NA	NA	NA	NA	NA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V1	1	NA	NA	NA	NA	NA	NA
HALLMARK_PANCREAS_BETA_CELLS	1	NA	NA	NA	NA	NA	NA
HALLMARK_UV_RESPONSE_UP	1	NA	NA	NA	NA	NA	NA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1	NA	NA	NA	NA	NA	NA
HALLMARK_G2M_CHECKPOINT	1	NA	NA	NA	NA	NA	NA
HALLMARK_P53_PATHWAY	2	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_SURFACE	2	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_JUNCTION	2	NA	NA	NA	NA	NA	NA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2	NA	NA	NA	NA	NA	NA
HALLMARK_CHOLESTEROL_HOMEOSTASIS	2	NA	NA	NA	NA	NA	NA
HALLMARK_HEDGEHOG_SIGNALING	2	NA	NA	NA	NA	NA	NA
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2	NA	NA	NA	NA	NA	NA
HALLMARK_INTERFERON_ALPHA_RESPONSE	2	NA	NA	NA	NA	NA	NA
HALLMARK_PEROXISOME	2	NA	NA	NA	NA	NA	NA
HALLMARK_ADIPOGENESIS	2	NA	NA	NA	NA	NA	NA
HALLMARK_MITOTIC_SPINDLE	3	NA	NA	NA	NA	NA	NA
HALLMARK_HEME_METABOLISM	3	NA	NA	NA	NA	NA	NA
HALLMARK_INTERFERON_GAMMA_RESPONSE	3	NA	NA	NA	NA	NA	NA
HALLMARK_BILE_ACID_METABOLISM	3	NA	NA	NA	NA	NA	NA
HALLMARK_MTORC1_SIGNALING	3	NA	NA	NA	NA	NA	NA
HALLMARK_ALLOGRAFT_REJECTION	3	NA	NA	NA	NA	NA	NA
HALLMARK_XENOBIOTIC_METABOLISM	4	NA	NA	NA	NA	NA	NA
HALLMARK_COMPLEMENT	4	NA	NA	NA	NA	NA	NA
HALLMARK_GLYCOLYSIS	4	NA	NA	NA	NA	NA	NA
HALLMARK_ANDROGEN_RESPONSE	4	NA	NA	NA	NA	NA	NA
HALLMARK_FATTY_ACID_METABOLISM	4	NA	NA	NA	NA	NA	NA
HALLMARK_KRAS_SIGNALING_DN	5	0.0764	0.33149999999999996	0.0	0.0	0.7922247222167335	2.143682732286164
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	5	0.9158	0.9287	0.0	0.0	0.4995594828258693	1.1508917690254203
HALLMARK_APOPTOSIS	5	0.8516	0.9287	0.0	0.0	0.713049086788303	0.10285016134180655
HALLMARK_INFLAMMATORY_RESPONSE	5	0.4415	0.7174375	0.0	0.0	0.268044514794603	23.575313713206917
HALLMARK_KRAS_SIGNALING_UP	6	0.9	0.9287	0.0	0.0	0.7185683168209203	3.2821233603456896
HALLMARK_IL2_STAT5_SIGNALING	6	0.102	0.33149999999999996	0.0	0.0	0.1954676148983064	1.315859620889494
HALLMARK_TNFA_SIGNALING_VIA_NFKB	6	0.336	0.7174375	0.0	0.0	0.5052864325306099	20.34995109388469
HALLMARK_COAGULATION	6	0.9287	0.9287	0.0	0.0	0.28374462952580526	0.040871470891772996
HALLMARK_MYOGENESIS	6	0.102	0.33149999999999996	0.0	0.0	0.3159753764305585	17.949843161961205
HALLMARK_ESTROGEN_RESPONSE_LATE	6	0.3908	0.7174375	0.0	0.0	0.7029148763502395	22.48417416454545
HALLMARK_ESTROGEN_RESPONSE_EARLY	7	0.7	0.9287	0.0	0.0	0.6445507651001999	23.32270200963332
HALLMARK_UV_RESPONSE_DN	7	0.1	0.33149999999999996	0.0	0.0	0.2940317277120072	5.271961948910952
HALLMARK_HYPOXIA	7	0.2	0.52	0.0	0.0	0.2591751505433003	20.73660851666444
