GENE_SYMBOLS,refseq_ids
DIPK1C,NM_001044369
RASL10A,NM_001007279
NXPH3,NM_007225
TMSB10,NM_021103
IGFN1,NM_001164586
MMD2,NM_001100600
GINS3,NM_001126129
SLC22A6,NM_004790
BTBD17,NM_001080466
IRS2,NM_003749
SNHG8,NR_003584
TPPP3,NM_015964
HES5,NM_001010926
ARSF,NM_001201538
WNT7B,NM_001410806
NEK5,NM_001365552
NEAT1,NR_002802
KLF6,NM_001008490
SNHG15,NR_003697
C12orf42,NM_001099336
NEU4,NM_001167599
TMCC2,NM_001242925
MOB3B,NM_024761
DOCK11,NM_144658
COL27A1,NM_032161
S100A6,NM_014624
C6orf118,NM_144980
CEBPD,NM_005195
APOLD1,NM_001130415
LGALS3,NM_001177388
BCL6,NM_001130845
PLN,NM_002667
TMBIM1,NM_001321427
EFNA1,NM_004428
HES4,NM_001142467
PSRC1,NM_001005290
DSC1,NM_004948
CCDC192,NM_001317938
RASD1,NM_001199989
TMPRSS3,NM_001256317
GADD45A,NM_001199741
DSC2,NM_001406506
SYTL4,NM_001129896
IER5L,NM_203434
FXYD3,NM_001136007
PXDC1,NM_183373
C1RL,NM_001297640
NUAK2,NM_030952
RBPMS,NM_001008710
IFITM3,NM_021034
UGCG,NM_003358
IL13RA1,NM_001560
CA1,NM_001128829
HELB,NM_001370285
PCAT1,NR_045262
ZFP36,NM_003407
EGF,NM_001178130
ST6GAL1,NM_001353916
NUPR1,NM_001042483
CD44,NM_000610
SERPING1,NM_000062
C9orf153,NM_001010907
TPST1,NM_003596
C1QTNF7,NM_001135170
HPN,NM_001375441
COLEC12,NM_030781
GRID2IP,NM_001145118
PTP4A3,NM_007079
ARHGEF3,NM_001128615
CYP39A1,NM_001278738
OSMR,NM_001168355
TRIP10,NM_001288962
SHC1,NM_001130040
DEC1,NA
SLC39A14,NM_001128431
RUNX1,NM_001001890
CNTNAP3B,NM_001201380
SOCS3,NM_001378932
CASZ1,NM_001039183
CDC7,NM_001134419
SLC5A3,NM_006933
PPP1R18,NM_001134870
PLSCR1,NM_001363872
SAMD4A,NM_001161576
RNF212B,NM_001282322
YTHDF1,NM_017798
MAP3K6,NM_001297609
ELL2,NM_012081
DEPP1,NM_007021
UBASH3B,NM_001363365
SOD2,NM_000636
CHST6,NM_021615
C1R,NM_001354346
FAM20C,NM_020223
GBP2,NM_004120
PDE8B,NM_001029851
CPNE8,NM_153634
NOD1,NM_001354849
SERPINA3,NM_001085
IL1R1,NM_000877
CASC19,NR_120364
NDRG1,NM_001135242
A4GALT,NM_001318038
APOL6,NM_030641
TNC,NM_001410991
RFTN1,NM_015150
MCUB,NM_017918
GBP1,NM_002053
GBP3,NM_001319179
ZFYVE28,NM_001172656
CDKN1A,NM_000389
SPATA12,NM_181727
FABP5,NM_001444
PRKCQ,NM_001242413
ITPKC,NM_001411098
MAN1C1,NM_001289010
LMNB1,NM_001198557
PROS1,NM_000313
IQCM,NM_001363507
CLIC4,NM_013943
YBX3,NM_001145426
HILPDA,NM_001098786
WFDC1,NM_001282466
EPS8L2,NM_022772
GRAMD2A,NM_001012642
FAM110C,NM_001077710
KLF2,NM_006075
SNX31,NM_001363720
C1orf87,NM_152377
NFIL3,NM_001289999
RND3,NM_001254738
ANXA2,NM_001002857
ICAM1,NM_000201
ANGPTL4,NM_001039667
CIITA,NM_000246
CHI3L1,NM_001276
IFITM2,NM_006435
ADAMTS1,NM_006988
TEKT1,NM_053285
ANXA1,NM_000700
IL1RAP,NM_001167928
C11orf96,NM_001145033
GPR171,NM_013308
MATN2,NM_001317748
CRISPLD1,NM_001286777
SPRED3,NM_001039616
TMEM255A,NM_001104544
EPHA2,NM_001329090
ACTA2,NM_001141945
HS3ST3B1,NM_006041
FRMPD3,NM_001388459
ARRDC3,NM_001329670
ACER2,NM_001010887
IFI16,NM_001206567
FYB2,NM_001004303
HSPA1B,NM_005346
KCNE4,NM_080671
SULF1,NM_001128204
PDZRN4,NM_001164595
FOSL2,NM_005253
CCL2,NM_002982
LMOD1,NM_012134
CFI,NM_000204
PDPN,NM_001006624
COL4A1,NM_001303110
HSPB1,NM_001540
APLNR,NM_005161
CP,NM_000096
ZNF442,NM_001363774
NAMPT,NM_005746
HSPA1A,NM_005345
GADD45B,NM_015675
TRIM22,NM_001199573
WARS,NA
GALNT16,NM_001168368
OXTR,NM_000916
S100A10,NM_002966
DISC1FP1,NR_104190
RGS16,NM_002928
ADM,NM_001124
RASGEF1B,NM_001300735
