"Ensembl","Gene_Symbols"
"ENSG00000244405","ETV5"
"ENSG00000115226","FNDC4"
"ENSG00000187678","SPRY4"
"ENSG00000124785","NRN1"
"ENSG00000111652","COPS7A"
"ENSG00000158792","SPATA2L"
"ENSG00000188766","SPRED3"
"ENSG00000144567","RETREG2"
"ENSG00000211450","SELENOH"
"ENSG00000146386","ABRACL"
"ENSG00000147571","CRH"
"ENSG00000171314","PGAM1"
"ENSG00000174446","SNAPC5"
"ENSG00000240204","SMKR1"
"ENSG00000168824","NSG1"
"ENSG00000174109","C16orf91"
"ENSG00000128590","DNAJB9"
"ENSG00000132326","PER2"
"ENSG00000161981","SNRNP25"
"ENSG00000148229","POLE3"
"ENSG00000142686","C1orf216"
"ENSG00000184508","HDDC3"
"ENSG00000120875","DUSP4"
"ENSG00000136003","ISCU"
"ENSG00000270170","NCBP2AS2"
"ENSG00000182512","GLRX5"
"ENSG00000136159","NUDT15"
"ENSG00000182916","TCEAL7"
"ENSG00000198841","KTI12"
"ENSG00000102981","PARD6A"
"ENSG00000198369","SPRED2"
"ENSG00000115661","STK16"
"ENSG00000147669","POLR2K"
"ENSG00000130540","SULT4A1"
"ENSG00000110200","ANAPC15"
"ENSG00000175602","CCDC85B"
"ENSG00000179918","SEPHS2"
"ENSG00000182013","PNMA8A"
"ENSG00000180044","C3orf80"
"ENSG00000187713","TMEM203"
"ENSG00000163888","CAMK2N2"
"ENSG00000172115","CYCS"
"ENSG00000164600","NEUROD6"
"ENSG00000071553","ATP6AP1"
"ENSG00000178980","SELENOW"
"ENSG00000128285","MCHR1"
"ENSG00000125510","OPRL1"
"ENSG00000165943","MOAP1"
"ENSG00000182220","ATP6AP2"
"ENSG00000168028","RPSA"
"ENSG00000244187","TMEM141"
"ENSG00000184602","SNN"
"ENSG00000229117","RPL41"
"ENSG00000158828","PINK1"
"ENSG00000101438","SLC32A1"
"ENSG00000183684","ALYREF"
"ENSG00000134248","LAMTOR5"
"ENSG00000205138","SDHAF1"
"ENSG00000175768","TOMM5"
"ENSG00000105058","FAM32A"
"ENSG00000168496","FEN1"
"ENSG00000102409","BEX4"
"ENSG00000005022","SLC25A5"
"ENSG00000112541","PDE10A"
"ENSG00000219200","RNASEK"
"ENSG00000117152","RGS4"
"ENSG00000174516","PELI3"
"ENSG00000282164","PEG13"
"ENSG00000158109","TPRG1L"
"ENSG00000054803","CBLN4"
"ENSG00000130748","TMEM160"
"ENSG00000160932","LY6E"
"ENSG00000180964","TCEAL8"
"ENSG00000232112","TMA7"
"ENSG00000154096","THY1"
"ENSG00000127774","EMC6"
"ENSG00000186212","SOWAHB"
"ENSG00000103254","ANTKMT"
"ENSG00000126953","TIMM8A"
"ENSG00000174748","RPL15"
"ENSG00000164512","ANKRD55"
"ENSG00000136710","CCDC115"
"ENSG00000204899","MZT1"
"ENSG00000062582","MRPS24"
"ENSG00000148303","RPL7A"
"ENSG00000187051","RPS19BP1"
"ENSG00000137876","RSL24D1"
"ENSG00000164032","H2AFZ"
"ENSG00000232956","SNHG15"
"ENSG00000198680","TUSC1"
"ENSG00000116133","DHCR24"
"ENSG00000177875","CCDC184"
"ENSG00000254585","MAGEL2"
"ENSG00000070087","PFN2"
"ENSG00000128626","MRPS12"
"ENSG00000100316","RPL3"
"ENSG00000239789","MRPS17"
"ENSG00000164112","TMEM155"
"ENSG00000104904","OAZ1"
"ENSG00000105711","SCN1B"
"ENSG00000184515","BEX5"
"ENSG00000260231","KDM7A-DT"
"ENSG00000176903","PNMA1"
"ENSG00000281183","NPTN-IT1"
"ENSG00000128245","YWHAH"
"ENSG00000178718","RPP25"
"ENSG00000128564","VGF"
"ENSG00000177432","NAP1L5"
"ENSG00000145741","BTF3"
"ENSG00000177954","RPS27"
"ENSG00000174951","FUT1"
