"Ensembl","Gene_Symbols"
"ENSG00000235098","ANKRD65"
"ENSG00000142684","ZNF593"
"ENSG00000121764","HCRTR1"
"ENSG00000162520","SYNC"
"ENSG00000198841","KTI12"
"ENSG00000134248","LAMTOR5"
"ENSG00000203782","LOR"
"ENSG00000177954","RPS27"
"ENSG00000215845","TSTD1"
"ENSG00000171863","RPS7"
"ENSG00000115138","POMC"
"ENSG00000228474","OST4"
"ENSG00000115226","FNDC4"
"ENSG00000260025","CRIM1-DT"
"ENSG00000143947","RPS27A"
"ENSG00000204822","MRPL53"
"ENSG00000034510","TMSB10"
"ENSG00000152082","MZT2B"
"ENSG00000115661","STK16"
"ENSG00000172428","COPS9"
"ENSG00000174748","RPL15"
"ENSG00000168028","RPSA"
"ENSG00000232112","TMA7"
"ENSG00000180697","C3orf22"
"ENSG00000163584","RPL22L1"
"ENSG00000157005","SST"
"ENSG00000270170","NCBP2AS2"
"ENSG00000182899","RPL35A"
"ENSG00000163682","RPL9"
"ENSG00000164032","H2AFZ"
"ENSG00000109475","RPL34"
"ENSG00000269893","SNHG8"
"ENSG00000145741","BTF3"
"ENSG00000127184","COX7C"
"ENSG00000169567","HINT1"
"ENSG00000164405","UQCRQ"
"ENSG00000169230","PRELID1"
"ENSG00000124785","NRN1"
"ENSG00000231500","RPS18"
"ENSG00000124614","RPS10"
"ENSG00000198755","RPL10A"
"ENSG00000112695","COX7A2"
"ENSG00000146386","ABRACL"
"ENSG00000146469","VIP"
"ENSG00000189043","NDUFA4"
"ENSG00000196683","TOMM7"
"ENSG00000172115","CYCS"
"ENSG00000062582","MRPS24"
"ENSG00000232956","SNHG15"
"ENSG00000239789","MRPS17"
"ENSG00000106153","CHCHD2"
"ENSG00000128564","VGF"
"ENSG00000240204","SMKR1"
"ENSG00000260231","KDM7A-DT"
"ENSG00000147571","CRH"
"ENSG00000147669","POLR2K"
"ENSG00000205002","AARD"
"ENSG00000160932","LY6E"
"ENSG00000198680","TUSC1"
"ENSG00000137100","DCTN3"
"ENSG00000175768","TOMM5"
"ENSG00000148229","POLE3"
"ENSG00000171159","C9orf16"
"ENSG00000148303","RPL7A"
"ENSG00000148291","SURF2"
"ENSG00000244187","TMEM141"
"ENSG00000187713","TMEM203"
"ENSG00000075891","PAX2"
"ENSG00000173915","ATP5MD"
"ENSG00000181649","PHLDA2"
"ENSG00000134809","TIMM10"
"ENSG00000211450","SELENOH"
"ENSG00000229859","PGA3"
"ENSG00000149806","FAU"
"ENSG00000175602","CCDC85B"
"ENSG00000110200","ANAPC15"
"ENSG00000111652","COPS7A"
"ENSG00000111678","C12orf57"
"ENSG00000174236","REP15"
"ENSG00000178449","COX14"
"ENSG00000197728","RPS26"
"ENSG00000229117","RPL41"
"ENSG00000136003","ISCU"
"ENSG00000136159","NUDT15"
"ENSG00000165502","RPL36AL"
"ENSG00000182512","GLRX5"
"ENSG00000156411","ATP5MPL"
"ENSG00000137880","GCHFR"
"ENSG00000104140","RHOV"
"ENSG00000137876","RSL24D1"
"ENSG00000174446","SNAPC5"
"ENSG00000137818","RPLP1"
"ENSG00000178718","RPP25"
"ENSG00000166823","MESP1"
"ENSG00000184508","HDDC3"
"ENSG00000140557","ST8SIA2"
"ENSG00000161981","SNRNP25"
"ENSG00000086506","HBQ1"
"ENSG00000103254","ANTKMT"
"ENSG00000174109","C16orf91"
"ENSG00000103363","ELOB"
"ENSG00000162069","BICDL2"
"ENSG00000134419","RPS15A"
"ENSG00000169900","PYDC1"
"ENSG00000168701","TMEM208"
"ENSG00000102981","PARD6A"
"ENSG00000127774","EMC6"
"ENSG00000142507","PSMB6"
"ENSG00000219200","RNASEK"
"ENSG00000161970","RPL26"
"ENSG00000159199","ATP5MC1"
"ENSG00000172809","RPL38"
"ENSG00000224877","NDUFAF8"
"ENSG00000183684","ALYREF"
"ENSG00000183979","NPB"
"ENSG00000134757","DSG3"
"ENSG00000228300","FAM174C"
"ENSG00000115268","RPS15"
"ENSG00000127540","UQCR11"
"ENSG00000183617","MRPL54"
"ENSG00000229833","PET100"
"ENSG00000104979","C19orf53"
"ENSG00000105640","RPL18A"
"ENSG00000105711","SCN1B"
"ENSG00000205138","SDHAF1"
"ENSG00000105258","POLR2I"
"ENSG00000161281","COX7A1"
"ENSG00000128626","MRPS12"
"ENSG00000130748","TMEM160"
"ENSG00000178980","SELENOW"
"ENSG00000108106","UBE2S"
"ENSG00000232388","SMIM26"
"ENSG00000101438","SLC32A1"
"ENSG00000171858","RPS21"
"ENSG00000225978","HAR1A"
"ENSG00000171695","LKAAEAR1"
"ENSG00000183036","PCP4"
"ENSG00000250479","CHCHD10"
"ENSG00000099977","DDT"
"ENSG00000184076","UQCR10"
"ENSG00000198832","SELENOM"
"ENSG00000100316","RPL3"
"ENSG00000187051","RPS19BP1"
"ENSG00000284194","SCO2"
"ENSG00000147123","NDUFB11"
"ENSG00000126953","TIMM8A"
"ENSG00000184515","BEX5"
"ENSG00000102409","BEX4"
"ENSG00000180964","TCEAL8"
"ENSG00000182916","TCEAL7"
"ENSG00000005022","SLC25A5"
"ENSG00000197021","CXorf40B"
"ENSG00000196976","LAGE3"
