"Ensembl","Gene_Symbols"
"ENSG00000230368","FAM41C"
"ENSG00000188976","NOC2L"
"ENSG00000187961","KLHL17"
"ENSG00000188290","HES4"
"ENSG00000176022","B3GALT6"
"ENSG00000160087","UBE2J2"
"ENSG00000169962","TAS1R3"
"ENSG00000175756","AURKAIP1"
"ENSG00000242485","MRPL20"
"ENSG00000235098","ANKRD65"
"ENSG00000078369","GNB1"
"ENSG00000187730","GABRD"
"ENSG00000157916","RER1"
"ENSG00000157911","PEX10"
"ENSG00000142606","MMEL1"
"ENSG00000130762","ARHGEF16"
"ENSG00000158109","TPRG1L"
"ENSG00000130764","LRRC47"
"ENSG00000116254","CHD5"
"ENSG00000116251","RPL22"
"ENSG00000097021","ACOT7"
"ENSG00000049246","PER3"
"ENSG00000116288","PARK7"
"ENSG00000162426","SLC45A1"
"ENSG00000142599","RERE"
"ENSG00000049239","H6PD"
"ENSG00000171608","PIK3CD"
"ENSG00000171603","CLSTN1"
"ENSG00000130939","UBE4B"
"ENSG00000054523","KIF1B"
"ENSG00000241563","CORT"
"ENSG00000130940","CASZ1"
"ENSG00000116649","SRM"
"ENSG00000175206","NPPA"
"ENSG00000116685","KIAA2013"
"ENSG00000116688","MFN2"
"ENSG00000048707","VPS13D"
"ENSG00000065526","SPEN"
"ENSG00000183888","SRARP"
"ENSG00000037637","FBXO42"
"ENSG00000055070","SZRD1"
"ENSG00000058453","CROCC"
"ENSG00000117115","PADI2"
"ENSG00000009709","PAX7"
"ENSG00000127481","UBR4"
"ENSG00000127463","EMC1"
"ENSG00000053372","MRTO4"
"ENSG00000053371","AKR7A2"
"ENSG00000173436","MICOS10"
"ENSG00000158747","NBL1"
"ENSG00000162543","UBXN10"
"ENSG00000158828","PINK1"
"ENSG00000244038","DDOST"
"ENSG00000117245","KIF17"
"ENSG00000189410","SH2D5"
"ENSG00000127483","HP1BP3"
"ENSG00000075151","EIF4G3"
"ENSG00000117298","ECE1"
"ENSG00000090686","USP48"
"ENSG00000070831","CDC42"
"ENSG00000184677","ZBTB40"
"ENSG00000117318","ID3"
"ENSG00000197880","MDS2"
"ENSG00000142676","RPL11"
"ENSG00000057757","PITHD1"
"ENSG00000001460","STPG1"
"ENSG00000020633","RUNX3"
"ENSG00000117614","SYF2"
"ENSG00000188672","RHCE"
"ENSG00000204178","MACO1"
"ENSG00000157978","LDLRAP1"
"ENSG00000127423","AUNIP"
"ENSG00000182749","PAQR7"
"ENSG00000117632","STMN1"
"ENSG00000142684","ZNF593"
"ENSG00000158062","UBXN11"
"ENSG00000117682","DHDDS"
"ENSG00000198830","HMGN2"
