Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_PANCREAS_BETA_CELLS	1	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_SURFACE	3	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V2	3	NA	NA	NA	NA	NA	NA
HALLMARK_NOTCH_SIGNALING	4	NA	NA	NA	NA	NA	NA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	4	NA	NA	NA	NA	NA	NA
HALLMARK_ANGIOGENESIS	5	0.3	0.37499999999999994	0.2	0.21739130434782608	0.6251966869322607	15.510409186707381
HALLMARK_TGF_BETA_SIGNALING	8	0.0291	0.07936363636363637	0.0148	0.019473684210526317	0.7150108615720151	15.506337379880529
HALLMARK_HEME_METABOLISM	9	0.01	0.037000000000000005	0.0225	0.028124999999999997	0.7420276432827444	16.80194898485297
HALLMARK_PROTEIN_SECRETION	9	0.795	0.8224137931034483	0.0078	0.012187499999999999	0.6669574243171625	12.405226587851505
HALLMARK_SPERMATOGENESIS	10	0.4	0.48	0.1	0.11904761904761905	0.38639804374989695	12.069921634261899
HALLMARK_HEDGEHOG_SIGNALING	10	0.1	0.16666666666666669	0.0021	0.0052499999999999995	0.6942654148848569	11.81773613824955
HALLMARK_PI3K_AKT_MTOR_SIGNALING	10	0.3	0.37499999999999994	0.0043	0.008269230769230768	0.6728534486166432	13.850984627412304
HALLMARK_BILE_ACID_METABOLISM	11	0.1	0.16666666666666669	0.9	0.9	0.07533326544196914	11.01490922954213
HALLMARK_G2M_CHECKPOINT	12	0.5	0.5769230769230769	0.0064	0.010666666666666668	0.6135571736278931	13.380092173775502
HALLMARK_IL6_JAK_STAT3_SIGNALING	13	0.0015	0.009000000000000001	0.002	0.0052499999999999995	0.7053766225590502	15.7262839835332
HALLMARK_PEROXISOME	13	0.2051	0.2743043478260869	7.0E-4	0.0021874999999999998	0.6154145234557996	10.726789516523985
HALLMARK_KRAS_SIGNALING_DN	14	0.1	0.16666666666666669	0.5	0.5208333333333334	0.12124352740446147	7.098423073810183
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	14	0.047	0.094	0.0	0.0	0.820640741563755	13.506386046141174
HALLMARK_MITOTIC_SPINDLE	15	0.0042	0.020999999999999998	0.01	0.01388888888888889	0.5991490331323953	16.377911916839302
HALLMARK_UV_RESPONSE_DN	15	0.0321	0.08024999999999999	0.1078	0.12250000000000001	0.44014839050298016	17.030581800088033
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	16	0.6	0.6428571428571428	4.0E-4	0.0016666666666666668	0.7098606440252726	12.335356919133117
HALLMARK_INTERFERON_ALPHA_RESPONSE	16	0.0	0.0	1.0E-4	8.333333333333334E-4	0.7480945031901651	15.640194785178505
HALLMARK_INFLAMMATORY_RESPONSE	17	7.0E-4	0.00525	0.0	0.0	0.7457542333010048	14.612268074546016
HALLMARK_ANDROGEN_RESPONSE	17	0.0111	0.037000000000000005	0.0059	0.010535714285714284	0.595399209327434	15.690431315954413
HALLMARK_FATTY_ACID_METABOLISM	17	0.1853	0.2743043478260869	0.0	0.0	0.7455315774465122	10.865342932822273
HALLMARK_E2F_TARGETS	18	0.1496	0.2362105263157895	0.0	0.0	0.8169916338866472	11.641316032415451
HALLMARK_UV_RESPONSE_UP	18	0.2103	0.2743043478260869	0.0	0.0	0.7527733621960372	11.909669346847261
HALLMARK_CHOLESTEROL_HOMEOSTASIS	19	0.2	0.2743043478260869	0.0	0.0	0.7375061908267526	13.008280522556124
HALLMARK_DNA_REPAIR	21	0.0	0.0	0.0	0.0	0.9817243563978433	11.461770387576802
HALLMARK_COAGULATION	21	0.0418	0.08957142857142857	3.0E-4	0.0014999999999999998	0.6610718776227594	12.685013848065871
HALLMARK_ALLOGRAFT_REJECTION	22	0.0905	0.15970588235294117	2.0E-4	0.00125	0.6327022578725303	14.157794436662757
HALLMARK_XENOBIOTIC_METABOLISM	23	0.9	0.9	0.0028	0.006363636363636364	0.5574356190895141	12.577762438031222
HALLMARK_KRAS_SIGNALING_UP	24	0.3	0.37499999999999994	0.0	0.0	0.5575202311019964	11.798017460246289
HALLMARK_APICAL_JUNCTION	24	0.1	0.16666666666666669	0.0	0.0	0.5982990577673646	14.030213404625616
HALLMARK_APOPTOSIS	24	7.0E-4	0.00525	0.0	0.0	0.6653658968506823	14.307603169508955
HALLMARK_ESTROGEN_RESPONSE_EARLY	27	0.5	0.5769230769230769	5.0E-4	0.0017857142857142857	0.5607140325887909	13.21696811719573
HALLMARK_P53_PATHWAY	29	0.0081	0.03471428571428571	0.0	0.0	0.6544148841883547	14.71228265229314
HALLMARK_IL2_STAT5_SIGNALING	30	0.0	0.0	0.0	0.0	0.7116397829592599	14.934599183654342
HALLMARK_COMPLEMENT	31	2.0E-4	0.002	0.0	0.0	0.6546178350578316	14.133084858600814
HALLMARK_GLYCOLYSIS	31	0.0669	0.1254375	0.0	0.0	0.6261931644271582	13.408533235936964
HALLMARK_ESTROGEN_RESPONSE_LATE	31	0.592	0.6428571428571428	4.0E-4	0.0016666666666666668	0.5487537343551565	12.456302867996811
HALLMARK_MTORC1_SIGNALING	32	0.1	0.16666666666666669	0.0	0.0	0.7431538191934042	12.191639112202328
HALLMARK_MYOGENESIS	32	0.3	0.37499999999999994	0.0037	0.0077083333333333335	0.4676333159388551	13.32343178419335
HALLMARK_ADIPOGENESIS	33	0.0261	0.07830000000000001	0.0	0.0	0.7548538136205107	12.12319438180764
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	35	0.0352	0.08123076923076923	0.0095	0.01388888888888889	0.41706654656205594	14.362008713240392
HALLMARK_INTERFERON_GAMMA_RESPONSE	35	0.0	0.0	0.0	0.0	0.8421184583643239	15.708023894911683
HALLMARK_MYC_TARGETS_V1	35	0.0	0.0	0.0	0.0	0.9459605853588157	11.43115434156815
HALLMARK_HYPOXIA	37	0.0042	0.020999999999999998	0.0	0.0	0.6104736788069131	13.860126047076294
HALLMARK_TNFA_SIGNALING_VIA_NFKB	38	0.0	0.0	0.0	0.0	0.6988433568086386	15.007788010582592
HALLMARK_OXIDATIVE_PHOSPHORYLATION	66	0.0	0.0	0.0	0.0	0.9523009634078543	11.219535314532244
