GENE_SYMBOLS,refseq_ids
SNAP25,NM_001322902
AZIN2,NM_001293562
IGF1,NM_000618
NAV2,NM_001111018
LTC4S,NM_000897
FMN1,NM_001103184
PRDM11,NM_001256695
MLLT11,NM_006818
NRN1,NM_001278710
MOAP1,NM_022151
CX3CR1,NM_001171171
LCP1,NM_002298
NLRC5,NM_001330552
A2M,NM_000014
PER3,NM_001289861
NAALADL2,NM_207015
MICOS10,NM_001032363
CHST15,NM_001270764
ABHD3,NM_001308256
KBTBD12,NM_001370224
NAP1L2,NM_021963
ITGAX,NM_000887
MS4A6A,NM_001247999
PID1,NM_001100818
MGLL,NM_001003794
IGF2R,NM_000876
TBC1D8,NM_001102426
MED12L,NM_001393769
SH3PXD2B,NM_001017995
CTNNA3,NM_001127384
IL15,NM_000585
STON2,NM_001256430
NEAT1,NR_002802
EAF2,NM_001320041
CD163,NM_001370145
C1orf162,NM_001300834
BST2,NM_004335
DENND3,NM_001352890
TRPM3,NM_001007470
CD163L1,NM_001297650
NCK1-DT,NR_110175
PYGL,NM_001163940
DLEU7,NM_001306135
SYN3,NM_001135774
JAK3,NM_000215
P2RY13,NM_023914
TMTC2,NM_001320321
ADAMTS17,NM_139057
TLR5,NM_003268
TNFAIP8,NM_001077654
PVT1,NR_003367
ACOT7,NM_007274
SPATA6,NM_001286238
ASTN2,NM_001184734
C1orf216,NM_001348691
MAP3K8,NM_001244134
DSCAM,NM_001271534
LZTS3,NM_001282533
OAS1,NM_001032409
SAP30,NM_003864
DPYD,NM_000110
TBC1D14,NM_001113361
RNF149,NM_173647
RAB27A,NM_004580
TSHZ3,NM_020856
VSIG4,NM_001100431
RNF44,NM_014901
RBMS1,NM_002897
DSE,NM_001080976
CASP4,NM_001225
FCGR2A,NM_001136219
PGS1,NM_024419
TMEM39A,NM_018266
GPR65,NM_003608
IKBKE,NM_001193321
BZW2,NM_001159767
SLC35G2,NM_001097599
CASP1,NM_001223
FKBP5,NM_001145775
LY96,NM_001195797
CD93,NM_012072
GMFG,NM_001301008
STAB1,NM_015136
ENO4,NM_001242699
PLEKHG5,NM_001042663
UBE2QL1,NM_001145161
MAP2K6,NM_001330450
P2RY12,NM_022788
NOTCH1,NM_017617
MACORIS,NR_184023
SUSD3,NM_001287005
APOC1,NM_001321065
CNTNAP5,NM_001367498
UBXN2B,NM_001077619
CBWD3,NA
MVP,NM_001293204
ERC2,NM_015576
YBX3,NM_001145426
SMIM35,NM_001354434
FCER1G,NM_004106
GRAMD1A,NM_001136199
NIBAN1,NM_052966
DBP,NM_001352
PDE4B,NM_001037339
TNFSF13,NM_001198622
FCGR3A,NM_000569
PRR5,NM_001017528
IKZF2,NM_001079526
ACSL1,NM_001286708
LGMN,NM_001008530
RYR2,NM_001035
RNF175,NM_173662
STXBP5L,NM_001308330
C17orf67,NM_001085430
FAM20A,NM_001243746
RBFOX1,NM_001142333
SNRPG,NM_001317165
TCIRG1,NM_001351059
SIGLEC9,NM_001198558
FCGBP,NM_003890
PLAT,NM_000930
LINGO2,NM_001258282
UFSP2,NM_018359
PTPN2,NM_001207013
PLXNC1,NM_005761
PSMD5,NM_001270427
TMEM108,NM_001136469
BCL6,NM_001130845
KCNIP4,NM_001035003
TMEM163,NM_030923
FRMPD4,NM_001368395
BAX,NM_001291428
PLSCR1,NM_001363872
HRH2,NM_001131055
CDH12,NM_001317227
MAMDC2,NM_001347990
ENPP1,NM_006208
HIF1A,NM_001243084
CHRM3,NM_000740
SLC11A1,NM_000578
FAM110B,NM_001377989
XACT,NR_131204
RNF144B,NM_182757
GBP2,NM_004120
LIMK2,NM_001031801
AIF1,NM_001318970
IL4R,NM_000418
S100A11,NM_005620
ASIC2,NM_001094
HAMP,NM_021175
PLAC8,NM_001130715
PIM1,NM_001243186
LAP3,NM_015907
KIF26B,NM_018012
DLGAP2,NM_001277161
HSPA1A,NM_005345
RALYL,NM_001100391
ROBO2,NM_001128929
CYSLTR1,NM_001282186
SHOC1,NM_001080551
HSPA5,NM_005347
ZFP36,NM_003407
GOLGA4,NM_001172713
F13A1,NM_000129
SLC25A19,NM_001126121
PXN,NM_001080855
SBNO2,NM_001100122
CNTN5,NM_001243270
ADGRE2,NM_001271052
PFN1,NM_001375991
NLGN4Y,NM_001164238
HIST1H2AC,NA
XBP1,NM_001079539
FLVCR2,NM_001195283
CXCL12,NM_000609
FAM157C,NR_126161
CLEC2B,NM_005127
NEK10,NM_001031741
HSPA1B,NM_005346
CD83,NM_001040280
PRKY,NM_002760
DIRC3,NR_026597
TNFRSF1B,NM_001066
THEMIS2,NM_001039477
TFRC,NM_001128148
SPP1,NM_000582
TYMP,NM_001113755
PTPN1,NM_001278618
NECTIN2,NM_001042724
PSTPIP2,NM_024430
CD55,NM_000574
PLCXD3,NM_001005473
USP9Y,NM_004654
C5AR1,NM_001736
PLTP,NM_001242920
CEBPD,NM_005195
CD69,NM_001781
