GENE_SYMBOLS,refseq_ids
YWHAH,NM_003405
SNAP25,NM_001322902
CX3CR1,NM_001171171
CALM2,NM_001305624
AZIN2,NM_001293562
VSNL1,NM_001366803
EIF4A2,NM_001967
SFMBT2,NM_001018039
NAV2,NM_001111018
LTC4S,NM_000897
PRDM11,NM_001256695
CALM3,NM_001329921
YWHAG,NM_012479
PFN2,NM_002628
DSTN,NM_001011546
NDUFA4,NM_002489
A2M,NM_000014
SSH2,NM_001282129
IGF1,NM_000618
TPI1,NM_000365
NRN1,NM_001278710
DYNLL1,NM_001037494
SELENOW,NM_003009
GAP43,NM_001130064
MLLT11,NM_006818
USP15,NM_001252078
CEND1,NM_016564
CCDC85B,NM_006848
TOMM7,NM_019059
EIF1B,NM_005875
STUB1,NM_001293197
NEAT1,NR_002802
FMN1,NM_001103184
IGF2R,NM_000876
ATP5MPL,NA
ACTG1,NM_001199954
COX4I1,NM_001318786
FOXP1,NM_001012505
HTRA1,NM_002775
ARNTL,NA
GNG3,NM_012202
BEX1,NM_018476
SULT4A1,NM_014351
ATP5MD,NA
IFNAR2,NM_000874
CHCHD2,NM_001320327
RGS4,NM_001102445
EAF2,NM_001320041
OAZ1,NM_001301020
BEX3,NM_001282674
PLAT,NM_000930
NAP1L5,NM_153757
PRDX5,NM_001358511
PGAM1,NM_001317079
NLRC5,NM_001330552
TBC1D8,NM_001102426
TAGLN3,NM_001008272
PCP4,NM_006198
MOAP1,NM_022151
NDRG4,NM_001130487
STMN1,NM_001145454
MICOS10,NM_001032363
NAPB,NM_001283018
RPL34,NM_000995
RGS10,NM_001005339
JAK3,NM_000215
TBC1D4,NM_001286658
COX5B,NM_001862
UQCRH,NM_001297565
P2RY13,NM_023914
MED12L,NM_001393769
TMSB10,NM_021103
P2RY12,NM_022788
CHCHD10,NM_001301339
PNMA2,NM_007257
ATP6V1G2,NM_001204078
UQCR10,NM_001003684
COPS9,NM_001163424
GUK1,NM_000858
STON2,NM_001256430
KIF26B,NM_018012
RPS21,NM_001024
GABARAPL1,NM_001363598
PID1,NM_001100818
RPL21,NM_000982
ENC1,NM_001256574
HOPX,NM_001145459
OLFM1,NM_001282611
PER3,NM_001289861
TNFAIP8,NM_001077654
FMNL3,NM_001367835
H2AFZ,NA
BEX4,NM_001080425
SELENOH,NM_001321335
PNMA1,NM_006029
TSPAN7,NM_004615
DENND3,NM_001352890
AGTPBP1,NM_001286715
UBL5,NM_001048241
TBC1D14,NM_001113361
NUFIP2,NM_020772
ATP6V1F,NM_001198909
PYGL,NM_001163940
WLS,NM_001002292
RPL38,NM_000999
SLC35G2,NM_001097599
PDE4D,NM_001104631
MGLL,NM_001003794
MZT2B,NM_001330282
SRP14,NM_001309434
ITGAX,NM_000887
KBTBD12,NM_001370224
PFDN5,NM_002624
ATP5MC3,NM_001002256
CALCOCO2,NM_001261390
PLD4,NM_001308174
RPL9,NM_000661
ABHD3,NM_001308256
RPS29,NM_001030001
SRP9,NM_001130440
COX6C,NM_004374
TRPM3,NM_001007470
TMTC2,NM_001320321
NAALADL2,NM_207015
ZFAND5,NM_001102420
HDAC4,NM_001378414
CAPNS1,NM_001003962
RUNX1,NM_001001890
CPLX1,NM_006651
MS4A6A,NM_001247999
ADAP2,NM_001346712
PMEPA1,NM_001255976
HINT1,NM_005340
COX7C,NM_001867
PDXP,NM_020315
RPL7,NM_000971
RPS19BP1,NM_194326
SATB1,NM_001131010
OTULINL,NM_019018
KHDRBS3,NM_006558
TMEM160,NM_017854
SNHG8,NR_003584
RPL41,NM_001035267
MIF,NM_002415
MACORIS,NR_184023
CYSTM1,NM_032412
DSCAM,NM_001271534
MAP1LC3A,NM_032514
WSB2,NM_001278557
PINK1,NM_032409
P3H2,NM_001134418
LNCAROD,NR_120641
HMGN2,NM_005517
CD163,NM_001370145
RBFOX1,NM_001142333
PTPN2,NM_001207013
DPYD,NM_000110
FIG4,NM_014845
TLR4,NM_003266
CHST15,NM_001270764
TLR5,NM_003268
GABRG2,NM_000816
PHF21A,NM_001101802
ANAPC11,NM_001002244
ARHGDIG,NM_001176
ZNF385B,NM_001113397
CHRM3,NM_000740
SLA,NM_001045556
SLC38A2,NM_001307936
CTNNA3,NM_001127384
BEX5,NM_001012978
ISCU,NM_001301140
AP1S1,NM_001283
ALDOC,NM_005165
LCP1,NM_002298
CYCS,NM_018947
PIK3AP1,NM_152309
COX14,NM_001257133
SH3PXD2B,NM_001017995
ATP5MF,NM_001003713
PDP1,NM_001161778
ZMAT1,NM_001011657
LAMTOR4,NM_001008395
SYNDIG1,NM_001323606
DOCK5,NM_001322810
CACNB4,NM_000726
MAP2K6,NM_001330450
SNHG6,NR_002599
CASP4,NM_001225
ATP11A,NM_001405661
C4orf48,NM_001141936
UQCR11,NM_006830
RPL35A,NM_000996
ERC2,NM_015576
C1orf162,NM_001300834
DSE,NM_001080976
NSG1,NM_001040101
EML1,NM_001008707
DIRAS2,NM_017594
FKBP5,NM_001145775
UBE2M,NM_003969
GPR34,NM_001033513
NCK1-DT,NR_110175
PNMA8B,NM_020709
KIF21B,NM_001252100
DYNLT3,NM_006520
RNF149,NM_173647
CD163L1,NM_001297650
NSG2,NM_015980
RIMS2,NM_001100117
DTNBP1,NM_001271667
TMEM14A,NM_014051
RPSA,NM_001304288
SUMO3,NM_001286416
KCNIP4,NM_001035003
CYSLTR1,NM_001282186
NAP1L2,NM_021963
SCG5,NM_001144757
RBPJ,NM_001363577
RNF175,NM_173662
RASA2,NM_001303245
IGSF6,NM_005849
VSTM2L,NM_080607
CCK,NM_000729
RALYL,NM_001100391
