"Ensembl","Gene_Symbols"
"ENSG00000173369","C1QB"
"ENSG00000225828","FAM229A"
"ENSG00000203943","SAMD13"
"ENSG00000162631","NTNG1"
"ENSG00000116337","AMPD2"
"ENSG00000143452","HORMAD1"
"ENSG00000143545","RAB13"
"ENSG00000162779","AXDND1"
"ENSG00000073756","PTGS2"
"ENSG00000230426","ERVMER61-1"
"ENSG00000203724","C1orf53"
"ENSG00000157884","CIB4"
"ENSG00000221843","C2orf16"
"ENSG00000116016","EPAS1"
"ENSG00000115594","IL1R1"
"ENSG00000150551","LYPD1"
"ENSG00000196659","TTC30B"
"ENSG00000173559","NABP1"
"ENSG00000247626","MARS2"
"ENSG00000115461","IGFBP5"
"ENSG00000225697","SLC26A6"
"ENSG00000172046","USP19"
"ENSG00000188338","SLC38A3"
"ENSG00000242094","FOXP1-IT1"
"ENSG00000121577","POPDC2"
"ENSG00000169064","ZBBX"
"ENSG00000114204","SERPINI2"
"ENSG00000145248","SLC10A4"
"ENSG00000138792","ENPEP"
"ENSG00000164128","NPY1R"
"ENSG00000152413","HOMER1"
"ENSG00000019582","CD74"
"ENSG00000074276","CDHR2"
"ENSG00000169228","RAB24"
"ENSG00000112312","GMNN"
"ENSG00000274290","HIST1H2BE"
"ENSG00000196812","ZSCAN16"
"ENSG00000204287","HLA-DRA"
"ENSG00000112139","MDGA1"
"ENSG00000112297","CRYBG1"
"ENSG00000164674","SYTL3"
"ENSG00000106266","SNX8"
"ENSG00000170379","TCAF2"
"ENSG00000133863","TEX15"
"ENSG00000226237","GAS1RR"
"ENSG00000130635","COL5A1"
"ENSG00000243660","ZNF487"
"ENSG00000148734","NPFFR1"
"ENSG00000107738","VSIR"
"ENSG00000173269","MMRN2"
"ENSG00000170370","EMX2"
"ENSG00000198546","ZNF511"
"ENSG00000142089","IFITM3"
"ENSG00000184933","OR6A2"
"ENSG00000182255","KCNA4"
"ENSG00000167994","RAB3IL1"
"ENSG00000188070","C11orf95"
"ENSG00000149781","FERMT3"
"ENSG00000285533","RELA-DT"
"ENSG00000175376","EIF1AD"
"ENSG00000175229","GAL3ST3"
"ENSG00000175773","ZBTB44-DT"
"ENSG00000053702","NRIP2"
"ENSG00000076067","RBMS2"
"ENSG00000179088","C12orf42"
"ENSG00000111412","C12orf49"
"ENSG00000176383","B3GNT4"
"ENSG00000180730","SHISA2"
"ENSG00000139734","DIAPH3"
"ENSG00000197324","LRP10"
"ENSG00000179933","C14orf119"
"ENSG00000100889","PCK2"
"ENSG00000087303","NID2"
"ENSG00000020577","SAMD4A"
"ENSG00000140057","AK7"
"ENSG00000128849","CGNL1"
"ENSG00000182718","ANXA2"
"ENSG00000138621","PPCDC"
"ENSG00000185551","NR2F2"
"ENSG00000260565","ERVK13-1"
"ENSG00000168101","NUDT16L1"
"ENSG00000234719","NPIPB2"
"ENSG00000188215","DCUN1D3"
"ENSG00000166828","SCNN1G"
"ENSG00000176046","NUPR1"
"ENSG00000103449","SALL1"
"ENSG00000006042","TMEM98"
"ENSG00000166292","TMEM100"
"ENSG00000141527","CARD14"
"ENSG00000206432","TMEM200C"
"ENSG00000166960","CCDC178"
"ENSG00000132872","SYT4"
"ENSG00000141469","SLC14A1"
"ENSG00000166845","C18orf54"
"ENSG00000125657","TNFSF9"
"ENSG00000166289","PLEKHF1"
"ENSG00000118162","KPTN"
"ENSG00000176920","FUT2"
"ENSG00000105538","RASIP1"
"ENSG00000088888","MAVS"
"ENSG00000171873","ADRA1D"
"ENSG00000154736","ADAMTS5"
"ENSG00000177692","DNAJC28"
"ENSG00000198743","SLC5A3"
"ENSG00000157554","ERG"
"ENSG00000128271","ADORA2A"
"ENSG00000183765","CHEK2"
"ENSG00000128285","MCHR1"
"ENSG00000198355","PIM3"
"ENSG00000198960","ARMCX6"
