GENE_SYMBOLS,refseq_ids
DISP3,NM_020780
XKR8,NM_018053
TMEM234,NM_001366191
PPIH,NM_001330510
FUBP1,NM_001303433
AMPD2,NM_001257361
HORMAD1,NM_001199829
AXDND1,NM_144619
COLGALT2,NM_001303420
ERVMER61-1,NM_001012274
DYRK3,NM_001004023
CDKL4,NM_001009565
EPAS1,NM_001430
IL1R1,NM_000877
POLR1B,NM_001137604
TTC30B,NA
NABP1,NM_001031716
FTCDNL1,NM_001350853
CYP20A1,NM_001371695
IGFBP5,NM_000599
DNPEP,NM_001319116
GALNT15,NM_001319051
KCTD6,NM_001128214
PPP4R2,NM_001318025
IGSF11,NM_001015887
POPDC2,NM_001308333
DBR1,NM_016216
DIPK2A,NM_001134470
ZBBX,NM_001199201
RFC1,NM_001204747
SLC10A4,NM_152679
CISD2,NM_001008388
NPY1R,NM_000909
RGMB,NM_001012761
CAMK2A,NM_001363989
CDHR2,NM_001171976
ZSCAN9,NM_001199479
HLA-DRA,NM_019111
COL21A1,NM_001318751
BEND6,NM_001318539
CRYBG1,NM_001371242
WASF1,NM_001024934
SYTL3,NM_001009991
THBS2,NM_001381939
GET4,NM_015949
POLM,NM_001284330
LRWD1,NM_001317721
TCAF2,NM_001130025
KCNH2,NM_000238
CHPF2,NM_001284295
ERICH1,NM_001303100
EPHX2,NM_001256482
RAD54B,NM_001205262
MOB3B,NM_024761
TPM2,NM_001145822
GAS1RR,NR_049794
RSU1,NM_012425
ZNF487,NM_001355444
VSIR,NM_022153
MMRN2,NM_024756
CYP2C8,NM_000770
ZNF511,NM_145806
TSPAN4,NM_001025234
OR6A2,NM_003696
KCNA4,NM_002233
TNKS1BP1,NM_033396
ROM1,NM_000327
C11orf95,NA
FERMT3,NM_001382361
CHKA,NM_001277
CPT1A,NM_001031847
ANKRD49,NM_017704
ARHGAP42,NM_001367945
HEPN1,NM_001037558
ZBTB44-DT,NM_001039787
NRIP2,NM_031474
ETNK1,NM_001039481
SLC38A2,NM_001307936
RBMS2,NM_001414459
ZBTB39,NM_014830
TMEM19,NM_018279
C12orf29,NM_001009894
PLXNC1,NM_005761
TDG,NM_001008411
FKBP3,NM_002013
NID2,NM_007361
AK7,NM_001350888
SNURF,NM_001394334
ATP8B4,NM_024837
CGNL1,NM_001252335
ANXA2,NM_001002857
NR2F2,NM_001145155
ERVK13-1,NM_001012731
IQCK,NM_001305121
DCUN1D3,NM_173475
NPIPB3,NM_130464
PRR14,NM_001320464
C16orf87,NM_001001436
CYLD,NM_001042355
BRCA1,NM_001407571
DCAKD,NM_001128631
RPRML,NM_203400
TMEM200C,NM_001080209
RNF125,NM_017831
SYT4,NM_020783
C18orf54,NM_001288980
SAMD4B,NM_001303614
KPTN,NM_001291296
CYTH2,NM_004228
TOX2,NM_001098796
PLTP,NM_001242920
GABPA,NM_001197297
CRKL,NM_005207
XPNPEP3,NM_001204827
PIR,NM_001018109
KLHL15,NM_030624
MAGT1,NM_001367916
ARMCX2,NM_001282231
RADX,NM_001184782
