GENE_SYMBOLS,refseq_ids
LRP8,NM_001018054
ANKRD55,NM_001039935
SPRY4,NM_001127496
RND3,NM_001254738
SPRED1,NM_152594
SHC3,NM_016848
KCTD13,NM_001410898
PNMA8A,NM_001103149
NSG1,NM_001040101
RNPC3,NM_017619
CDIPT,NM_001286585
ATP6AP1,NM_001183
NEU1,NM_000434
ATP6AP2,NM_005765
TIMP2,NM_003255
ATP6V0E2,NM_001100592
STRAP,NM_007178
SERINC1,NM_020755
SULT4A1,NM_014351
FAM13A,NM_001015045
RESF1,NM_018169
FAAH2,NM_001353840
ARCN1,NM_001142281
RETREG2,NM_001321109
RPS6KA5,NM_001322227
ANKRD26,NM_001256053
SARAF,NM_001284239
SYT13,NM_001247987
CAMK2N2,NM_033259
PSAP,NM_001042465
SPRED3,NM_001039616
TAF7,NM_005642
PTPN9,NM_002833
NCBP2,NM_001042540
NECAP1,NM_015509
TGOLN2,NM_001206840
ACP2,NM_001131064
ATP6V1D,NM_015994
SPRED2,NM_001128210
PGAM1,NM_001317079
PRPS1,NM_001204402
TIMM17A,NM_006335
SERINC3,NM_006811
XBP1,NM_001079539
ZNF641,NM_001172681
COPS7A,NM_001164093
PITPNC1,NM_012417
CCDC184,NM_001013635
PNMA2,NM_007257
ACTG1,NM_001199954
RHOBTB1,NM_001242359
TEX15,NM_001350162
ERP29,NM_001034025
SLC32A1,NM_080552
SLC22A17,NM_001289050
MIEF1,NM_001304564
REEP5,NM_005669
MOAP1,NM_022151
NFE2L1,NM_001330261
PPT1,NM_000310
PRKAR1A,NM_001276289
NAP1L5,NM_153757
SCN2B,NM_004588
N4BP2,NM_001318359
VDAC1,NM_001401008
ISCU,NM_001301140
DUBR,NR_028301
THY1,NM_001311160
TCEAL7,NM_001348258
MAGEF1,NM_022149
TMCC3,NM_001301036
TOMM20,NM_014765
SEZ6L2,NM_001114099
CRADD,NM_001320099
ARL4C,NM_001282431
TCIM,NM_020130
ARMCX3,NM_016607
PNMA1,NM_006029
BEX4,NM_001080425
NDN,NM_002487
MCFD2,NM_001171506
ETS1,NM_001143820
LRRC47,NM_020710
ETV5,NM_004454
IQCA1,NM_001270584
NFIA,NM_001134673
COPS8,NM_006710
PTGES2,NM_001256335
FXYD6,NM_001164831
GAD1,NM_000817
ALDH1B1,NM_000692
FNDC4,NM_022823
SHC4,NM_203349
KDELR2,NM_001100603
IRAK1BP1,NM_001010844
HECW1,NM_001287059
LGI2,NM_018176
TOX,NM_014729
ITM2C,NM_001012514
B4GAT1,NM_006876
TMED2,NM_001321445
RGS4,NM_001102445
MAK16,NM_032509
PEX11B,NM_001184795
MAP1LC3A,NM_032514
RAD9A,NM_001243224
TMEM35A,NM_021637
ATP6V1B2,NM_001693
FGF1,NM_000800
NCBP2AS2,NM_001355243
DSE,NM_001080976
SGK1,NM_001143676
