GENE_SYMBOLS,refseq_ids
MRPL20,NM_001318485
RPL22,NM_000983
PARK7,NM_001123377
CORT,NM_001302
RPL11,NM_000975
SYF2,NM_015484
HMGN2,NM_005517
ATP5IF1,NM_016311
LSM10,NM_032881
C1orf122,NM_001142726
NDUFS5,NM_001184979
RPS8,NM_001012
UQCRH,NM_001297565
TMEM59,NM_001305043
SNX7,NM_001364903
TAF13,NM_005645
SARS,NA
LAMTOR5,NM_001382293
SCNM1,NM_001002234
MRPL9,NM_001300733
JTB,NM_006694
RPS27,NM_001030
C1orf43,NM_001098616
HAX1,NM_001018837
DPM3,NM_018973
PCP4L1,NM_001102566
RGS16,NM_002928
GLRX2,NM_001243399
B3GALT2,NM_003783
KCNT2,NM_001287819
SNRPE,NM_001304464
RAB4A,NM_001271998
CHRM3,NM_000740
PXDN,NM_012293
RPS7,NM_001011
KCNF1,NM_002236
FNDC4,NM_022823
GPATCH11,NM_001278505
GEMIN6,NM_024775
ATP6V1E2,NM_001318063
ERLEC1,NM_001127397
RPS27A,NM_001135592
UGP2,NM_001001521
SNRPG,NM_001317165
CCT7,NM_001009570
BOLA3,NM_001035505
RNF181,NM_016494
ANKRD36,NM_001164315
COX5B,NM_001862
TXNDC9,NM_005783
CHCHD5,NM_001304353
MZT2B,NM_001330282
MZT2A,NM_001085365
GRB14,NM_001303422
CERS6,NM_001256126
NDUFB3,NM_001257102
SUMO1,NM_001005781
EEF1B2,NM_001037663
RPL37A,NM_000998
COPS9,NM_001163424
DUSP28,NM_001033575
IL17RE,NM_001193380
RPL32,NM_000994
LSM3,NM_014463
TGFBR2,NM_001024847
ALS2CL,NM_001190707
SETD2,NM_001349370
TMA7,NM_001329417
ARIH2OS,NM_001123040
MANF,NM_006010
RPL29,NM_000992
SPCS1,NM_014041
SELENOK,NM_021237
CNTN3,NM_001393376
RPL24,NM_000986
COX17,NM_001382002
MAATS1,NA
PLSCR5,NM_001085420
SEC62,NM_003262
MRPL47,NM_020409
DNAJC19,NM_001190233
SST,NM_001048
BCL6,NM_001130845
NCBP2AS2,NM_001355243
RPL35A,NM_000996
ATP5ME,NM_007100
FAM200B,NM_001145191
RPL9,NM_000661
MRPS18C,NM_001297767
H2AFZ,NA
RPL34,NM_000995
OSTC,NM_001267817
SNHG8,NR_003584
NDUFC1,NM_001184986
RPS3A,NM_001006
GALNTL6,NM_001034845
MRPL36,NM_032479
NDUFS6,NM_004553
MED10,NM_032286
MRPS36,NM_033281
BTF3,NM_001037637
RPS23,NM_001025
COX7C,NM_001867
CAMK4,NM_001323374
UQCRQ,NM_014402
NDUFA2,NM_001185012
TIGD6,NM_001243253
RPS14,NM_001025070
ATOX1,NM_004045
FABP6,NM_001040442
NUDCD2,NM_001329991
PAK1IP1,NM_017906
MRPS18B,NM_014046
HLA-B,NM_005514
C6orf47,NM_021184
LSM2,NM_021177
RPS18,NM_022551
RPS10,NM_001014
RPL10A,NM_007104
TOMM6,NM_001134493
MEA1,NM_001318942
DNPH1,NM_006443
COX7A2,NM_001366292
LYRM2,NM_020466
BVES,NM_001199563
RWDD1,NM_001007464
HDDC2,NM_016063
RPS12,NM_001016
VIP,NM_003381
GTF2H5,NM_207118
C7orf50,NM_001134395
PSMG3,NM_001134340
MRM2,NM_013393
NDUFA4,NM_002489
TOMM7,NM_019059
LSM5,NM_001130710
MRPS24,NM_032014
SNHG15,NR_003697
GRB10,NM_001001549
SEC61G,NM_001012456
MRPS17,NM_015969
CHCHD2,NM_001320327
BRI3,NM_001159491
PDAP1,NM_014891
ATP5MF,NM_001003713
COPS6,NM_006833
AP4M1,NM_001363671
FIS1,NM_016068
GPR22,NM_005295
IMMP2L,NM_001244606
NDUFA5,NM_001282419
UBN2,NM_173569
KDM7A-DT,NR_024451
MKRN1,NM_001145125
NDUFB2,NM_004546
R3HCC1,NM_001136108
DUSP4,NM_001394
CHD7,NM_001316690
CRH,NM_000756
SNHG6,NR_002599
RPL7,NM_000971
RPL30,NM_000989
COX6C,NM_004374
POLR2K,NM_005034
RIMS2,NM_001100117
NDUFB9,NM_001278645
PCAT1,NR_045262
EXOSC4,NM_019037
C8orf33,NM_023080
DMAC1,NM_001318058
RPS6,NM_001010
BAG1,NM_001172415
RPP25L,NM_148178
DCTN3,NM_001281425
CCDC107,NM_001195200
HINT2,NM_032593
TOMM5,NM_001001790
FAM201A,NR_027294
CDC26,NM_139286
RPL35,NM_007209
RPL12,NM_000976
AK1,NM_000476
DPM2,NM_001378436
SET,NM_001122821
ENDOG,NM_004435
SPACA9,NM_001316897
RPL7A,NM_000972
SNHG7,NM_032887
TMEM141,NM_032928
PHPT1,NM_001135860
PAXX,NM_001329678
MAN1B1-DT,NR_027447
TMEM203,NM_053045
SEPHS1,NM_001195602
CHCHD1,NM_203298
RPS24,NM_001026
NDUFB8,NM_001284367
ATP5MD,NA
SFR1,NM_001002759
LRRC56,NM_198075
RPLP2,NM_001004
RPL27A,NM_000990
AKIP1,NM_001206645
RPS13,NM_001017
SELENOH,NM_001321335
TMEM258,NM_014206
UQCC3,NM_001085372
NUDT22,NM_001128612
VEGFB,NM_001243733
SAC3D1,NM_001367485
FAU,NM_001997
KAT5,NM_001206833
CCDC85B,NM_006848
DRAP1,NM_006442
MRPL11,NM_016050
MRPL21,NM_181512
