GENE_SYMBOLS,refseq_ids
HES4,NM_001142467
CORT,NM_001302
SYNC,NM_001161708
RPS27,NM_001030
RPS7,NM_001011
FNDC4,NM_022823
RPS27A,NM_001135592
IL17RE,NM_001193380
RPL15,NM_001253379
TGFBR2,NM_001024847
SST,NM_001048
NCBP2AS2,NM_001355243
SNHG8,NR_003584
BTF3,NM_001037637
FGF1,NM_000800
HEIH,NR_045680
RPL10A,NM_007104
DNPH1,NM_006443
CYCS,NM_018947
MRPS24,NM_032014
SNHG15,NR_003697
VGF,NM_003378
NAT16,NM_001369694
SPDYE2,NM_001031618
KDM7A-DT,NR_024451
TRBC2,NA
DUSP4,NM_001394
CRH,NM_000756
POLR2K,NM_005034
KCNV2,NM_133497
ACP2,NM_001131064
SELENOH,NM_001321335
FKBP2,NM_001135208
FAU,NM_001997
SCARNA9,NR_002569
RPS25,NM_001028
COPS7A,NM_001164093
COX14,NM_001257133
RPS26,NM_001029
DDIT3,NM_001195053
HELLPAR,NA
RPL36AL,NM_001001
TMEM251,NA
RPP25,NM_017793
HDDC3,NM_001286451
ST8SIA2,NM_001330416
RPS15A,NM_001019
NPIPB6,NM_001282524
TMEM208,NM_001318217
EMC6,NM_001014764
RPL26,NM_000987
RPL23A,NM_000984
RPL17,NM_000985
SDHAF1,NM_001042631
COX7A1,NM_001864
SPRED3,NM_001039616
FAM71E1,NA
UBE2S,NM_014501
SLC32A1,NM_080552
CBLN4,NM_080617
DDT,NM_001084392
MAFF,NM_001161572
RPL3,NM_000967
RPS19BP1,NM_194326
TCEAL8,NM_001006684
TCEAL7,NM_001348258
SLC25A5,NM_001152
