Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_DNA_REPAIR	0	NA	NA	NA	NA	NA	NA
HALLMARK_PANCREAS_BETA_CELLS	0	NA	NA	NA	NA	NA	NA
HALLMARK_PEROXISOME	0	NA	NA	NA	NA	NA	NA
HALLMARK_UV_RESPONSE_UP	0	NA	NA	NA	NA	NA	NA
HALLMARK_FATTY_ACID_METABOLISM	0	NA	NA	NA	NA	NA	NA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0	NA	NA	NA	NA	NA	NA
HALLMARK_PROTEIN_SECRETION	0	NA	NA	NA	NA	NA	NA
HALLMARK_TGF_BETA_SIGNALING	1	NA	NA	NA	NA	NA	NA
HALLMARK_SPERMATOGENESIS	1	NA	NA	NA	NA	NA	NA
HALLMARK_MITOTIC_SPINDLE	1	NA	NA	NA	NA	NA	NA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1	NA	NA	NA	NA	NA	NA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1	NA	NA	NA	NA	NA	NA
HALLMARK_HEDGEHOG_SIGNALING	1	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V1	1	NA	NA	NA	NA	NA	NA
HALLMARK_MYC_TARGETS_V2	1	NA	NA	NA	NA	NA	NA
HALLMARK_NOTCH_SIGNALING	1	NA	NA	NA	NA	NA	NA
HALLMARK_ANGIOGENESIS	2	NA	NA	NA	NA	NA	NA
HALLMARK_E2F_TARGETS	2	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_SURFACE	2	NA	NA	NA	NA	NA	NA
HALLMARK_CHOLESTEROL_HOMEOSTASIS	2	NA	NA	NA	NA	NA	NA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	2	NA	NA	NA	NA	NA	NA
HALLMARK_G2M_CHECKPOINT	2	NA	NA	NA	NA	NA	NA
HALLMARK_HEME_METABOLISM	3	NA	NA	NA	NA	NA	NA
HALLMARK_BILE_ACID_METABOLISM	3	NA	NA	NA	NA	NA	NA
HALLMARK_MTORC1_SIGNALING	3	NA	NA	NA	NA	NA	NA
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	3	NA	NA	NA	NA	NA	NA
HALLMARK_ANDROGEN_RESPONSE	3	NA	NA	NA	NA	NA	NA
HALLMARK_APICAL_JUNCTION	4	NA	NA	NA	NA	NA	NA
HALLMARK_UV_RESPONSE_DN	4	NA	NA	NA	NA	NA	NA
HALLMARK_COAGULATION	5	0.7	0.8999999999999999	0.0443	0.06337857142857144	0.6123551015138321	16.668989697889792
HALLMARK_ALLOGRAFT_REJECTION	5	0.8	0.9	0.439	0.439	0.43793502841761206	14.600646647613843
HALLMARK_ADIPOGENESIS	5	0.8	0.9	0.0963	0.11875000000000001	0.5677972722946649	17.146165972796787
HALLMARK_KRAS_SIGNALING_DN	6	0.7	0.8999999999999999	0.3	0.31666666666666665	0.48232730659382167	18.118856600677876
HALLMARK_P53_PATHWAY	6	0.9	0.9	0.1	0.11875000000000001	0.6218861270337699	17.760911553381284
HALLMARK_IL2_STAT5_SIGNALING	6	0.2	0.6000000000000001	0.006	0.011590000000000001	0.6625113540328862	16.761384478902716
HALLMARK_ESTROGEN_RESPONSE_EARLY	6	0.9	0.9	0.1402	0.15669411764705882	0.3581677795208872	16.581659896206347
HALLMARK_KRAS_SIGNALING_UP	7	0.9	0.9	0.3	0.31666666666666665	0.3822079821423803	14.607950588515731
HALLMARK_MYOGENESIS	7	0.2	0.6000000000000001	0.0109	0.018827272727272727	0.6760053438692184	18.305101107981777
HALLMARK_IL6_JAK_STAT3_SIGNALING	8	0.1	0.45000000000000007	1.0E-4	6.333333333333334E-4	0.7353047086741975	17.732170942911896
HALLMARK_INTERFERON_ALPHA_RESPONSE	8	0.3	0.675	0.0467	0.06337857142857144	0.4707442730889046	19.12900693285973
HALLMARK_ESTROGEN_RESPONSE_LATE	8	0.3	0.675	0.0139	0.022008333333333335	0.5172094964922779	16.61828984058264
HALLMARK_COMPLEMENT	9	0.1	0.45000000000000007	2.0E-4	9.500000000000001E-4	0.7545665562879973	17.07868779937174
HALLMARK_GLYCOLYSIS	9	0.1	0.45000000000000007	0.0043	0.010212500000000001	0.5444788755323372	18.243614523689246
HALLMARK_HYPOXIA	9	0.1	0.45000000000000007	5.0E-4	0.0019000000000000002	0.7615766464119627	16.49803920417535
HALLMARK_XENOBIOTIC_METABOLISM	10	0.6	0.8999999999999999	0.3	0.31666666666666665	0.39237938526279925	15.66806396311924
HALLMARK_APOPTOSIS	10	0.1	0.45000000000000007	0.0027	0.008414285714285714	0.568657774020018	18.184200586831356
HALLMARK_INFLAMMATORY_RESPONSE	10	0.3	0.675	0.0061	0.011590000000000001	0.47256760249395846	17.816277058236626
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	13	0.1	0.45000000000000007	2.0E-4	9.500000000000001E-4	0.6089378820832506	17.321886751221786
HALLMARK_INTERFERON_GAMMA_RESPONSE	14	0.1	0.45000000000000007	0.0	0.0	0.6458375153741723	17.71434147061055
HALLMARK_TNFA_SIGNALING_VIA_NFKB	14	0.5	0.8999999999999999	0.0031	0.008414285714285714	0.43099560766555806	16.474508938953377
