"Ensembl","Gene_Symbols"
"ENSG00000128245","YWHAH"
"ENSG00000132639","SNAP25"
"ENSG00000168329","CX3CR1"
"ENSG00000143933","CALM2"
"ENSG00000142920","AZIN2"
"ENSG00000163032","VSNL1"
"ENSG00000156976","EIF4A2"
"ENSG00000198879","SFMBT2"
"ENSG00000166833","NAV2"
"ENSG00000213316","LTC4S"
"ENSG00000019485","PRDM11"
"ENSG00000160014","CALM3"
"ENSG00000170027","YWHAG"
"ENSG00000070087","PFN2"
"ENSG00000125868","DSTN"
"ENSG00000189043","NDUFA4"
"ENSG00000175899","A2M"
"ENSG00000141298","SSH2"
"ENSG00000017427","IGF1"
"ENSG00000111669","TPI1"
"ENSG00000124785","NRN1"
"ENSG00000088986","DYNLL1"
"ENSG00000178980","SELENOW"
"ENSG00000172020","GAP43"
"ENSG00000213190","MLLT11"
"ENSG00000135655","USP15"
"ENSG00000184524","CEND1"
"ENSG00000175602","CCDC85B"
"ENSG00000196683","TOMM7"
"ENSG00000114784","EIF1B"
"ENSG00000103266","STUB1"
"ENSG00000245532","NEAT1"
"ENSG00000248905","FMN1"
"ENSG00000197081","IGF2R"
"ENSG00000156411","ATP5MPL"
"ENSG00000184009","ACTG1"
"ENSG00000131143","COX4I1"
"ENSG00000114861","FOXP1"
"ENSG00000166033","HTRA1"
"ENSG00000133794","ARNTL"
"ENSG00000162188","GNG3"
"ENSG00000133169","BEX1"
"ENSG00000130540","SULT4A1"
"ENSG00000173915","ATP5MD"
"ENSG00000159110","IFNAR2"
"ENSG00000106153","CHCHD2"
"ENSG00000117152","RGS4"
"ENSG00000145088","EAF2"
"ENSG00000104904","OAZ1"
"ENSG00000166681","BEX3"
"ENSG00000104368","PLAT"
"ENSG00000177432","NAP1L5"
"ENSG00000126432","PRDX5"
"ENSG00000171314","PGAM1"
"ENSG00000140853","NLRC5"
"ENSG00000204634","TBC1D8"
"ENSG00000144834","TAGLN3"
"ENSG00000183036","PCP4"
"ENSG00000165943","MOAP1"
"ENSG00000103034","NDRG4"
"ENSG00000117632","STMN1"
"ENSG00000173436","MICOS10"
"ENSG00000125814","NAPB"
"ENSG00000109475","RPL34"
"ENSG00000148908","RGS10"
"ENSG00000105639","JAK3"
"ENSG00000136111","TBC1D4"
"ENSG00000135940","COX5B"
"ENSG00000173660","UQCRH"
"ENSG00000181631","P2RY13"
"ENSG00000144893","MED12L"
"ENSG00000034510","TMSB10"
"ENSG00000169313","P2RY12"
"ENSG00000250479","CHCHD10"
"ENSG00000240694","PNMA2"
"ENSG00000213760","ATP6V1G2"
"ENSG00000184076","UQCR10"
"ENSG00000172428","COPS9"
"ENSG00000143774","GUK1"
"ENSG00000140022","STON2"
"ENSG00000162849","KIF26B"
"ENSG00000171858","RPS21"
"ENSG00000139112","GABARAPL1"
"ENSG00000153823","PID1"
"ENSG00000122026","RPL21"
"ENSG00000171617","ENC1"
"ENSG00000171476","HOPX"
"ENSG00000130558","OLFM1"
"ENSG00000049246","PER3"
"ENSG00000145779","TNFAIP8"
"ENSG00000161791","FMNL3"
"ENSG00000164032","H2AFZ"
"ENSG00000102409","BEX4"
"ENSG00000211450","SELENOH"
"ENSG00000176903","PNMA1"
"ENSG00000156298","TSPAN7"
"ENSG00000105339","DENND3"
"ENSG00000135049","AGTPBP1"
"ENSG00000198258","UBL5"
"ENSG00000132405","TBC1D14"
"ENSG00000108256","NUFIP2"
"ENSG00000128524","ATP6V1F"
"ENSG00000100504","PYGL"
"ENSG00000116729","WLS"
"ENSG00000172809","RPL38"
"ENSG00000168917","SLC35G2"
"ENSG00000113448","PDE4D"
"ENSG00000074416","MGLL"
"ENSG00000152082","MZT2B"
"ENSG00000140319","SRP14"
"ENSG00000140678","ITGAX"
"ENSG00000187715","KBTBD12"
"ENSG00000123349","PFDN5"
"ENSG00000154518","ATP5MC3"
"ENSG00000136436","CALCOCO2"
"ENSG00000166428","PLD4"
"ENSG00000163682","RPL9"
"ENSG00000158201","ABHD3"
"ENSG00000213741","RPS29"
"ENSG00000143742","SRP9"
"ENSG00000164919","COX6C"
"ENSG00000083067","TRPM3"
"ENSG00000179104","TMTC2"
"ENSG00000177694","NAALADL2"
"ENSG00000107372","ZFAND5"
"ENSG00000068024","HDAC4"
"ENSG00000126247","CAPNS1"
"ENSG00000159216","RUNX1"
"ENSG00000168993","CPLX1"
"ENSG00000110077","MS4A6A"
"ENSG00000184060","ADAP2"
"ENSG00000124225","PMEPA1"
"ENSG00000169567","HINT1"
"ENSG00000127184","COX7C"
"ENSG00000241360","PDXP"
"ENSG00000147604","RPL7"
"ENSG00000187051","RPS19BP1"
"ENSG00000182568","SATB1"
"ENSG00000145569","OTULINL"
"ENSG00000131773","KHDRBS3"
"ENSG00000130748","TMEM160"
"ENSG00000269893","SNHG8"
"ENSG00000229117","RPL41"
"ENSG00000240972","MIF"
"ENSG00000237797","MACORIS"
"ENSG00000120306","CYSTM1"
"ENSG00000171587","DSCAM"
"ENSG00000101460","MAP1LC3A"
"ENSG00000176871","WSB2"
"ENSG00000158828","PINK1"
"ENSG00000090530","P3H2"
"ENSG00000231131","LNCAROD"
"ENSG00000198830","HMGN2"
"ENSG00000177575","CD163"
"ENSG00000078328","RBFOX1"
"ENSG00000175354","PTPN2"
"ENSG00000188641","DPYD"
"ENSG00000112367","FIG4"
"ENSG00000136869","TLR4"
"ENSG00000182022","CHST15"
"ENSG00000187554","TLR5"
"ENSG00000113327","GABRG2"
"ENSG00000135365","PHF21A"
"ENSG00000141552","ANAPC11"
"ENSG00000242173","ARHGDIG"
"ENSG00000144331","ZNF385B"
"ENSG00000133019","CHRM3"
"ENSG00000155926","SLA"
"ENSG00000134294","SLC38A2"
"ENSG00000183230","CTNNA3"
"ENSG00000184515","BEX5"
"ENSG00000136003","ISCU"
"ENSG00000106367","AP1S1"
"ENSG00000109107","ALDOC"
"ENSG00000136167","LCP1"
"ENSG00000172115","CYCS"
"ENSG00000155629","PIK3AP1"
"ENSG00000178449","COX14"
"ENSG00000174705","SH3PXD2B"
"ENSG00000241468","ATP5MF"
"ENSG00000164951","PDP1"
"ENSG00000166432","ZMAT1"
"ENSG00000188186","LAMTOR4"
"ENSG00000101463","SYNDIG1"
"ENSG00000147459","DOCK5"
"ENSG00000182389","CACNB4"
"ENSG00000108984","MAP2K6"
"ENSG00000245910","SNHG6"
"ENSG00000196954","CASP4"
"ENSG00000068650","ATP11A"
"ENSG00000243449","C4orf48"
"ENSG00000127540","UQCR11"
"ENSG00000182899","RPL35A"
"ENSG00000187672","ERC2"
"ENSG00000143110","C1orf162"
"ENSG00000111817","DSE"
"ENSG00000168824","NSG1"
"ENSG00000066629","EML1"
"ENSG00000165023","DIRAS2"
"ENSG00000096060","FKBP5"
"ENSG00000130725","UBE2M"
"ENSG00000171659","GPR34"
"ENSG00000239213","NCK1-DT"
"ENSG00000204851","PNMA8B"
"ENSG00000116852","KIF21B"
"ENSG00000165169","DYNLT3"
"ENSG00000163162","RNF149"
"ENSG00000177675","CD163L1"
"ENSG00000170091","NSG2"
"ENSG00000176406","RIMS2"
"ENSG00000047579","DTNBP1"
"ENSG00000096092","TMEM14A"
"ENSG00000168028","RPSA"
"ENSG00000184900","SUMO3"
"ENSG00000185774","KCNIP4"
"ENSG00000173198","CYSLTR1"
"ENSG00000186462","NAP1L2"
"ENSG00000166922","SCG5"
"ENSG00000168214","RBPJ"
"ENSG00000145428","RNF175"
"ENSG00000155903","RASA2"
"ENSG00000140749","IGSF6"
"ENSG00000132821","VSTM2L"
"ENSG00000187094","CCK"
"ENSG00000184672","RALYL"
"ENSG00000185742","C11orf87"
"ENSG00000100580","TMED8"
"ENSG00000099194","SCD"
"ENSG00000198223","CSF2RA"
"ENSG00000113916","BCL6"
"ENSG00000125810","CD93"
"ENSG00000143786","CNIH3"
"ENSG00000060138","YBX3"
"ENSG00000134419","RPS15A"
"ENSG00000108924","HLF"
"ENSG00000093072","ADA2"
"ENSG00000183172","SMDT1"
"ENSG00000197093","GAL3ST4"
"ENSG00000186818","LILRB4"
"ENSG00000149806","FAU"
"ENSG00000164136","IL15"
"ENSG00000146373","RNF217"
"ENSG00000087157","PGS1"
"ENSG00000165181","SHOC1"
"ENSG00000171368","TPPP"
"ENSG00000168610","STAT3"
"ENSG00000198755","RPL10A"
"ENSG00000131116","ZNF428"
"ENSG00000112306","RPS12"
"ENSG00000132122","SPATA6"
"ENSG00000185760","KCNQ5"
"ENSG00000134590","RTL8C"
"ENSG00000186577","SMIM29"
"ENSG00000089818","NECAP1"
"ENSG00000173267","SNCG"
"ENSG00000186010","NDUFA13"
"ENSG00000203747","FCGR3A"
"ENSG00000183715","OPCML"
"ENSG00000249859","PVT1"
"ENSG00000186063","AIDA"
"ENSG00000069345","DNAJA2"
"ENSG00000197992","CLEC9A"
"ENSG00000079156","OSBPL6"
"ENSG00000077238","IL4R"
"ENSG00000104447","TRPS1"
"ENSG00000145425","RPS3A"
"ENSG00000132932","ATP8A2"
"ENSG00000197457","STMN3"
"ENSG00000107968","MAP3K8"
"ENSG00000069974","RAB27A"
"ENSG00000124614","RPS10"
"ENSG00000132334","PTPRE"
"ENSG00000102466","FGF14"
"ENSG00000124507","PACSIN1"
"ENSG00000109466","KLHL2"
"ENSG00000143226","FCGR2A"
"ENSG00000113384","GOLPH3"
"ENSG00000164105","SAP30"
"ENSG00000161970","RPL26"
"ENSG00000127990","SGCE"
"ENSG00000154330","PGM5"
"ENSG00000174521","TTC9B"
"ENSG00000137936","BCAR3"
"ENSG00000135842","NIBAN1"
"ENSG00000107551","RASSF4"
"ENSG00000140990","NDUFB10"
"ENSG00000156467","UQCRB"
"ENSG00000057757","PITHD1"
"ENSG00000263528","IKBKE"
"ENSG00000116514","RNF19B"
"ENSG00000177885","GRB2"
"ENSG00000224877","NDUFAF8"
"ENSG00000100784","RPS6KA5"
"ENSG00000140030","GPR65"
"ENSG00000164574","GALNT10"
"ENSG00000030419","IKZF2"
"ENSG00000105649","RAB3A"
"ENSG00000063177","RPL18"
"ENSG00000162711","NLRP3"
"ENSG00000163625","WDFY3"
"ENSG00000197756","RPL37A"
"ENSG00000157303","SUSD3"
"ENSG00000186047","DLEU7"
"ENSG00000114391","RPL24"
"ENSG00000121210","TMEM131L"
"ENSG00000198918","RPL39"
