"Ensembl","Gene_Symbols"
"ENSG00000097021","ACOT7"
"ENSG00000070785","EIF2B3"
"ENSG00000117862","TXNDC12"
"ENSG00000132718","SYT11"
"ENSG00000177614","PGBD5"
"ENSG00000095002","MSH2"
"ENSG00000138035","PNPT1"
"ENSG00000196975","ANXA4"
"ENSG00000087338","GMCL1"
"ENSG00000144029","MRPS5"
"ENSG00000196843","ARID5A"
"ENSG00000196912","ANKRD36B"
"ENSG00000153107","ANAPC1"
"ENSG00000136715","SAP130"
"ENSG00000153253","SCN3A"
"ENSG00000144406","UNC80"
"ENSG00000185404","SP140L"
"ENSG00000157103","SLC6A1"
"ENSG00000131389","SLC6A6"
"ENSG00000093167","LRRFIP2"
"ENSG00000170011","MYRIP"
"ENSG00000172340","SUCLG2"
"ENSG00000129071","MBD4"
"ENSG00000197584","KCNMB2"
"ENSG00000013288","MAN2B2"
"ENSG00000071127","WDR1"
"ENSG00000109189","USP46"
"ENSG00000084093","REST"
"ENSG00000163104","SMARCAD1"
"ENSG00000170088","TMEM192"
"ENSG00000150627","WDR17"
"ENSG00000113231","PDE8B"
"ENSG00000131504","DIAPH1"
"ENSG00000164574","GALNT10"
"ENSG00000204628","RACK1"
"ENSG00000124532","MRS2"
"ENSG00000112081","SRSF3"
"ENSG00000028839","TBPL1"
"ENSG00000136261","BZW2"
"ENSG00000146592","CREB5"
"ENSG00000106089","STX1A"
"ENSG00000127990","SGCE"
"ENSG00000258227","CLEC5A"
"ENSG00000083168","KAT6A"
"ENSG00000198363","ASPH"
"ENSG00000147588","PMP2"
"ENSG00000147862","NFIB"
"ENSG00000164985","PSIP1"
"ENSG00000137073","UBAP2"
"ENSG00000148219","ASTN2"
"ENSG00000095261","PSMD5"
"ENSG00000119414","PPP6C"
"ENSG00000136828","RALGPS1"
"ENSG00000107937","GTPBP4"
"ENSG00000148606","POLR3A"
"ENSG00000213390","ARHGAP19"
"ENSG00000168000","BSCL2"
"ENSG00000014216","CAPN1"
"ENSG00000187240","DYNC2H1"
"ENSG00000150782","IL18"
"ENSG00000170325","PRDM10"
"ENSG00000111321","LTBR"
"ENSG00000123096","SSPN"
"ENSG00000173598","NUDT4"
"ENSG00000119242","CCDC92"
"ENSG00000121741","ZMYM2"
"ENSG00000132965","ALOX5AP"
"ENSG00000168952","STXBP6"
"ENSG00000072415","MPP5"
"ENSG00000100601","ALKBH1"
"ENSG00000198668","CALM1"
"ENSG00000103978","TMEM87A"
"ENSG00000140470","ADAMTS17"
"ENSG00000103540","CCP110"
"ENSG00000103018","CYB5B"
"ENSG00000223496","EXOSC6"
"ENSG00000051523","CYBA"
"ENSG00000108309","RUNDC3A"
"ENSG00000108924","HLF"
"ENSG00000170558","CDH2"
"ENSG00000177511","ST8SIA3"
"ENSG00000130856","ZNF236"
"ENSG00000130816","DNMT1"
"ENSG00000105516","DBP"
"ENSG00000126456","IRF3"
"ENSG00000105568","PPP2R1A"
"ENSG00000088833","NSFL1C"
"ENSG00000142188","TMEM50B"
"ENSG00000159131","GART"
"ENSG00000182871","COL18A1"
"ENSG00000093010","COMT"
"ENSG00000100167","SEPTIN3"
